Epoch,Learning Rate,Training Loss,Validation Loss,Loss Difference
1,9.999999747378752e-05,0.11810377985239029,0.006914457306265831,0.11118932254612446
2,9.999999747378752e-05,0.004916944541037083,0.0024986853823065758,0.002418259158730507
3,9.999999747378752e-05,0.0025305047165602446,0.0009104488417506218,0.0016200558748096228
4,9.999999747378752e-05,0.0018947958014905453,0.000575257174205035,0.0013195386272855103
5,9.999999747378752e-05,0.0016562272794544697,0.0005084948497824371,0.0011477324296720326
6,9.999999747378752e-05,0.0015519763110205531,0.0004403173516038805,0.0011116589594166726
7,9.999999747378752e-05,0.0014722326304763556,0.0004063435480929911,0.0010658890823833644
8,9.999999747378752e-05,0.0014261729083955288,0.0003208862035535276,0.0011052867048420012
9,9.999999747378752e-05,0.0013549195136874914,0.000306593079585582,0.0010483264341019094
10,9.999999747378752e-05,0.0013749724021181464,0.000288038223516196,0.0010869341786019504
11,9.999999747378752e-05,0.0013230632757768035,0.00027775816852226853,0.001045305107254535
12,9.999999747378752e-05,0.0013270641211420298,0.0002660716709215194,0.0010609924502205104
13,4.999999873689376e-05,0.0012875284301117063,0.00029825427918694913,0.0009892741509247571
14,4.999999873689376e-05,0.0010616236831992865,0.00018920187721960247,0.000872421805979684
15,4.999999873689376e-05,0.0009655707399360836,0.00023410868016071618,0.0007314620597753674
16,4.999999873689376e-05,0.0009307873551733792,0.0002160156291211024,0.0007147717260522768
17,4.999999873689376e-05,0.0008941812557168305,0.00020904258417431265,0.0006851386715425178
18,4.999999873689376e-05,0.0008787579135969281,0.00018515248666517437,0.0006936054269317538
19,2.499999936844688e-05,0.0008595195831730962,0.00018760233069770038,0.0006719172524753958
20,2.499999936844688e-05,0.0007826154469512403,0.00018215783347841352,0.0006004576134728268
21,2.499999936844688e-05,0.0007611238397657871,0.00017518481763545424,0.0005859390221303329
22,2.499999936844688e-05,0.0007499207276850939,0.00020490832685027272,0.0005450124008348212
23,2.499999936844688e-05,0.0007461280911229551,0.00017098369426093996,0.0005751443968620151
24,1.249999968422344e-05,0.000744003220461309,0.00017157685942947865,0.0005724263610318303
25,1.249999968422344e-05,0.0006948875961825252,0.00017879667575471103,0.0005160909204278141
26,1.249999968422344e-05,0.0006897995481267571,0.00015484672621823847,0.0005349528219085187
27,1.249999968422344e-05,0.0006845972966402769,0.00014435037155635655,0.0005402469250839204
28,1.249999968422344e-05,0.0006757140508852899,0.00017314408614765853,0.0005025699647376314
29,6.24999984211172e-06,0.0006760712713003159,0.0001830795081332326,0.0004929917631670833
30,6.24999984211172e-06,0.0006578693282790482,0.000162690004799515,0.0004951793234795332
31,6.24999984211172e-06,0.0006480116280727088,0.00015514885308220983,0.000492862774990499
32,6.24999984211172e-06,0.0006475576665252447,0.00015314183838199824,0.0004944158281432465
33,6.24999984211172e-06,0.0006432334776036441,0.00014839429059065878,0.0004948391870129853
34,3.12499992105586e-06,0.0006425957544706762,0.00012906562187708914,0.000513530132593587
35,3.12499992105586e-06,0.000630735419690609,0.00013380037853494287,0.0004969350411556661
36,3.12499992105586e-06,0.0006285146810114384,0.0001420498883817345,0.0004864647926297039
37,3.12499992105586e-06,0.0006262409733608365,0.00014813801681157202,0.0004781029565492645
38,3.12499992105586e-06,0.0006276941858232021,0.00014784482482355088,0.00047984936099965125
39,1.56249996052793e-06,0.0006225518882274628,0.0001378000742988661,0.0004847518139285967
40,1.56249996052793e-06,0.0006144552608020604,0.00014203535101842135,0.000472419909783639
41,1.56249996052793e-06,0.0006159216281957924,0.00014804791135247797,0.00046787371684331447
42,1.56249996052793e-06,0.0006182169890962541,0.00015395021182484925,0.00046426677727140486
