Epoch,Learning Rate,Training Loss,Validation Loss,Loss Difference
29,0.00040297501254826784,7.222772546811029e-05,0.0003740984247997403,-0.00030187069933163
30,0.0003626774996519089,6.578106695087627e-05,0.00038209158810786903,-0.00031631052115699276
31,0.0003626774996519089,6.695849151583388e-05,0.00016846276412252337,-0.00010150427260668948
32,0.0003626774996519089,6.58794742776081e-05,0.0005553275113925338,-0.0004894480371149257
33,0.00018133874982595444,6.31901784799993e-05,0.0003948268131352961,-0.0003316366346552968
34,0.00018133874982595444,5.022752156946808e-05,3.9678419852862135e-05,1.0549101716605946e-05
35,0.00018133874982595444,4.880473716184497e-05,5.49548385606613e-05,-6.150101398816332e-06
36,0.00018133874982595444,4.87160577904433e-05,0.00028240945539437234,-0.00023369339760392904
37,0.00018133874982595444,4.670013368013315e-05,0.000247757910983637,-0.00020105777730350383
38,9.066937491297722e-05,4.651872586691752e-05,0.00036586530040949583,-0.0003193465745425783
39,9.066937491297722e-05,3.861767618218437e-05,4.818821980734356e-05,-9.570543625159189e-06
40,8.160244033206254e-05,3.702293543028645e-05,4.057877595187165e-05,-3.5558405215851963e-06
41,8.160244033206254e-05,3.679165820358321e-05,8.261412585852668e-05,-4.5822467654943466e-05
42,8.160244033206254e-05,3.617785114329308e-05,2.7608191885519773e-05,8.56965925777331e-06
43,4.080122016603127e-05,3.5709959774976596e-05,8.658038132125512e-05,-5.087042154627852e-05
44,4.080122016603127e-05,3.19211176247336e-05,4.8586622142465785e-05,-1.6665504517732188e-05
45,4.080122016603127e-05,3.128501703031361e-05,0.00022432624245993793,-0.00019304122542962432
46,4.080122016603127e-05,3.035120971617289e-05,1.7669090084382333e-05,1.2682119631790556e-05
47,4.080122016603127e-05,3.0401384719880298e-05,4.5607011998072267e-05,-1.5205627278191969e-05
48,2.0400610083015636e-05,2.962094913527835e-05,2.544310518715065e-05,4.177843948127702e-06
49,2.0400610083015636e-05,2.783121817628853e-05,4.216337401885539e-05,-1.4332155842566863e-05
50,1.8360549802309833e-05,2.698214302654378e-05,3.197574915247969e-05,-4.993606125935912e-06
51,1.8360549802309833e-05,2.6683219402912073e-05,2.805417352647055e-05,-1.3709541235584766e-06
52,1.8360549802309833e-05,2.6903042453341186e-05,2.6291039830539376e-05,6.120026228018105e-07
53,9.180274901154917e-06,2.6213620003545657e-05,3.9541409933008254e-05,-1.3327789929462597e-05
54,9.180274901154917e-06,2.504992880858481e-05,1.5983687262632884e-05,9.066241545951925e-06
55,9.180274901154917e-06,2.484696415194776e-05,1.7801581634557806e-05,7.045382517389953e-06
56,9.180274901154917e-06,2.4570266759837978e-05,2.4478700652252883e-05,9.156610758509487e-08
57,9.180274901154917e-06,2.4410595869994722e-05,1.656945823924616e-05,7.841137630748563e-06
58,4.590137450577458e-06,2.431079701636918e-05,1.5367284504463896e-05,8.943512511905283e-06
59,4.590137450577458e-06,2.3719234377495013e-05,1.9606039131758735e-05,4.113195245736279e-06
60,4.1311236600449774e-06,2.335619501536712e-05,2.3451608285540715e-05,-9.541327017359436e-08
61,4.1311236600449774e-06,2.3568831238662824e-05,1.6666717783664353e-05,6.902113454998471e-06
62,4.1311236600449774e-06,2.3385755412164144e-05,1.4597952940675896e-05,8.787802471488249e-06
63,2.0655618300224887e-06,2.3702010366832837e-05,1.5793244529049844e-05,7.908765837782994e-06
64,2.0655618300224887e-06,2.2715097657055594e-05,1.4361200555867981e-05,8.353897101187613e-06
65,2.0655618300224887e-06,2.3137410607887432e-05,1.4610081052524038e-05,8.527329555363394e-06
66,2.0655618300224887e-06,2.279042382724583e-05,1.53090113599319e-05,7.48141246731393e-06
67,2.0655618300224887e-06,2.2744974558008835e-05,1.463172520743683e-05,8.113249350572005e-06
68,1.0327809150112444e-06,2.2839351004222408e-05,1.4136203390080482e-05,8.703147614141926e-06
69,1.0327809150112444e-06,2.233195300505031e-05,1.4341088899527676e-05,7.990864105522633e-06
70,9.295028462474875e-07,2.247931479359977e-05,1.4295518667495344e-05,8.183796126104426e-06
71,9.295028462474875e-07,2.261702684336342e-05,1.4240688869904261e-05,8.376337973459158e-06
72,9.295028462474875e-07,2.2587240891880356e-05,1.4212077076081187e-05,8.37516381579917e-06
73,4.6475142312374373e-07,2.2180776795721613e-05,1.3969917745271232e-05,8.210859050450381e-06
74,4.6475142312374373e-07,2.245918585686013e-05,1.4300081602414139e-05,8.159104254445992e-06
75,4.6475142312374373e-07,2.2531185095431283e-05,1.3907815628044773e-05,8.62336946738651e-06
76,4.6475142312374373e-07,2.234739986306522e-05,1.4105422451393679e-05,8.241977411671542e-06
77,4.6475142312374373e-07,2.220132046204526e-05,1.4262594049796462e-05,7.938726412248798e-06
78,2.3237571156187187e-07,2.2363839889294468e-05,1.58338516484946e-05,6.529988240799867e-06
79,2.3237571156187187e-07,2.2114365492598154e-05,1.409554806741653e-05,8.018817425181624e-06
80,2.0913813614242827e-07,2.2354251996148378e-05,1.4156837096379604e-05,8.197414899768773e-06
81,2.0913813614242827e-07,2.2060199626139365e-05,1.4096164704824332e-05,7.964034921315033e-06
82,2.0913813614242827e-07,2.2320156858768314e-05,1.4114534678810742e-05,8.205622179957572e-06
83,1.0456906807121413e-07,2.2231102775549516e-05,1.4048003322386649e-05,8.183099453162868e-06
84,1.0456906807121413e-07,2.210006095992867e-05,1.4217675015970599e-05,7.88238594395807e-06
85,1.0456906807121413e-07,2.2064052245696075e-05,1.4019744412507862e-05,8.044307833188213e-06
