epoch ;loss                  ;mae                  ;val_loss               ;val_mae
    0 ;0.6506868004798889    ;0.3615916967391968   ;0.4364860951900482     ;0.13712771236896515
    1 ;0.40833500027656555   ;0.15172134339809418  ;0.33790984749794006    ;0.050280049443244934
    2 ;0.31624361872673035   ;0.09307614713907242  ;0.26589909195899963    ;0.03467397391796112
    3 ;0.2321707159280777    ;0.0704728439450264   ;0.1825994849205017     ;0.03395259380340576
    4 ;0.1461026966571808    ;0.05992932617664337  ;0.1024850383400917     ;0.03426583856344223
    5 ;0.07467668503522873   ;0.05296998843550682  ;0.04490625485777855    ;0.025676462799310684
    6 ;0.032330263406038284  ;0.04887550324201584  ;0.017964599654078484   ;0.029942039400339127
    7 ;0.01493485365062952   ;0.04598565027117729  ;0.009394988417625427   ;0.033490877598524094
    8 ;0.00917219277471304   ;0.04441577568650246  ;0.004677250515669584   ;0.01259483490139246
    9 ;0.00691238371655345   ;0.04258862882852554  ;0.0039835539646446705  ;0.021586330607533455
   10 ;0.005844465922564268  ;0.04164358228445053  ;0.0029975841753184795  ;0.017811691388487816
   11 ;0.0051546478644013405 ;0.04081710800528526  ;0.0037204937543720007  ;0.03356369584798813
    0 ;6.01593017578125      ;0.4009723663330078   ;3.2916862964630127     ;0.05418258160352707
    1 ;1.8716503381729126    ;0.16825173795223236  ;0.817328929901123      ;0.026197919622063637
    2 ;0.45874160528182983   ;0.1065300777554512   ;0.20868121087551117    ;0.027695730328559875
    3 ;0.13492166996002197   ;0.07002037763595581  ;0.07176389545202255    ;0.017053773626685143
    4 ;0.0507647879421711    ;0.0488007590174675   ;0.030749941244721413   ;0.04155721515417099
    5 ;0.021458836272358894  ;0.03819115087389946  ;0.013785959221422672   ;0.044142164289951324
    6 ;0.009027557447552681  ;0.03466276451945305  ;0.007798835635185242   ;0.05935706943273544
    7 ;0.0039141979068517685 ;0.032904066145420074 ;0.0031537890899926424  ;0.041838500648736954
    8 ;0.002568328520283103  ;0.03263235092163086  ;0.000782211369369179   ;0.010679153725504875
    9 ;0.0023191834334284067 ;0.03231612220406532  ;0.0007826744695194066  ;0.013213615864515305
   10 ;0.0022554127499461174 ;0.03199101984500885  ;0.0009520002640783787  ;0.016664639115333557
   11 ;0.002228168537840247  ;0.031756479293107986 ;0.0008722319616936147  ;0.014211129397153854
   12 ;0.002216198481619358  ;0.03164588660001755  ;0.001264608814381063   ;0.02256055921316147
   13 ;0.002178882248699665  ;0.0312858521938324   ;0.001454185345210135   ;0.026908159255981445
   14 ;0.0019383206963539124 ;0.030586013570427895 ;0.002132672816514969   ;0.03816375136375427
   15 ;0.001894850516691804  ;0.030142951756715775 ;0.016932150349020958   ;0.11697022616863251
   16 ;0.0019127927953377366 ;0.030364587903022766 ;0.004157726187258959   ;0.0553763322532177
    0 ;6.013851642608643     ;0.4065020680427551   ;3.3056657314300537     ;0.0876854956150055
    1 ;1.8701789379119873    ;0.17372456192970276  ;0.8087189793586731     ;0.026336967945098877
    2 ;0.44766101241111755   ;0.10543512552976608  ;0.1999392956495285     ;0.033186040818691254
    3 ;0.12559235095977783   ;0.06722976267337799  ;0.06723181903362274    ;0.049600157886743546
    4 ;0.044510092586278915  ;0.04664480686187744  ;0.025243543088436127   ;0.021974582225084305
    5 ;0.018323061987757683  ;0.03713388368487358  ;0.01026943325996399    ;0.021285243332386017
    6 ;0.007808226626366377  ;0.03400115296244621  ;0.0033107781782746315  ;0.014472524635493755
    7 ;0.003598250448703766  ;0.032941654324531555 ;0.005440084263682365   ;0.061378512531518936
    0 ;6.15517520904541      ;0.432911217212677    ;3.4676709175109863     ;0.07034023851156235
    1 ;2.0187385082244873    ;0.18910269439220428  ;0.9196612238883972     ;0.04450485482811928
    2 ;0.5243427157402039    ;0.11570873856544495  ;0.2458619773387909     ;0.04960149899125099
    3 ;0.15818539261817932   ;0.07490754872560501  ;0.08540090918540955    ;0.0291071068495512
