epoch;loss;mean_squared_logarithmic_error;val_loss;val_mean_squared_logarithmic_error
0;0.03019331395626068;0.02890472672879696;0.005365404766052961;0.004077058285474777
1;0.010115872137248516;0.008828082121908665;0.0031716530211269855;0.0018845894373953342
2;0.0060288431122899055;0.004742811433970928;0.002037369180470705;0.0007526093395426869
3;0.004356084391474724;0.0030730608850717545;0.001676720567047596;0.0003957389562856406
4;0.0035575698129832745;0.0022792289964854717;0.00161642930470407;0.00034108193358406425
5;0.0030835741199553013;0.001811835216358304;0.0015049827052280307;0.00023717521980870515
6;0.0027757911011576653;0.0015124388737604022;0.0014945518923923373;0.00023585633607581258
7;0.002593135926872492;0.001339448499493301;0.0014372786972671747;0.00018879144045058638
8;0.0024599710013717413;0.0012169642141088843;0.001432037795893848;0.00019459702889434993
9;0.0023064936976879835;0.001074858708307147;0.0014184045139700174;0.00019270421762485057
10;0.0022328482009470463;0.0010131654562428594;0.0013963863020762801;0.00018274862668477
11;0.002159797353670001;0.0009522594045847654;0.0013996806228533387;0.0001983025431400165
12;0.0020951838232576847;0.0009000740828923881;0.0013748507481068373;0.0001860105840023607
13;0.0020534524228423834;0.0008708941750228405;0.0013808964285999537;0.00020459260849747807
14;0.00200379965826869;0.0008336647297255695;0.001346171135082841;0.00018220869242213666
15;0.001968180760741234;0.0008102781721390784;0.0013233218342065811;0.0001713774836389348
16;0.0019213961204513907;0.0007706648320890963;0.0013049731496721506;0.00015548928058706224
17;0.0019150942098349333;0.0007668743492104113;0.0013152832398191094;0.00016834463167469949
18;0.0018926962511613965;0.0007470323471352458;0.001307753729633987;0.0001633600622881204
19;0.0018881992436945438;0.0007450679549947381;0.0012913201935589314;0.00014945055590942502
20;0.0018940476002171636;0.0007533928146585822;0.0012967824004590511;0.00015735265333205462
21;0.0018765589920803905;0.0007383472984656692;0.0012948043877258897;0.000157819566084072
22;0.0018740874947980046;0.0007383119664154947;0.0012933616526424885;0.0001588033337611705
23;0.0018462873995304108;0.0007129449513740838;0.0012914384715259075;0.0001593082124600187
24;0.0018478012643754482;0.0007168459706008434;0.001287106890231371;0.00015733702457509935
25;0.0018401257693767548;0.0007109470898285508;0.0012793107889592648;0.00015072355745360255
26;0.0018382292473688722;0.00071023526834324;0.001282848184928298;0.0001554444752400741
27;0.0018401661654934287;0.00071334297535941;0.0012801719130948186;0.00015393451030831784
28;0.0018443942535668612;0.0007187370210886002;0.001271430286578834;0.0001463509106542915
29;0.0018256213515996933;0.0007011117995716631;0.0012750520836561918;0.00015112147957552224
0;0.027172286063432693;0.025788022205233574;0.004970932845026255;0.0035868240520358086
1;0.014673211611807346;0.013289292342960835;0.005238535348325968;0.0038548391312360764
2;0.012887110002338886;0.011503627523779869;0.004378878511488438;0.0029956423677504063
3;0.011704475618898869;0.01032146904617548;0.0037046880461275578;0.002321908948943019
4;0.010775640606880188;0.009393099695444107;0.003183637745678425;0.0018013162771239877
5;0.009945792146027088;0.008563688956201077;0.00283666024915874;0.0014548032777383924
6;0.009240767918527126;0.007859145291149616;0.0027419989928603172;0.001360599067993462
7;0.008602670393884182;0.007221509702503681;0.002763120224699378;0.0013821828179061413
8;0.008079377003014088;0.006698680110275745;0.0028595279436558485;0.0014790574787184596
9;0.007577904034405947;0.006197676993906498;0.0030500823631882668;0.0016700830310583115
10;0.007113524712622166;0.00573376938700676;0.0032654793467372656;0.0018859554547816515
11;0.006723798345774412;0.005344516597688198;0.003398210508748889;0.0020191760268062353
12;0.006357409060001373;0.00497863395139575;0.0035480575170367956;0.0021695327013731003
13;0.006000329740345478;0.0046220687218010426;0.003587425220757723;0.0022094231098890305
14;0.005725443828850985;0.004347702022641897;0.0036891864147037268;0.0023117237724363804
15;0.00544924708083272;0.004072058014571667;0.0036521758884191513;0.002275274135172367
16;0.00524807907640934;0.003871468361467123;0.0036129034124314785;0.0022365807089954615
0;0.007543218322098255;0.005308944266289473;0.0034808688797056675;0.001313165994361043
1;0.0032997725065797567;0.0012562688207253814;0.00702807167544961;0.005152801983058453
2;0.002506908029317856;0.0008909108582884073;0.010535435751080513;0.00920225027948618
3;0.001885854173451662;0.0008021665271371603;0.012240998446941376;0.011367500759661198
4;0.0014880737289786339;0.0007505351677536964;0.01279602199792862;0.012167341075837612
5;0.0012452997034415603;0.0006869196076877415;0.011112998239696026;0.010611842386424541
6;0.0010022633941844106;0.0005131683428771794;0.011003060266375542;0.010525946505367756
7;0.0009376069065183401;0.0004706706968136132;0.010616037994623184;0.010158726014196873
8;0.0008862175163812935;0.0004377985023893416;0.009942964650690556;0.00950346514582634
9;0.0008622589521110058;0.00043093960266560316;0.009692060761153698;0.00926871970295906
10;0.0008150790235958993;0.00039968665805645287;0.009308436885476112;0.008900977671146393
0;0.06081441044807434;0.05766953155398369;0.043312616646289825;0.04017074033617973
1;0.04055647924542427;0.0374174527823925;0.09278450906276703;0.08964806795120239
2;0.017017701640725136;0.013884474523365498;0.05735328048467636;0.05422365292906761
3;0.012417242862284184;0.009292158298194408;0.035086922347545624;0.03196672350168228
4;0.009854487143456936;0.006739819422364235;0.02807246334850788;0.024963628500699997
5;0.008046422153711319;0.004944161046296358;0.024848544970154762;0.021753311157226562
6;0.006857495754957199;0.003770319279283285;0.020292412489652634;0.017213955521583557
7;0.0060714008286595345;0.0030029837507754564;0.01708271913230419;0.014025049284100533
8;0.005599167663604021;0.00255334354005754;0.01591218262910843;0.01287874672561884
9;0.005267778877168894;0.0022476976737380028;0.015357956290245056;0.01235177367925644
10;0.005003032274544239;0.002011779695749283;0.015198689885437489;0.01222282461822033
11;0.004801724571734667;0.0018420160049572587;0.0151878222823143;0.012244782410562038
12;0.004647304303944111;0.0017215779516845942;0.014976567588746548;0.01206872146576643
13;0.004508031066507101;0.0016184630803763866;0.015002320520579815;0.01213142927736044
14;0.004368154797703028;0.0015166479861363769;0.014993835240602493;0.012162068858742714
15;0.004251459147781134;0.0014399242354556918;0.015208887867629528;0.01241789199411869
16;0.0041739060543477535;0.0014037475921213627;0.015160318464040756;0.01241123303771019
17;0.004076278768479824;0.0013484206283465028;0.015371924266219139;0.012665566056966782
18;0.003984514158219099;0.0012826138408854604;0.015245459973812103;0.012548103928565979
19;0.003955220803618431;0.0012623725924640894;0.015543218702077866;0.012854955159127712
20;0.003943252377212048;0.00125961157027632;0.015680234879255295;0.013001199811697006
21;0.003913186024874449;0.0012387646129354835;0.015909112989902496;0.013239325024187565
22;0.003906462341547012;0.0012412628857418895;0.015948642045259476;0.013288041576743126
0;0.007098594680428505;0.0036134994588792324;0.004647671710699797;0.0015248811105266213
1;0.0034739363472908735;0.0011246718931943178;0.0022464178036898375;0.0008088341564871371
2;0.001742951339110732;0.0009419493144378066;0.000919530401006341;0.0004754730616696179
3;0.0012528258375823498;0.000868443341460079;0.0005577842239290476;0.0002187368954764679
4;0.0011602207086980343;0.0008255434804596007;0.000561127089895308;0.0002302749635418877
5;0.0011243106564506888;0.0008007927099242806;0.0005407218122854829;0.00022469580289907753
6;0.0010892137652263045;0.0007784086046740413;0.0007586216670460999;0.00045140800648368895
7;0.0010514528257772326;0.0007520796498283744;0.0007428700337186456;0.00044818961760029197
8;0.0010338150896131992;0.0007373777334578335;0.00040748901665210724;0.00010573698818916455
9;0.000987584120593965;0.0006829877384006977;0.0005715695442631841;0.0002671565453056246
10;0.0009596382733434439;0.0006553301936946809;0.0007817531586624682;0.00047873749281279743
11;0.0009564870852045715;0.0006564583745785058;0.0006748868036083877;0.0003815954551100731
12;0.0009362755808979273;0.0006400911952368915;0.0006679700454697013;0.0003756063524633646
13;0.0009102393523789942;0.0006166517268866301;0.000532285775989294;0.0002420046366751194
14;0.000667388376314193;0.000425491773057729;0.00034359036362729967;0.0001335719134658575
15;0.0006033355020917952;0.0004084987158421427;0.0002850370074156672;0.00010208814637735486
16;0.0005710796685889363;0.00039619114249944687;0.0003012062516063452;0.00013344382750801742
17;0.0005545470048673451;0.0003915533307008445;0.0002540428831707686;9.551293624099344e-05
18;0.000540094799362123;0.00038522022077813745;0.00025217721122317016;0.00010057861072709784
19;0.0005316522438079119;0.0003828176122624427;0.0002557728439569473;0.0001091041776817292
20;0.0005214808043092489;0.0003773359931074083;0.00024555035633966327;0.00010346630006097257
21;0.0004648324102163315;0.0003264681436121464;0.00020281939941924065;6.799122638767585e-05
22;0.00044997106306254864;0.0003181892680004239;0.00019605900160968304;6.715187191730365e-05
23;0.00043969054240733385;0.0003131413832306862;0.00019836321007460356;7.408994133584201e-05
24;0.0004340023151598871;0.0003117480082437396;0.00017910046153701842;5.875021088286303e-05
25;0.00042751204455271363;0.00030891975620761514;0.00019890425028279424;8.19916749605909e-05
26;0.0004223507712595165;0.0003069179365411401;0.00017779477639123797;6.389509508153424e-05
27;0.00041719162254594266;0.00030456591048277915;0.00017241292516700923;6.103334089857526e-05
28;0.0004128181026317179;0.0003026207268703729;0.0001769625669112429;6.80321900290437e-05
29;0.00040682716644369066;0.00029897160129621625;0.0001768124202499166;7.007011299720034e-05
0;0.006978476885706186;0.003500313963741064;0.004619387444108725;0.0015103596961125731
1;0.003478448139503598;0.0011478305095806718;0.0019850432872772217;0.0005670192767865956
2;0.0017560375854372978;0.0009603758226148784;0.000967637577559799;0.0005141913425177336
3;0.0012335769133642316;0.000847877818159759;0.0005156183615326881;0.00017312348063569516
4;0.0011375617468729615;0.0008042788249440491;0.001251464243978262;0.000929463654756546
5;0.001113928621634841;0.0007906404789537191;0.0005154288955964148;0.00019925717788282782
6;0.0011049610329791903;0.0007914157467894256;0.0019330139039084315;0.0016190586611628532
7;0.0010593048064038157;0.000758887326810509;0.00038663289160467684;9.611858695279807e-05
8;0.0010302683804184198;0.0007388488738797605;0.000453757937066257;0.00016661758127156645
9;0.000993722234852612;0.0007033259025774896;0.0008020730456337333;0.0005086198216304183
10;0.0009699641377665102;0.000680233642924577;0.0006416730466298759;0.0003560372279025614
11;0.0009664659737609327;0.000681732315570116;0.0005555588286370039;0.00027969147777184844
12;0.0009518907754682004;0.0006705616833642125;0.000495336833409965;0.00021551866666413844
13;0.000707513652741909;0.0004737960116472095;0.0003489582159090787;0.00014331539568956941
14;0.0006139973411336541;0.000421858043409884;0.00028045536600984633;9.929207590175793e-05
15;0.0005811143782921135;0.00040805587195791304;0.000322079926263541;0.00015586439985781908
16;0.0005568059277720749;0.0003954404091928154;0.0002552778460085392;9.881472942652181e-05
17;0.0005343828233890235;0.00038201361894607544;0.0003263619728386402;0.00017764516815077513
18;0.0005291509442031384;0.0003828464832622558;0.0002675852447282523;0.0001241294521605596
19;0.0005221402388997376;0.0003800015547312796;0.00024326496350113302;0.0001035846071317792
20;0.00045768875861540437;0.00032175236265175045;0.00020197992853354663;6.964011117815971e-05
21;0.00044060422806069255;0.00031156578916125;0.00018568745872471482;5.9609435993479565e-05
22;0.0004340386367402971;0.00031049310928210616;0.0001904944801935926;6.933310214662924e-05
23;0.0004242365248501301;0.0003051500243600458;0.00019288566545583308;7.577952783321962e-05
24;0.0004168128070887178;0.0003015160036738962;0.00018782744882628322;7.425193325616419e-05
25;0.0004061255604028702;0.00029298942536115646;0.00017449483857490122;6.185844540596008e-05
26;0.00040103800711221993;0.0002888537128455937;0.00017485990247223526;6.319801468634978e-05
27;0.0004004745278507471;0.00028924280195496976;0.0001700132415862754;5.925470031797886e-05
28;0.00039808175642974675;0.00028777553234249353;0.00017168449994642287;6.184571975609288e-05
29;0.0003971080877818167;0.00028770286007784307;0.00017120469419751316;6.224065145943314e-05
30;0.00039588447543792427;0.000287314789602533;0.00016564670659136027;5.750692798756063e-05
31;0.00039204477798193693;0.0002840152883436531;0.00016590041923336685;5.7980174460681155e-05
32;0.00039159253356046975;0.00028378432034514844;0.00016318322741426528;5.548044282477349e-05
33;0.0003898144932463765;0.0002822218229994178;0.000164286931976676;5.681301627191715e-05
34;0.00039008192834444344;0.0002827060525305569;0.00016470551781821996;5.7442324759904295e-05
35;0.00039113571983762085;0.00028397151618264616;0.00016405335918534547;5.70087468076963e-05
36;0.0003902430762536824;0.0002832956670317799;0.00016612604667898268;5.927414895268157e-05
37;0.00038852679426781833;0.000281782093225047;0.00016249551845248789;5.58658066438511e-05
38;0.0003892279928550124;0.000282697263173759;0.0001619890535948798;5.556695759878494e-05
39;0.00038943919935263693;0.0002831134188454598;0.00016215570212807506;5.5935903219506145e-05
40;0.0003874596150126308;0.0002813389874063432;0.0001604184217285365;5.441436223918572e-05
41;0.00038733918336220086;0.0002814329054672271;0.00016132932796608657;5.5537013395223767e-05
42;0.0003871487861033529;0.0002814515901263803;0.00016347925702575594;5.789240822196007e-05
43;0.00038538171793334186;0.0002798936329782009;0.00016108927957247943;5.569926361204125e-05
44;0.0003862885059788823;0.00028099477640353143;0.0001608857128303498;5.569785935222171e-05
45;0.0003865691542159766;0.00028148244018666446;0.00016293842054437846;5.7950677728513256e-05
46;0.00038621423300355673;0.000281311571598053;0.000159947550855577;5.5136802984634414e-05
47;0.00038476893678307533;0.0002800545480567962;0.00015837694809306413;5.37612140760757e-05
48;0.0003844738530460745;0.0002799556532409042;0.00016027988749556243;5.585812687058933e-05
49;0.00038426570245064795;0.0002799361536744982;0.00016172649338841438;5.749412230215967e-05
