epoch,loss,mae,root_mean_squared_error,val_loss,val_mae,val_root_mean_squared_error
0,16.96135711669922,16.96135711669922,20.657060623168945,4.676559925079346,4.676559925079346,5.817078590393066
1,3.5840811729431152,3.5840811729431152,4.706439018249512,5.799175262451172,5.799175262451172,6.522165775299072
2,2.4253792762756348,2.4253792762756348,3.063509225845337,96.42620086669922,96.42620086669922,97.04735565185547
3,2.3665473461151123,2.3665473461151123,2.9823174476623535,11.358922958374023,11.358922958374023,11.687470436096191
4,2.3595807552337646,2.3595807552337646,2.9836299419403076,154.56674194335938,154.56674194335938,155.36761474609375
5,2.350130081176758,2.350130081176758,2.965181350708008,19.830604553222656,19.830604553222656,20.03499412536621
6,2.278430461883545,2.278430461883545,2.87640380859375,4.065623760223389,4.065623760223389,4.671329498291016
7,2.2605185508728027,2.2605185508728027,2.8539438247680664,3.1614391803741455,3.1614391803741455,3.9312448501586914
8,2.2408266067504883,2.2408266067504883,2.8305869102478027,5.3045220375061035,5.3045220375061035,6.0445404052734375
9,2.1849682331085205,2.1849682331085205,2.7625186443328857,4.2204999923706055,4.2204999923706055,4.877367973327637
10,2.184347629547119,2.184347629547119,2.7555887699127197,8.703363418579102,8.703363418579102,9.63974380493164
11,2.1537890434265137,2.1537890434265137,2.7186007499694824,5.816247940063477,5.816247940063477,6.41532039642334
12,2.1021604537963867,2.1021604537963867,2.6654911041259766,2.6416995525360107,2.6416995525360107,3.2109758853912354
13,2.0182764530181885,2.0182764530181885,2.5553932189941406,2.3011674880981445,2.3011674880981445,2.9533028602600098
14,1.9911220073699951,1.9911220073699951,2.531268358230591,1.815363883972168,1.815363883972168,2.337343692779541
15,1.9715880155563354,1.9715880155563354,2.4975385665893555,2.143305540084839,2.143305540084839,2.6476011276245117
16,1.9766191244125366,1.9766191244125366,2.501687526702881,1.7423957586288452,1.7423957586288452,2.2473254203796387
17,1.9615727663040161,1.9615727663040161,2.4869461059570312,1.7430167198181152,1.7430167198181152,2.2704389095306396
18,2.2360241413116455,2.2360241413116455,2.8729774951934814,8.694106101989746,8.694106101989746,9.335434913635254
19,2.209406852722168,2.209406852722168,2.8155558109283447,2.1035969257354736,2.1035969257354736,2.731457471847534
20,2.052151679992676,2.052151679992676,2.6056313514709473,1.8257004022598267,1.8257004022598267,2.3574326038360596
21,1.9828180074691772,1.9828180074691772,2.5211422443389893,2.415238380432129,2.415238380432129,3.21998929977417
22,1.9542529582977295,1.9542529582977295,2.4811222553253174,1.9017672538757324,1.9017672538757324,3.2264840602874756
23,1.9319307804107666,1.9319307804107666,2.457474708557129,2.5498735904693604,2.5498735904693604,3.5914177894592285
24,1.94430410861969,1.94430410861969,2.4703283309936523,2.4250614643096924,2.4250614643096924,2.952396869659424
25,1.9479862451553345,1.9479862451553345,2.4740073680877686,2.306309938430786,2.306309938430786,2.8352744579315186
26,1.9368926286697388,1.9368926286697388,2.4630844593048096,2.1561999320983887,2.1561999320983887,5.400360584259033
