epoch;loss;mean_squared_error;val_loss;val_mean_squared_error
0;0.013190919533371925;0.011481022462248802;0.006094248499721289;0.004415473900735378
1;0.007141176611185074;0.005542888771742582;0.005278795026242733;0.0037775696255266666
2;0.006217307411134243;0.004818159621208906;0.005266410764306784;0.003962842747569084
3;0.005667282268404961;0.0044434331357479095;0.005238933488726616;0.004087417386472225
4;0.005327795632183552;0.0042358580976724625;0.00449766730889678;0.00346040609292686
5;0.005043648649007082;0.004051473923027515;0.004859128966927528;0.003907583653926849
6;0.004848578944802284;0.003930473700165749;0.004535519517958164;0.003648024285212159
7;0.004691183567047119;0.0038292608223855495;0.00460361922159791;0.0037645045667886734
8;0.004564261995255947;0.003743998007848859;0.004379875026643276;0.003576554823666811
9;0.004420222714543343;0.0036332132294774055;0.005354533437639475;0.00458222022280097
10;0.004341853316873312;0.003582216100767255;0.004091923590749502;0.003344922326505184
11;0.004264544695615768;0.0035291998647153378;0.004582169000059366;0.0038581681437790394
12;0.004204350523650646;0.0034907006192952394;0.0042523788288235664;0.003548676846548915
13;0.004149550572037697;0.003455178812146187;0.004663738887757063;0.0039779022336006165
14;0.004090903326869011;0.003412791294977069;0.0039399792440235615;0.0032696868292987347
15;0.004056262783706188;0.00339367613196373;0.003888213774189353;0.0032332490663975477
16;0.0039994376711547375;0.0033509780187159777;0.004046016372740269;0.0034038301091641188
17;0.003995372913777828;0.003359117079526186;0.004390396643429995;0.003759426297619939
18;0.003930903505533934;0.0033051250502467155;0.003929332830011845;0.0033093823585659266
19;0.0039043340366333723;0.003289663465693593;0.003961577545851469;0.0033523314632475376
20;0.003626086749136448;0.0030236050952225924;0.004337218590080738;0.0037413924001157284
21;0.0035253833048045635;0.0029355958104133606;0.004366488195955753;0.0037827291525900364
22;0.0034784364979714155;0.002900338964536786;0.004436972551047802;0.003864433616399765
23;0.0034612216986715794;0.0028938932809978724;0.0043944609351456165;0.00383229972794652
24;0.0034133153967559338;0.0028561281505972147;0.004331147763878107;0.0037788283079862595
25;0.0033580511808395386;0.0028069056570529938;0.004394215531647205;0.003844218561425805
0;0.03872036188840866;0.03542090579867363;0.04543518275022507;0.042138244956731796
1;0.018015796318650246;0.0147226732224226;0.03258005902171135;0.02929190918803215
2;0.013618869706988335;0.010338732041418552;0.027801405638456345;0.024531127884984016
3;0.011709334328770638;0.008452576585114002;0.02576620876789093;0.02252492494881153
4;0.0106899943202734;0.007468082942068577;0.02348995953798294;0.020289260894060135
5;0.009983030147850513;0.006806651130318642;0.02314036898314953;0.019989872351288795
6;0.009483943693339825;0.006361908279359341;0.02276894822716713;0.019676631316542625
7;0.009067877195775509;0.006007022224366665;0.024819353595376015;0.02179085835814476
8;0.008769037202000618;0.005774022080004215;0.024297576397657394;0.021336659789085388
9;0.008457381278276443;0.0055315070785582066;0.026074333116412163;0.023183559998869896
10;0.008217976428568363;0.005362743511795998;0.027904752641916275;0.025085322558879852
11;0.008006026037037373;0.005222499370574951;0.03016512282192707;0.027417588979005814
12;0.007842144928872585;0.005101995076984167;0.03041900508105755;0.027686282992362976
13;0.007778210565447807;0.005052839405834675;0.03160290792584419;0.028884872794151306
14;0.007754034828394651;0.00504327192902565;0.03287328779697418;0.030169859528541565
15;0.007730866316705942;0.005034662317484617;0.033292900770902634;0.030603952705860138
16;0.00766847375780344;0.004986844956874847;0.03510862588882446;0.032434310764074326
0;0.01981450617313385;0.017525745555758476;0.025516413152217865;0.02327752858400345
1;0.009086479432880878;0.006981811951845884;0.031045254319906235;0.02911457046866417
2;0.007707804441452026;0.0059719267301261425;0.024888906627893448;0.023341307416558266
3;0.006971810478717089;0.005587637424468994;0.02586936764419079;0.024633554741740227
4;0.006428385153412819;0.00531356455758214;0.02216668613255024;0.021160762757062912
5;0.006069001741707325;0.0051499102264642715;0.019315732643008232;0.018474696204066277
6;0.005775504745543003;0.004996242001652718;0.01929054781794548;0.018566899001598358
7;0.005539691541343927;0.0048600174486637115;0.01844915933907032;0.01780957542359829
8;0.005384630989283323;0.0047776298597455025;0.01749635487794876;0.016918934881687164
9;0.0052531128749251366;0.004699032288044691;0.01601920835673809;0.015487229451537132
10;0.005169606767594814;0.0046553644351661205;0.01567291095852852;0.01517572533339262
11;0.005023065023124218;0.004539743531495333;0.013675774447619915;0.013205841183662415
12;0.004941180814057589;0.00448148138821125;0.012460683472454548;0.012010935693979263
13;0.004878065548837185;0.004436733666807413;0.01319081149995327;0.012757407501339912
14;0.004839207045733929;0.004411936737596989;0.013059834949672222;0.01263804454356432
15;0.004762839525938034;0.0043462417088449;0.011743241921067238;0.011332073248922825
16;0.004717126488685608;0.004310147371143103;0.012789885513484478;0.012386851944029331
17;0.0046762870624661446;0.0042758542113006115;0.014431771822273731;0.014034378342330456
18;0.004607858136296272;0.004211916122585535;0.011428572237491608;0.011035081930458546
19;0.004585371818393469;0.004194051492959261;0.012491743080317974;0.012102841399610043
20;0.004539068788290024;0.004152097273617983;0.010912901721894741;0.010527602396905422
21;0.004505792632699013;0.0041214469820261;0.011479806154966354;0.011096173897385597
22;0.004434445407241583;0.004052460193634033;0.01135533768683672;0.010974823497235775
23;0.004438246134668589;0.0040580336935818195;0.010059338994324207;0.009679478593170643
24;0.004400230012834072;0.0040207416750490665;0.011206354945898056;0.010827593505382538
25;0.004398917779326439;0.004020094871520996;0.010083538480103016;0.00970455538481474
