epoch,loss,mae,root_mean_squared_error,val_loss,val_mae,val_root_mean_squared_error
0,0.01643215793324661,0.06544467593494084,0.0843784673559818,0.027179922863859927,0.15340422158734934,0.15686611141707682
1,0.014955466107984898,0.054654561653367906,0.06623856312763195,0.0271160671172544,0.15298491713619292,0.15651017616377627
2,0.014943599240326946,0.054571784460375264,0.06609678275467666,0.027156291597442154,0.15326825331740723,0.156729898976216
3,0.014938933901154548,0.05449796579253911,0.0660770330330795,0.027104283067261342,0.15292872105468414,0.15646159585564307
4,0.014929147239494088,0.05442999010082495,0.06599158339225372,0.027149635626635964,0.15324607923983793,0.15668187044989482
5,0.014921146708259874,0.05434678225337812,0.06592662843865149,0.02717072188021665,0.15340006287283323,0.1568708106145605
6,0.01490936900754944,0.05425604914069379,0.0658058237189198,0.027102763805105283,0.15295356708697777,0.15644949441662723
7,0.014900434677850032,0.054179916354193246,0.0657215711462767,0.027119259119655126,0.15307630165041547,0.15655459370752964
8,0.014891015597304198,0.054100447684566566,0.06563578507300967,0.0271620235652008,0.1533765481258102,0.15687487487340443
9,0.014878836494008485,0.05400690880962504,0.06551033417172965,0.027041524059739194,0.15257460622428193,0.15609444402674716
10,0.01487200657577992,0.05393881724150564,0.06545349428054612,0.02701751549192878,0.15242409862879477,0.15594160230856674
11,0.014859722477231099,0.0538434778763442,0.06532729263446416,0.02701930030078778,0.15244860128917967,0.15596636878847275
12,0.014857366784084001,0.053816992338307224,0.06533004160913221,0.027042236017532202,0.152614309690147,0.1560606869990859
13,0.014850629105913527,0.05375747003986481,0.06527956377963004,0.02699952049561706,0.15233814569539897,0.15588148130229965
14,0.014838875629126301,0.05366404541080112,0.06514296948198382,0.027004841577705913,0.1523855329631701,0.15584593129545826
15,0.014822480965367542,0.05351418741778959,0.0649867687657989,0.027061909736726068,0.15278201368317973,0.15619712176297515
16,0.014818731574689919,0.05347583716154743,0.0649692454033033,0.027009706696542683,0.15244145260658845,0.15594074762469387
17,0.014807643436756585,0.05338574540708509,0.06485949669697012,0.026845555059224917,0.15134603733377677,0.1548937317311766
18,0.01479948294147984,0.05332207336519219,0.06478995370447369,0.026972742280704724,0.15221594361595142,0.15572782138119112
19,0.0147888783294597,0.0532354162105625,0.06468184868984832,0.027015281954372184,0.15251427424629777,0.15600002973071012
20,0.014781786499339405,0.05316950520002537,0.06461804418399968,0.027026806304258143,0.15260467139164113,0.15609307551538693
21,0.014773747460934612,0.05309512157344423,0.06454688190594521,0.026891776492078853,0.15170482715087075,0.1552855772588322
22,0.014763774793550396,0.053025415838297826,0.06444559926320985,0.026947950414668145,0.1520945137963185,0.15555479044149237
23,0.014755616832184473,0.052933831573104745,0.06437808069549952,0.026959918173155416,0.15218736768300453,0.1556492498173463
24,0.014741976962375312,0.05282125125462452,0.06424544912271858,0.02692613582870881,0.15197177620864427,0.15547884183098737
25,0.0147370126312571,0.05278337406061511,0.06419232701501128,0.026951799761291924,0.15215605808828933,0.155581197810014
26,0.01473225442934882,0.05275023609048375,0.06416764018888073,0.026802751223696922,0.15116258009342665,0.15470132676286028
27,0.014715901292759712,0.05261055656227971,0.06399438121223222,0.02684438522430945,0.15145461459106213,0.1549536473975712
28,0.014705443040877767,0.05253202768020297,0.06389135976341338,0.026844091550009108,0.15146536248501094,0.1550010154784277
29,0.014700510196079944,0.05248408146659815,0.0638491646593263,0.02683358828275029,0.15140578539433802,0.1549581181263144
30,0.014683257885657807,0.052340181382915414,0.06366310434513082,0.026782139699895322,0.151070974545547,0.1545875345756666
31,0.014681220503083037,0.052319926851147974,0.06367156870660869,0.026763855025846862,0.15095855303546973,0.1545001151082199
32,0.014667840222159794,0.05221558475209912,0.06352712415335997,0.026841626849126273,0.15149510357193113,0.15495195362911932
33,0.014663453695991924,0.052176794455936475,0.06349372625692658,0.02672721337554353,0.15073558182936186,0.15428954286948263
34,0.014657136824202738,0.052106186185361975,0.06345611277296904,0.026698990381492548,0.15055677741022436,0.15407876553500774
35,0.014652772775975598,0.05206838137577822,0.0634208993985874,0.02672959159345856,0.1507748567509869,0.15432516066243904
36,0.014641668283075962,0.05195152065456176,0.06331667392761979,0.02677924306431813,0.1511213395568055,0.15462217300640965
37,0.014633121430575794,0.051897000118684665,0.06323192453719949,0.026682103564467333,0.15047798840082083,0.1540353124736056
38,0.01462563830532161,0.05183658363005008,0.06316319330534576,0.026551887453645052,0.14961278963304764,0.15327506954406125
39,0.014614949934514032,0.05174376179806599,0.06306702137784385,0.02668115287107629,0.15049559071458674,0.1540841014414361
40,0.014605959717131509,0.0516622264043325,0.06298477263024255,0.02666172419042092,0.1503758888856088,0.15390947737339897
41,0.014592301369741507,0.051555811872457974,0.06283353858067886,0.026635000048465703,0.150208052018171,0.1537905774062376
42,0.014579700484681624,0.051439007513652664,0.06270568825913972,0.0266087594033949,0.1500431689376547,0.15362074488548644
43,0.014576285974917145,0.051417275272455314,0.06268246022111659,0.026621809245651502,0.15014245442108984,0.15373431440776386
44,0.014571796584481394,0.051382849016711744,0.0626602072160988,0.02660117974415937,0.15001462411681316,0.15357599429006238
45,0.014553538652649703,0.05122848013638918,0.062451966307843526,0.026552854944928782,0.14970141509681437,0.15329785208946767
46,0.014550081897674807,0.051191963452602074,0.0624427113679925,0.026516037487332694,0.1494656581171789,0.15304945241184525
47,0.014541116685409227,0.051116684295870435,0.0623616356022652,0.026554092597619608,0.14973379768358194,0.15335498097542863
48,0.014528040650798256,0.05100433978011531,0.062216850762180635,0.02651901016808498,0.14950981664320176,0.1531223092542356
49,0.014526258093764706,0.05098628222551871,0.062221183240207506,0.026477593744051363,0.1492407744371154,0.15285936951735543
50,0.01451579945199703,0.050895981570020565,0.06211481114690969,0.026429312869613353,0.14892683072685586,0.15254387934567715
51,0.014511730335496867,0.05085250339039963,0.06209176678783209,0.02651842260884245,0.14954024472747793,0.15316878040409232
52,0.014500908849197419,0.05077081159927188,0.061982357255145865,0.02647797894513827,0.14927997772468735,0.15286737517611027
53,0.014490315706012967,0.050676171712209894,0.06187928987889698,0.02643574948866121,0.1490064616860491,0.15259928410958293
54,0.014484723104914927,0.05062532920732945,0.06183014866815474,0.026408221197941284,0.14883273022486695,0.15249321689034712
55,0.014475979825094333,0.05055388135895057,0.06174534525992592,0.0264807721993623,0.14933418792822242,0.15291982990931938
56,0.014471183068733259,0.050499376772741265,0.06171507097788145,0.02640753538515288,0.14885281046925275,0.15242236486263663
57,0.014453846151964302,0.05036125421653149,0.06152650478364718,0.026376897949260316,0.1486577075326112,0.1523204181934139
58,0.014446747820943772,0.05031436557571756,0.06145777486481528,0.02638668664189542,0.14873597923686138,0.1523879145247806
59,0.014440748677973264,0.05025710252549443,0.06140808511212131,0.026403732591862895,0.14886301631868074,0.15246215667267593
60,0.014427810546571483,0.05014060879044908,0.061272522291158885,0.026463438594356774,0.1492774414778392,0.1528750103773551
61,0.014417647674420345,0.05004392039654718,0.06118501786383942,0.026415538779844473,0.14896635658123702,0.15254738283357536
62,0.014409000647706163,0.049979557436911605,0.06108370779227404,0.026323939528528066,0.14836045028410064,0.1519848531638237
63,0.014403338674793893,0.0499349342093572,0.06104792615119344,0.026309056054997133,0.14827137025525577,0.15188910662515565
64,0.014396922384301826,0.04987682859874471,0.06098579602989664,0.026283363859276,0.1481104693875747,0.1517634813274578
65,0.014392665526987541,0.04984541911489145,0.06096008049777797,0.026296712189940154,0.14821390460396525,0.15190072368721744
66,0.014374622608413379,0.04966918982445026,0.060773709695302276,0.026242150707606635,0.1478570051033876,0.15150879801261843
67,0.014370607965000302,0.04964392537614866,0.06073482816449828,0.026239389884526104,0.14785100842779994,0.15149182651104284
68,0.014359848041398556,0.04955952864324951,0.06062677997365284,0.026219691322566244,0.14772989583475973,0.15138420060000504
69,0.014348886758271751,0.04946531201739588,0.06051740309926827,0.026339683380130437,0.14855015568479613,0.1521343961966322
70,0.014348212020428873,0.04945031671640675,0.060524931974272604,0.02616458081575302,0.14738249865320174,0.15107653978740762
71,0.014340483576703363,0.04938685540610018,0.06046924014197494,0.02621848538154828,0.14775728224405477,0.15138038068000656
72,0.014326894923629976,0.04926602580315961,0.06031249900339592,0.0262159137408954,0.14775250272348897,0.15144991776893404
73,0.01432321812403841,0.04923692213856378,0.06030687187542049,0.02613083758782338,0.14719102563165698,0.1509248515579784
74,0.014312381238526664,0.04912997498358663,0.06018315881266651,0.026063848641108354,0.14675229122751232,0.15048590055942254
75,0.014308025118233222,0.04911314825890916,0.06015106083519231,0.026081905030865524,0.14688448359100265,0.1505396033994112
76,0.014296794913860952,0.04900033992127513,0.060044432904781876,0.026121504840020297,0.14716446247249304,0.15094143081061842
77,0.014286491183190897,0.048917327859819844,0.05992898606472417,0.026131751106033645,0.14724528175997884,0.15094651401230735
78,0.014280549608921292,0.048847070451871116,0.059887135850532874,0.02602515838690225,0.14653868150844304,0.15025357257485844
79,0.014272701243825797,0.048797465571141244,0.05981166604556262,0.026077725401750573,0.14690523082631987,0.15059289977955104
80,0.014260250534850265,0.04868649530543135,0.05968274083530664,0.02603674256187955,0.1466411429035799,0.15035366657141952
81,0.014257205084394478,0.04865390615023879,0.05967236093718418,0.026021046998511915,0.14654782033341227,0.15032122537422768
82,0.014248064075125744,0.04860023286782273,0.05956994811360221,0.025962324238375415,0.14616278416915202,0.14984804466193094
83,0.014234826086038953,0.04845728140068154,0.05944724728367774,0.026056626944524135,0.1468107259566922,0.15049954507366803
84,0.014229865761221462,0.04841947028665846,0.05939374897578445,0.026013372596876173,0.14653197340190105,0.15025986406814348
85,0.0142240523817501,0.048364211212378494,0.05935498377371864,0.02608948124516971,0.14705749577823926,0.1507206956948921
86,0.0142135250091522,0.048277900861711145,0.059236541453059566,0.026035911050468465,0.14670860841952904,0.1503830561818368
87,0.014210889853510687,0.04825850383424482,0.059235902772273204,0.026024854496224967,0.14664638058929666,0.1503255403196677
88,0.014193470297897592,0.048093919036858786,0.05903428215123337,0.025995397286647674,0.1464597632934682,0.15011484412603207
89,0.014183850777951442,0.048023039462330885,0.058932710489792,0.025871168007837807,0.14563457827478674,0.14945033672482994
90,0.014183676746048323,0.04802141110023092,0.058961483021464894,0.025875555615011456,0.14567620723285857,0.14942738742614955
91,0.014176286529303658,0.04796525810012997,0.05889956476076277,0.025999966092452417,0.14652735756103658,0.15022725497113756
92,0.014166828424385939,0.04788169037961916,0.05879839142965599,0.025910533791061445,0.14593448783475693,0.14963344002681256
93,0.014161983411649802,0.04783257038670301,0.05875294809996051,0.025914942600450176,0.1459784293868656,0.14971473283804382
