epoch;loss;mse;val_loss;val_mse
0;0.1325228065252304;0.005132946185767651;0.02746145986020565;0.0011971363564953208
1;0.010877884924411774;0.0012485976330935955;0.0036655839066952467;0.0009060065494850278
2;0.0024091496597975492;0.0010683827567845583;0.0015596753219142556;0.0008157174452207983
3;0.0013983699027448893;0.0009850210044533014;0.0011089203180745244;0.0007596182986162603
4;0.001106960466131568;0.0009250209550373256;0.0009261603699997067;0.0007133175386115909
5;0.0009681066730991006;0.000875334080774337;0.0008235809509642422;0.0006707352586090565
6;0.000881704967468977;0.0008309933473356068;0.0007531138835474849;0.0006316310609690845
7;0.0008189182844944298;0.0007914563175290823;0.0006999729666858912;0.0005979807465337217
8;0.0007699606358073652;0.0007574103074148297;0.0006585012306459248;0.0005709046381525695
9;0.0007298005511984229;0.0007278730627149343;0.000623563420958817;0.0005467479932121933
10;0.0006958414451219141;0.0007021069177426398;0.0005943495780229568;0.0005266127991490066
11;0.0006666677072644234;0.0006794973160140216;0.0005685998476110399;0.0005082666175439954
12;0.0006410459172911942;0.0006593515863642097;0.0005463747074827552;0.0004928921116515994
13;0.000618389283772558;0.0006414933013729751;0.0005262168706394732;0.0004784353368449956
14;0.0005982616567052901;0.0006259879446588457;0.0005082641146145761;0.0004658532270696014
15;0.0005799037171527743;0.0006115358555689454;0.0004924743552692235;0.00045494988444261253
16;0.0005634072003886104;0.0005983458831906319;0.00047780617023818195;0.0004443978250492364
17;0.0005482767592184246;0.000586163776461035;0.00046396019752137363;0.00043377801193855703
18;0.0005340008065104485;0.0005740879569202662;0.0004524206160567701;0.00042648790986277163
19;0.000521018635481596;0.0005633406108245254;0.00044125880231149495;0.0004187348240520805
20;0.0005094996886327863;0.0005542698199860752;0.00043119763722643256;0.0004119696095585823
21;0.0004878854379057884;0.0005226631183177233;0.0003669636498671025;0.0002869298623409122
22;0.00048275169683620334;0.0005191178643144667;0.0003620396018959582;0.0002833801554515958
23;0.00047729897778481245;0.0005144157912582159;0.00035756523720920086;0.0002806343836709857
24;0.00047236858517862856;0.0005105851450935006;0.0003531477996148169;0.00027771919849328697
25;0.0004673622897826135;0.0005063334247097373;0.0003487374633550644;0.0002746183308772743
26;0.0004626978770829737;0.0005025748396292329;0.0003448457282502204;0.0002722772187553346
27;0.0004502006631810218;0.000482716946862638;0.0003285805869381875;0.0002414980554021895
28;0.00044798594899475574;0.00048109074123203754;0.000326424662489444;0.00023991514171939343
29;0.0004457472241483629;0.0004792928812094033;0.0003242910897824913;0.00023826977121643722
30;0.0004434620204847306;0.0004773455730173737;0.00032213859958574176;0.00023651268566027284
31;0.00044118918594904244;0.00047530318261124194;0.0003200587525498122;0.0002349446149310097
32;0.00043477347935549915;0.0004648508911486715;0.00031918808235786855;0.00023464141122531146
33;0.0004336968995630741;0.0004640002443920821;0.00031817553099244833;0.00023392323055304587
34;0.0004326505586504936;0.0004631835618056357;0.00031716562807559967;0.0002331910509383306
35;0.0004314113175496459;0.00046201166696846485;0.0003161626518703997;0.00023242102179210633
36;0.0004304599715396762;0.00046129722613841295;0.0003151840646751225;0.0002316872269148007
37;0.00042746722465381026;0.0004564617993310094;0.0003147328388877213;0.0002313864097231999
38;0.00042694644071161747;0.0004560182860586792;0.0003142599016427994;0.0002310333220520988
39;0.00042643718188628554;0.0004555879277177155;0.0003137662133667618;0.00023065910500008613
40;0.0004258716944605112;0.0004550753510557115;0.0003132604470010847;0.00023024261463433504
41;0.00042533836676739156;0.0004546281124930829;0.00031276780646294355;0.00022987932607065886
42;0.0004240242124069482;0.00045255955774337053;0.0003123454807791859;0.00022919458569958806
43;0.0004238074761815369;0.0004524168907664716;0.0003120896581094712;0.00022899307077750564
44;0.00042359690996818244;0.0004522899689618498;0.0003118232998531312;0.00022876156435813755
45;0.00042325499816797674;0.0004519065550994128;0.0003115905274171382;0.00022858269221615046
46;0.0004230434715282172;0.0004518181667663157;0.00031138272606767714;0.00022849338711239398
47;0.0004223317082505673;0.000450639461632818;0.00031150016002357006;0.00022896254085935652
48;0.0004222450661472976;0.0004506420809775591;0.00031142731313593686;0.00022894922585692257
49;0.000422094453824684;0.00045052022323943675;0.0003112899430561811;0.0002288304385729134
50;0.0004219582478981465;0.0004503763630054891;0.0003111644764430821;0.00022871086548548192
51;0.00042185833444818854;0.0004502880619838834;0.0003111179394181818;0.0002287413808517158
52;0.00042148283682763577;0.0004496003675740212;0.00031158814090304077;0.00022989657009020448
53;0.0004213337379042059;0.0004494950990192592;0.0003115559811703861;0.00022990659635979682
54;0.0004212855128571391;0.00044943360262550414;0.00031139093334786594;0.00022961501963436604
55;0.0004212499188724905;0.00044942714157514274;0.0003113944549113512;0.00022971582075115293
56;0.0004211757914163172;0.00044932978926226497;0.00031138682970777154;0.00022976667969487607
57;0.00042100230348296463;0.00044897026964463294;0.00031190383015200496;0.00023091955517884344
58;0.00042095399112440646;0.0004490158171392977;0.00031196532654576004;0.00023108909954316914
59;0.0004208702011965215;0.0004488920676521957;0.0003118440508842468;0.0002308697294211015
60;0.0004208398750051856;0.00044887367403134704;0.00031182760722003877;0.0002308770053787157
61;0.0004208155150990933;0.0004488266713451594;0.0003117900632787496;0.0002308293478563428
