epoch,learning_rate,loss,mae,relative_percent_error,val_loss,val_mae,val_relative_percent_error
0,9.999999747378752e-05,0.3092445731163025,0.04318820312619209,752.2061157226562,0.22760853171348572,0.02454548142850399,684.5808715820312
1,9.999999747378752e-05,0.1883103847503662,0.03866871818900108,749.5303955078125,0.15751011669635773,0.02780718170106411,552.9366455078125
2,9.999999747378752e-05,0.13818015158176422,0.037398193031549454,721.9317626953125,0.12102450430393219,0.025548389181494713,836.0488891601562
3,9.999999747378752e-05,0.10900335758924484,0.03634309396147728,713.9393920898438,0.09757786989212036,0.02617163397371769,783.0648803710938
4,9.999999747378752e-05,0.08915502578020096,0.03556264564394951,714.1976928710938,0.08106759935617447,0.02860947698354721,1028.60693359375
5,9.999999747378752e-05,0.07464951276779175,0.03492431715130806,697.4513549804688,0.06837296485900879,0.026217876002192497,913.2575073242188
6,9.999999747378752e-05,0.06363946199417114,0.034353360533714294,716.6925048828125,0.05873263254761696,0.023330364376306534,1011.4002685546875
7,9.999999747378752e-05,0.0549951009452343,0.03398731350898743,710.6241455078125,0.05093446373939514,0.02441619336605072,777.2885131835938
8,9.999999747378752e-05,0.04804157465696335,0.03363372012972832,702.8699340820312,0.04467840492725372,0.02438211999833584,820.35205078125
9,9.999999747378752e-05,0.04231661930680275,0.033402182161808014,719.284423828125,0.03951413929462433,0.0256978590041399,828.0439453125
10,9.999999747378752e-05,0.03598596900701523,0.0210491344332695,644.2514038085938,0.03304855525493622,0.0200192891061306,784.6365356445312
11,9.999999747378752e-05,0.03086470440030098,0.021261081099510193,653.80029296875,0.02896910160779953,0.022754870355129242,981.9974975585938
12,9.999999747378752e-05,0.027170449495315552,0.0217684768140316,675.142578125,0.02557549811899662,0.020547863095998764,885.2778930664062
13,9.999999747378752e-05,0.024189168587327003,0.021872760728001595,656.0818481445312,0.022876575589179993,0.021897461265325546,869.28564453125
14,9.999999747378752e-05,0.022246910259127617,0.032561976462602615,709.8374633789062,0.022042598575353622,0.047851502895355225,1162.3917236328125
15,9.999999747378752e-05,0.020773330703377724,0.03456973657011986,716.9060668945312,0.02041914127767086,0.04493970796465874,1055.7991943359375
16,9.999999747378752e-05,0.019176319241523743,0.03245113417506218,708.4237060546875,0.018790412694215775,0.04263240844011307,1075.8699951171875
17,9.999999747378752e-05,0.017641987651586533,0.030981551855802536,702.906005859375,0.017129259184002876,0.03774654120206833,1056.2548828125
18,9.999999747378752e-05,0.016201507300138474,0.029871266335248947,681.5214233398438,0.015796517953276634,0.03833838552236557,1070.873046875
19,9.999999747378752e-05,0.014860779978334904,0.028986135497689247,681.7685546875,0.014481084421277046,0.03705630451440811,1067.14013671875
20,9.999999747378752e-05,0.013616579584777355,0.028263287618756294,684.5505981445312,0.013371830806136131,0.037901781499385834,973.7340698242188
