EventNum,Polarization,Area,CalConst,Baseline,QMeterNum,QMeterName,MagCurrent,EIPFreq,HPFreq,uWaveFreq,uWavePower,FMAmplitude,FMOffset,ScanSweeps,ScanSteps,ScanFreq,RFFreq,RFMod,RFPower,YaleGain,DCLevel,He3Press,He3Temp,He4Temp,He4Press,SepFlow,MainFlow,MagLevel,RFVolts,LN2Level,VacPress,Comment,TopChip,BottomChip,CarbonGlass,Collector
1716570808,,,-2.735500E+0,0,4,Top Proton,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571159,7.430590E+0,-2.716355E+0,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571166,-1.580554E-2,5.777936E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571172,7.878319E-3,-2.880029E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571179,2.198857E-2,-8.038225E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571185,2.371941E-2,-8.670959E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571192,-7.428083E-3,2.715439E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571198,-1.314591E-2,4.805670E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571205,-8.013872E-3,2.929582E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571212,-3.748422E-2,1.370288E-2,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571218,-1.397200E-2,5.107659E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571225,-9.902797E-3,3.620105E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571231,-3.136236E-2,1.146495E-2,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571238,1.072673E-2,-3.921303E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571244,-1.435101E-2,5.246209E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571251,-1.437053E-2,5.253345E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571258,-1.774207E-2,6.485861E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571264,-3.983547E-3,1.456241E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571271,-1.476632E-2,5.398032E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571277,-7.341938E-3,2.683947E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571284,2.531911E-2,-9.255754E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571290,1.635786E-2,-5.979842E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571297,4.428822E-3,-1.619017E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571303,2.195314E-2,-8.025274E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571310,1.078419E-2,-3.942309E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571317,1.483692E-2,-5.423844E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571323,1.513749E-2,-5.533719E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571330,1.419080E-2,-5.187643E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571336,1.388633E-2,-5.076340E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571343,8.196135E-3,-2.996211E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571349,7.765239E-3,-2.838691E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1716571356,2.523773E-2,-9.226001E-3,-2.735500E+0,1716570808,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
