epoch;loss;mae;mse;val_loss;val_mae;val_mse
0;0.24772483110427856;0.24540139734745026;0.08046063780784607;0.24580170214176178;0.24580170214176178;0.08028654754161835
1;0.24541687965393066;0.24541687965393066;0.08046478033065796;0.24568051099777222;0.24568051099777222;0.08022768795490265
2;0.24542982876300812;0.24542982876300812;0.08044956624507904;0.245697021484375;0.245697021484375;0.08023028075695038
3;0.2454175502061844;0.2454175502061844;0.0804402157664299;0.24566122889518738;0.24566122889518738;0.08023368567228317
4;0.24543213844299316;0.24543213844299316;0.08047109842300415;0.24566584825515747;0.24566584825515747;0.08022972196340561
5;0.24545198678970337;0.24545198678970337;0.08045095950365067;0.24574783444404602;0.24574783444404602;0.08025307953357697
6;0.24544361233711243;0.24544361233711243;0.08044948428869247;0.2460019588470459;0.2460019588470459;0.0804252177476883
7;0.24544818699359894;0.24544818699359894;0.08046350628137589;0.24591661989688873;0.24591661989688873;0.08036377280950546
8;0.245421901345253;0.245421901345253;0.08045254647731781;0.24574100971221924;0.24574100971221924;0.0802486315369606
9;0.24543127417564392;0.24543127417564392;0.08045106381177902;0.24569648504257202;0.24569648504257202;0.08023014664649963
10;0.2454162985086441;0.2454162985086441;0.08045198768377304;0.2457824945449829;0.2457824945449829;0.08027350157499313
11;0.24542377889156342;0.24542377889156342;0.08043744415044785;0.2459108829498291;0.2459108829498291;0.08036019653081894
12;0.2454097419977188;0.2454097419977188;0.0804462730884552;0.24568332731723785;0.24568332731723785;0.08022788166999817
13;0.24541889131069183;0.24541889131069183;0.08043813705444336;0.24577321112155914;0.24577321112155914;0.08026719838380814
14;0.24537472426891327;0.24537472426891327;0.0804181843996048;0.24575763940811157;0.24575763940811157;0.08025838434696198
15;0.24541208148002625;0.24541208148002625;0.08045175671577454;0.24582961201667786;0.24582961201667786;0.08030465990304947
16;0.24537360668182373;0.24537360668182373;0.08044598251581192;0.24566489458084106;0.24566489458084106;0.08023000508546829
17;0.24540850520133972;0.24540850520133972;0.08043307811021805;0.24602505564689636;0.24602505564689636;0.08044090867042542
18;0.2454337328672409;0.2454337328672409;0.08045697957277298;0.24571135640144348;0.24571135640144348;0.08023473620414734
19;0.2454046905040741;0.2454046905040741;0.08042853325605392;0.24575024843215942;0.24575024843215942;0.08025438338518143
20;0.24539640545845032;0.24539640545845032;0.08042524009943008;0.24568134546279907;0.24568134546279907;0.080227792263031
21;0.24540647864341736;0.24540647864341736;0.08043582737445831;0.24602831900119781;0.24602831900119781;0.08044400811195374
22;0.24541132152080536;0.24541132152080536;0.0804562047123909;0.2456987500190735;0.2456987500190735;0.08023069053888321
23;0.24537613987922668;0.24537613987922668;0.08044508844614029;0.24603666365146637;0.24603666365146637;0.08045004308223724
24;0.24541528522968292;0.24541528522968292;0.08044921606779099;0.24590939283370972;0.24590939283370972;0.08035892248153687
25;0.2454124391078949;0.2454124391078949;0.08043510466814041;0.2457914501428604;0.2457914501428604;0.08027996867895126
26;0.2454128861427307;0.2454128861427307;0.0804455429315567;0.2457544505596161;0.2457544505596161;0.08025641739368439
27;0.24539558589458466;0.24539558589458466;0.08042614907026291;0.2456696480512619;0.2456696480512619;0.08022860437631607
28;0.2453845739364624;0.2453845739364624;0.08042784780263901;0.24595516920089722;0.24595516920089722;0.08039126545190811
29;0.24541693925857544;0.24541693925857544;0.080455482006073;0.24575890600681305;0.24575890600681305;0.08025898784399033
