Epoch,Learning Rate,Training Loss,Validation Loss,Loss Difference
1,9.999999747378752e-05,0.7675883173942566,0.4810708165168762,0.28651750087738037
2,9.999999747378752e-05,0.4601949453353882,0.3837396502494812,0.07645529508590698
3,9.999999747378752e-05,0.36540907621383667,0.29741138219833374,0.06799769401550293
4,9.999999747378752e-05,0.2744791507720947,0.22544412314891815,0.049035027623176575
5,9.999999747378752e-05,0.19182232022285461,0.14565780758857727,0.046164512634277344
6,9.999999747378752e-05,0.11502939462661743,0.07850847393274307,0.03652092069387436
7,9.999999747378752e-05,0.05880163609981537,0.037461087107658386,0.021340548992156982
8,9.999999747378752e-05,0.028828565031290054,0.017834924161434174,0.01099364086985588
9,9.999999747378752e-05,0.01634613797068596,0.01100925076752901,0.005336887203156948
10,9.999999747378752e-05,0.011232562363147736,0.006378815975040197,0.004853746388107538
11,9.999999747378752e-05,0.008732547052204609,0.004716078285127878,0.004016468767076731
12,9.999999747378752e-05,0.00721312640234828,0.004014057107269764,0.003199069295078516
13,9.999999747378752e-05,0.006171793211251497,0.0030687116086483,0.003103081602603197
14,9.999999747378752e-05,0.0054135494865477085,0.002673444105312228,0.0027401053812354803
15,9.999999747378752e-05,0.004784117452800274,0.002434955909848213,0.0023491615429520607
16,9.999999747378752e-05,0.004290720913559198,0.0024471303913742304,0.001843590522184968
17,9.999999747378752e-05,0.0039647482335567474,0.0014989402843639255,0.002465807949192822
18,9.999999747378752e-05,0.0036400260869413614,0.001309540239162743,0.0023304858477786183
19,9.999999747378752e-05,0.003399936482310295,0.0020642229355871677,0.0013357135467231274
20,9.999999747378752e-05,0.003211730159819126,0.0013550271978601813,0.0018567029619589448
21,9.999999747378752e-05,0.0030493212398141623,0.0014238031581044197,0.0016255180817097425
22,9.999999747378752e-05,0.0029241135343909264,0.0009896758710965514,0.001934437663294375
23,9.999999747378752e-05,0.0028170463629066944,0.000805412360932678,0.0020116340019740164
24,9.999999747378752e-05,0.002734517212957144,0.003307041246443987,-0.0005725240334868431
25,9.999999747378752e-05,0.0026620097924023867,0.0010824470082297921,0.0015795627841725945
26,9.999999747378752e-05,0.0026085039135068655,0.0012972524855285883,0.0013112514279782772
27,9.999999747378752e-05,0.0025344262830913067,0.001590563915669918,0.0009438623674213886
28,9.999999747378752e-05,0.002463636454194784,0.000670453708153218,0.0017931827460415661
29,9.999999747378752e-05,0.002454696921631694,0.0019637825898826122,0.0004909143317490816
30,9.999999747378752e-05,0.0024002192076295614,0.0005682696355506778,0.0018319495720788836
