epoch,learning_rate,loss,mae,relative_percent_error,val_loss,val_mae,val_relative_percent_error
0,0.0001,0.11729999419380716,0.212247622869089,2854.278079295019,0.056681395456565344,0.023405296216156415,751.301609127113
1,0.0001,0.05110506670980319,0.06485577436845877,1064.8520991230569,0.041619740801357635,0.019435466931210003,715.8603114837881
2,0.0001,0.03798308590268868,0.034925936783633114,783.1615456698233,0.03334345027389027,0.028221059146268095,932.650544695842
3,0.0001,0.029480344326348936,0.023900728445921383,693.6644842917459,0.025754398930173058,0.011361329536024891,853.3749289354095
4,0.0001,0.02293118962168607,0.01780017955623804,658.4966713475902,0.019697670422627576,0.007630506321074644,802.647377384898
5,0.0001,0.017387880747189267,0.012978853304794664,650.391600385744,0.015196397714119776,0.009765224462046843,832.246147955775
6,0.0001,0.01343646203148845,0.011271657085211764,642.3297910467226,0.011737793321691245,0.008437143375068786,819.4871959637499
7,0.0001,0.010327783626077383,0.009266603527996025,636.7020220115171,0.008917847783935801,0.003693484898032658,831.7762765713665
8,0.0001,0.007792302136516121,0.007749417245394937,635.9488684726738,0.006654194924539678,0.0038680076929954858,810.4192250439578
9,0.0001,0.005754914545765685,0.007015770491474229,637.1240530794825,0.004853748619898306,0.002943394370121093,844.2232646503107
10,0.0001,0.004176870793224568,0.006465595935299584,634.3754084291514,0.0036143821351600183,0.012151842901644751,855.6480213760415
11,0.0001,0.0030567490599793714,0.006160235826990912,636.4762451885737,0.002602554573614072,0.0038832035110213606,771.6360060747932
12,0.0001,0.002292275522767781,0.005824441746767485,639.0597373170463,0.0019882733191028505,0.003138911296371469,822.0261169199443
13,0.0001,0.001793681451538769,0.005619914765385046,638.9259062203747,0.0015859481935052943,0.0029613704116650866,813.0417281831317
14,0.0001,0.0014665477600868488,0.005683851021196849,633.5461517467834,0.0013334732263208986,0.0054223529379214645,827.7200464116947
15,0.0001,0.0012350402300491529,0.005417570471059205,639.5435758445695,0.0011267832183095695,0.003405973562665219,819.9842573785417
16,0.0001,0.0010694076046801962,0.0055480010905880365,635.4040019721316,0.0009725983215400664,0.0017556584196303975,808.6725684748891
17,0.0001,0.0009478845520573683,0.006127430127942866,638.8666019551238,0.0009021762822798058,0.008014080487303316,795.1427335812308
18,0.0001,0.0008335926889675453,0.0056736707203147085,638.1739853641443,0.0007550463033409195,0.00206641587971938,790.6997663493047
19,0.0001,0.000740231146118025,0.0060855048060261974,640.0408458598176,0.0006974158836422866,0.006982109746622958,832.6784616845953
20,0.0001,0.0006530670914430905,0.005582894441864602,639.1865605638739,0.0006025249717383452,0.004521830692274594,825.3842047181581
21,0.0001,0.0005915820884305853,0.006144826744053423,634.6479791340075,0.000535510404457249,0.0030553692860820054,853.8513323693629
22,0.0001,0.0005363093808127515,0.005773365294561734,635.8503137387728,0.0004881028930298668,0.001599139443033818,810.5418973956877
23,0.0001,0.0004944797336224395,0.00542440404012701,642.1342821511608,0.0004514075024850972,0.0014567496576763856,806.1791885649152
24,0.0001,0.0004720103892212898,0.006556203509859142,643.4230565411306,0.0004314001515893505,0.0040150835583590335,806.5308350858177
25,0.0001,0.00043104533351030197,0.005380126538716055,637.8790562389887,0.00041497786317131336,0.0061818137306538685,835.9125452846517
26,0.0001,0.0004116621854506662,0.006195553900606466,637.7372303455196,0.00036754442274681914,0.0020338291426707012,821.1757244685726
27,0.0001,0.0003838745527162734,0.005939680825368969,635.349239053782,0.00034247675032898447,0.0018200186317295613,798.5374030774207
28,0.0001,0.0003655872613680607,0.0062867879722837295,639.3503968980577,0.000327399539906026,0.003243706933217631,823.0620944908513
29,0.0001,0.0003399189577866578,0.0057043306703256505,638.6967026671471,0.00032808260135433264,0.006328600908037805,734.5053676595469
30,0.0001,0.0003276476023147923,0.006153446081996834,638.2972201799091,0.00030727150870403486,0.005695336819668835,803.9670651721223
31,0.0001,0.0003068095243834175,0.005652720801392128,637.3928361189993,0.00028891646476243027,0.005570976695720907,802.8213250045582
32,0.0001,0.0002965246771726556,0.006292060975982881,640.9706349289208,0.0002556837206656313,0.0013730756036672424,818.5337877590638
