epoch,learning_rate,loss,mae,relative_percent_error,val_loss,val_mae,val_relative_percent_error
33,0.0001,0.0002763331804750122,0.005581038589360162,640.5695680986371,0.00024326919969616204,0.0015840756927436744,809.1739321657459
34,0.0001,0.0002734509874786824,0.006364573366458845,634.1059912854467,0.00023879841201230847,0.00331734553346086,804.8190436790056
35,0.0001,0.0002588690544591588,0.00606025534567968,640.3410554183157,0.00026867228885385134,0.00802599618739101,823.2682041451144
36,0.0001,0.00024814479849789,0.005863150478590342,638.2926310377511,0.000212125194888079,0.0011948086977567,817.5484849388337
37,0.0001,0.00024567534178973567,0.006455257776143887,634.359681179649,0.0002045647918530833,0.001688289473139097,793.2385679669393
38,0.0001,0.00023302044109136164,0.0062118434052031365,634.1928835249784,0.00020451682953717825,0.00348958997239533,788.2357537935457
39,0.0001,0.0002272676518873364,0.00628791120956875,641.3473565397206,0.00033680997434347296,0.013625754622356,807.8783294599684
40,0.0001,0.000215596303759932,0.006111523480940331,633.6482936178732,0.0001863691174581765,0.0038391570849448707,841.7068232465583
41,0.0001,0.00020537300514334824,0.006011291014655625,635.246956920066,0.00017458071168281454,0.0031111459154587622,792.1919995085967
42,0.0001,0.00019392670117682233,0.005713965380655206,637.5458381942839,0.0001681534637420924,0.003955299047191171,818.2030905799182
43,0.0001,0.00019117677865042283,0.006049412671073892,638.8993727979604,0.0002304666797544376,0.010026587290536342,868.138431012478
44,0.0001,0.00017753649313537322,0.005844883033514621,637.6528760006553,0.00014550341880280676,0.002049072197213788,816.0125006165956
45,0.0001,0.00016390132890373388,0.005413362880500424,635.2525776868675,0.00013602717307407833,0.0011634465263422869,796.2144942808029
46,0.0001,0.00015602414454583222,0.00529490077563418,636.5715474747775,0.00013766923669819678,0.00394586169551318,822.657382740694
47,0.0001,0.00015237877545461122,0.005528100616117337,637.257311056929,0.0001205129092991581,0.0012164969329231652,817.2697414388438
48,0.0001,0.00014293718305205167,0.0053833095939092674,635.0924056203742,0.00011524956301557978,0.0013056449382337879,805.3835985422744
49,0.0001,0.0001360919195674674,0.005358484479800669,636.9659146927951,0.00011193676724017912,0.0023494589112675215,810.1942522678229
50,0.0001,0.0001272140607092032,0.005049465794336233,637.1245607465331,0.00013791913263434,0.007073700670106373,806.3204982591712
51,0.0001,0.00012424105215728788,0.00543571794003324,638.4644294537997,0.0001228475592362001,0.005581305704025604,841.0727606575812
52,5e-05,0.0001025689626327573,0.0035394642951995956,635.9328865475125,9.013178930062868e-05,0.0008284503382711563,811.1196457650656
53,5e-05,9.994473264618245e-05,0.0036769422456512323,642.1839851022464,8.877710277255027e-05,0.0017242402101234938,802.64460184629
54,5e-05,9.730716036266734e-05,0.003696385331839348,636.1638796733833,8.732546713939185e-05,0.0019377968569921193,815.8082438905526
55,5e-05,9.533369150503561e-05,0.003702772457244453,634.349897841961,8.295142569934832e-05,0.0010005298546489484,809.5603724330892
56,5e-05,9.22871352215756e-05,0.003518175665259359,639.1788480825592,8.110884445322249e-05,0.0010853356636142174,807.6291724787953
57,5e-05,9.100722223190914e-05,0.0036066021707910835,637.6224565561752,9.140877447684212e-05,0.004080480297023088,800.0370673450362
58,5e-05,8.94122303464812e-05,0.003632999739692547,632.8660405086495,7.788787746664638e-05,0.001021536551868737,799.3157483659437
59,5e-05,8.75840049940287e-05,0.003622930513472835,634.239211668048,7.807574517763905e-05,0.002176952454032,826.5886849405821
60,5e-05,8.472544490181575e-05,0.003403801337363491,634.2143505497983,8.909846020998128e-05,0.0047813294152859774,825.255160553681
61,5e-05,8.368454487811867e-05,0.0035399784640747782,639.6333893000731,8.461294709049649e-05,0.004126309535389609,815.101067779619
62,5e-05,8.198233632002892e-05,0.0035205905116060215,637.1671328851354,7.867042157027655e-05,0.003463903096987031,795.4458140887873
