Epoch,Learning Rate,Training Loss,Validation Loss,Loss Difference
1,9.999999747378752e-05,0.25553685426712036,0.10216302424669266,0.1533738300204277
2,9.999999747378752e-05,0.03985362499952316,0.007540548220276833,0.03231307677924633
3,9.999999747378752e-05,0.004919544328004122,0.002059120684862137,0.002860423643141985
4,9.999999747378752e-05,0.0027049239724874496,0.0011527871247380972,0.0015521368477493525
5,9.999999747378752e-05,0.002043623011559248,0.0014167692279443145,0.0006268537836149335
6,9.999999747378752e-05,0.0017003904795274138,0.002263180911540985,-0.0005627904320135713
7,9.999999747378752e-05,0.0015150848776102066,0.0005243387422524393,0.0009907461353577673
8,9.999999747378752e-05,0.0014109465992078185,0.00039611977990716696,0.0010148268193006516
9,9.999999747378752e-05,0.0013571458403021097,0.000426554266596213,0.0009305915737058967
10,9.999999747378752e-05,0.0013051615096628666,0.00037384219467639923,0.0009313193149864674
11,9.999999747378752e-05,0.0012498789001256227,0.000344074476743117,0.0009058044233825058
12,9.999999747378752e-05,0.0012040474684908986,0.0003642833326011896,0.000839764135889709
13,9.999999747378752e-05,0.0011645617196336389,0.0002833894395735115,0.0008811722800601274
14,9.999999747378752e-05,0.0011347690597176552,0.00026227618218399584,0.0008724928775336593
15,9.999999747378752e-05,0.0011218880536034703,0.0008067777380347252,0.00031511031556874514
16,9.999999747378752e-05,0.0010857221204787493,0.000254317419603467,0.0008314047008752823
17,9.999999747378752e-05,0.0010340290609747171,0.0002526619646232575,0.0007813670963514596
18,4.999999873689376e-05,0.0010041274363175035,0.00024898347328417003,0.0007551439630333334
19,4.999999873689376e-05,0.0008676471770741045,0.00019200945098418742,0.0006756377260899171
20,4.999999873689376e-05,0.0008447743603028357,0.00020370491256471723,0.0006410694477381185
21,4.999999873689376e-05,0.0008169955108314753,0.00022928738326299936,0.0005877081275684759
22,4.999999873689376e-05,0.000802439812105149,0.00019931717542931437,0.0006031226366758347
23,2.499999936844688e-05,0.0007972244638949633,0.00018593341519590467,0.0006112910486990586
24,2.499999936844688e-05,0.0007318974821828306,0.00018227516557089984,0.0005496223166119307
25,2.499999936844688e-05,0.0007176029030233622,0.00018379649554844946,0.0005338064074749127
26,2.499999936844688e-05,0.0007135922787711024,0.00016676212544552982,0.0005468301533255726
27,2.499999936844688e-05,0.0007068150443956256,0.00016878388123586774,0.0005380311631597579
28,2.499999936844688e-05,0.0007069481653161347,0.00018504683976061642,0.0005219013255555183
29,1.249999968422344e-05,0.0007012893911451101,0.00015537066792603582,0.0005459187232190743
30,1.249999968422344e-05,0.0006678157369606197,0.00017139084229711443,0.0004964248946635053
31,1.249999968422344e-05,0.0006587705574929714,0.00016048020916059613,0.0004982903483323753
32,1.249999968422344e-05,0.0006589062977582216,0.00016411222168244421,0.0004947940760757774
33,1.249999968422344e-05,0.0006516614812426269,0.00014398834900930524,0.0005076731322333217
34,6.24999984211172e-06,0.0006538195302709937,0.00015035316755529493,0.0005034663627156988
35,6.24999984211172e-06,0.0006297585787251592,0.00015323048864956945,0.0004765280900755897
36,6.24999984211172e-06,0.0006297650397755206,0.00015691117732785642,0.00047285386244766414
37,6.24999984211172e-06,0.0006276490166783333,0.00014485159772448242,0.00048279741895385087
38,6.24999984211172e-06,0.0006285153795033693,0.00016193912597373128,0.00046657625352963805
39,3.12499992105586e-06,0.0006230231374502182,0.00014561571879312396,0.00047740741865709424
40,3.12499992105586e-06,0.0006165739032439888,0.00013351892994251102,0.00048305497330147773
41,3.12499992105586e-06,0.0006126548978500068,0.0001441056519979611,0.0004685492458520457
42,3.12499992105586e-06,0.0006127122323960066,0.00014693661069031805,0.00046577562170568854
43,3.12499992105586e-06,0.0006103941123001277,0.00013936242612544447,0.00047103168617468327
44,1.56249996052793e-06,0.0006115279393270612,0.0001398923632223159,0.00047163557610474527
45,1.56249996052793e-06,0.0006065560155548155,0.00014273147098720074,0.0004638245445676148
46,1.56249996052793e-06,0.0006051110103726387,0.00014244600606616586,0.00046266500430647284
47,1.56249996052793e-06,0.0006025424809195101,0.00014240680320654064,0.0004601356777129695
48,1.56249996052793e-06,0.0006030055228620768,0.0001477957412134856,0.00045520978164859116
