epoch;loss;mean_squared_logarithmic_error;val_loss;val_mean_squared_logarithmic_error
0;0.00899735651910305;0.008991911076009274;0.0006838426925241947;0.0006783756543882191
1;0.0019156391499564052;0.0019101512152701616;0.0005106732714921236;0.0005051883053965867
2;0.0016511023277416825;0.0016456068260595202;0.0003719371452461928;0.0003664313117042184
3;0.0014598140260204673;0.0014542994322255254;0.00027375048375688493;0.0002682234044186771
4;0.0013001944171264768;0.0012946558417752385;0.00020420580403879285;0.0001986585557460785
5;0.001197467208839953;0.0011919141979888082;0.00016815973503980786;0.00016259661060757935
6;0.0011347756953909993;0.0011292069684714079;0.00014239083975553513;0.00013681603013537824
7;0.0010678630787879229;0.0010622867848724127;0.0001355008571408689;0.000129916807054542
8;0.0010493943700566888;0.0010438075987622142;0.00012620529741980135;0.00012061445158906281
9;0.0010340273147448897;0.0010284304153174162;0.00012370939657557756;0.00011811333388322964
10;0.0009929458610713482;0.000987350707873702;0.0001128551593865268;0.00010725838365033269
11;0.0009791161864995956;0.0009735169005580246;0.00011158034612890333;0.00010598344670142978
12;0.0009719774825498462;0.0009663792443461716;0.00010603242117213085;0.00010043478687293828
13;0.0009748457814566791;0.0009692475432530046;0.00010512288281461224;9.952478285413235e-05
14;0.0009648430277593434;0.0009592457208782434;0.00010389133240096271;9.829257760429755e-05
15;0.0009481920278631151;0.0009425908210687339;0.00010325678886147216;9.76577284745872e-05
16;0.0009614668088033795;0.0009558666497468948;0.00010433941497467458;9.873984527075663e-05
17;0.000950516783632338;0.0009449176141060889;0.00010926550748990849;0.0001036654066410847
18;0.0009539257152937353;0.000948325265198946;0.00010753605602076277;0.00010193573689321056
19;0.0009385320590808988;0.0009329324238933623;0.00010482467769179493;9.922380559146404e-05
20;0.0009451456135138869;0.0009395463857799768;0.00010098396160174161;9.538308222545311e-05
21;0.0009407916222698987;0.0009351896587759256;0.00010040374036179855;9.480256994720548e-05
22;0.0009258329519070685;0.0009202301152981818;0.00010086136171594262;9.526018402539194e-05
23;0.000937485892791301;0.000931883929297328;0.00010177672083955258;9.61752884904854e-05
24;0.0009254583274014294;0.0009198609623126686;9.930571832228452e-05;9.370406769448891e-05
25;0.0009263531537726521;0.0009207527618855238;9.851116192294285e-05;9.290953312302008e-05
26;0.0009296076605096459;0.0009240068611688912;0.0001009026454994455;9.530079842079431e-05
27;0.0009152509737759829;0.0009096501162275672;9.697463974589482e-05;9.137265442404896e-05
28;0.0009254621108993888;0.0009198622428812087;9.983011113945395e-05;9.422797302249819e-05
29;0.0009112936677411199;0.0009056920534931123;9.726927964948118e-05;9.166711970465258e-05
0;0.04092144966125488;0.040902815759181976;0.03914443030953407;0.03912566602230072
1;0.03642619773745537;0.0364072248339653;0.00297143473289907;0.0029519787058234215
2;0.004196607042104006;0.00417698547244072;0.00026890094159170985;0.0002491008781362325
3;0.0020637577399611473;0.0020436684135347605;0.0002845168055500835;0.00026415896718390286
4;0.00152425782289356;0.0015036888653412461;0.0003635271859820932;0.00034277941449545324
5;0.0013015627628192306;0.001280657364986837;0.00033644327777437866;0.0003153880825266242
6;0.0011188661446794868;0.001097686355933547;0.0004213197680655867;0.00040001445449888706
7;0.0009714765474200249;0.0009500419837422669;0.00034936092561110854;0.00032780750188976526
8;0.0007040597847662866;0.0006825373857282102;0.0003027211641892791;0.0002812242310028523
9;0.0006597319152206182;0.0006382637075148523;0.00026998150860890746;0.000248534808633849
10;0.0006372202769853175;0.0006157996831461787;0.0002567447372712195;0.00023534847423434258
11;0.0006253589526750147;0.0006039739237166941;0.0002996035327669233;0.00027823675191029906
12;0.0006039102445356548;0.0005825639236718416;0.0002599678991828114;0.0002386389096500352
13;0.000566406873986125;0.0005450827302411199;0.0002765773970168084;0.0002552594232838601
14;0.0005600219592452049;0.0005387081182561815;0.00027046355535276234;0.00024915472022257745
15;0.0005543637089431286;0.0005330550484359264;0.0002694673021323979;0.00024816373479552567
16;0.0005461603286676109;0.0005248600500635803;0.00026203077868558466;0.00024073818349279463
17;0.0005445890128612518;0.0005233025294728577;0.0002629959490150213;0.00024171508266590536
18;0.0005429546581581235;0.0005216747522354126;0.00026278887526132166;0.00024150987155735493
19;0.0005403417744673789;0.0005190643714740872;0.0002644708438310772;0.0002431943139526993
20;0.0005392761086113751;0.0005179972504265606;0.00026378632173873484;0.00024251204740721732
0;0.04034332185983658;0.04020729660987854;0.039176832884550095;0.03904080390930176
1;0.03996232524514198;0.03982625901699066;0.03914923965930939;0.03901323676109314
