epoch,learning_rate,loss,mae,relative_percent_error,val_loss,val_mae,val_relative_percent_error
0,9.999999747378752e-05,0.07470816373825073,0.04509509354829788,967.7418823242188,0.06851833313703537,0.050673823803663254,1116.2139892578125
1,9.999999747378752e-05,0.060373175889253616,0.023872658610343933,654.7855224609375,0.05387860909104347,0.021142641082406044,746.517822265625
2,9.999999747378752e-05,0.049225885421037674,0.020901506766676903,633.6549682617188,0.0452403724193573,0.022861486300826073,918.8856811523438
3,9.999999747378752e-05,0.04190146550536156,0.01991983875632286,650.9512329101562,0.038955334573984146,0.017750175669789314,836.3301391601562
4,9.999999747378752e-05,0.03659788891673088,0.019256411120295525,646.265869140625,0.034398578107357025,0.019471874460577965,648.8934326171875
5,9.999999747378752e-05,0.032530516386032104,0.01966201141476631,648.7129516601562,0.030786577612161636,0.0178350992500782,886.3666381835938
6,9.999999747378752e-05,0.029360493645071983,0.01847895048558712,660.4702758789062,0.028028195723891258,0.019555794075131416,724.5987548828125
7,9.999999747378752e-05,0.02682219073176384,0.018304603174328804,668.8713989257812,0.02565484680235386,0.014963454566895962,874.2571411132812
8,9.999999747378752e-05,0.024709505960345268,0.018227212131023407,651.6757202148438,0.023741230368614197,0.017245398834347725,828.6768798828125
9,9.999999747378752e-05,0.0229641105979681,0.018605338409543037,662.6599731445312,0.022102905437350273,0.016537033021450043,759.775146484375
10,9.999999747378752e-05,0.02143825963139534,0.018323980271816254,649.1497802734375,0.020781870931386948,0.020011436194181442,973.5318603515625
11,9.999999747378752e-05,0.020188579335808754,0.01950768753886223,672.828857421875,0.0195575300604105,0.01991046592593193,806.1624755859375
12,9.999999747378752e-05,0.018981441855430603,0.018164385110139847,658.8167724609375,0.01853627897799015,0.02223849855363369,675.1845703125
13,9.999999747378752e-05,0.01794753037393093,0.018236946314573288,659.0527954101562,0.01742940954864025,0.01733989827334881,721.2068481445312
14,9.999999747378752e-05,0.016997989267110825,0.018347227945923805,653.0005493164062,0.01658095419406891,0.01700724847614765,953.5681762695312
15,9.999999747378752e-05,0.016162658110260963,0.01876673847436905,644.2105102539062,0.015764109790325165,0.01999344676733017,905.3555908203125
16,9.999999747378752e-05,0.015358185395598412,0.018023019656538963,655.7705688476562,0.014962601475417614,0.017111748456954956,851.5938110351562
17,9.999999747378752e-05,0.014633441343903542,0.018093528226017952,651.0039672851562,0.014250931330025196,0.01632080040872097,908.378173828125
