epoch,P_output_loss,P_output_mae,classifier_loss,loss,val_P_output_loss,val_P_output_mae,val_classifier_loss,val_loss
0,10.872769355773926,2.194714069366455,1.04770028591156,11.076395034790039,47.15042495727539,4.557092666625977,0.8886715769767761,47.37257385253906
