epoch;loss;mae;val_loss;val_mae
0;0.01296523679047823;0.08481238037347794;0.0008469793247058988;0.01971214823424816
1;0.004396776203066111;0.049408454447984695;0.00043289855238981545;0.011049606837332249
2;0.002847611438483;0.03972245752811432;0.0003584978694561869;0.008728692308068275
3;0.0023488588631153107;0.03612435236573219;0.00031812553061172366;0.0076174866408109665
4;0.0021097518038004637;0.034348152577877045;0.0002834285260178149;0.006778019014745951
5;0.002000099513679743;0.03350313752889633;0.00028622953686863184;0.007953041233122349
6;0.0019166880520060658;0.03283938765525818;0.00024045284953899682;0.006302038207650185
7;0.001863492769189179;0.03245769441127777;0.0002382307284278795;0.006808757316321135
8;0.001857514027506113;0.03257524594664574;0.00020565566956065595;0.0056411027908325195
9;0.0018319754162803292;0.03237846866250038;0.0002485619916114956;0.0085521275177598
10;0.0018342407420277596;0.032590772956609726;0.000266246177488938;0.009591689333319664
11;0.0017796376487240195;0.03201578930020332;0.00019466456433292478;0.006599441636353731
12;0.0017917259829118848;0.032203346490859985;0.0001936793705681339;0.006516439374536276
13;0.001776362769305706;0.032148268073797226;0.00017540056433063;0.006388043984770775
14;0.001755526172928512;0.03189820423722267;0.0001978058717213571;0.007582075893878937
15;0.0017155215609818697;0.031636517494916916;0.00014772030408494174;0.0047510042786598206
16;0.001723737921565771;0.03159854933619499;0.00016247795429080725;0.005992134101688862
17;0.0017340645426884294;0.03188684210181236;0.00014476651267614216;0.005028661340475082
18;0.0017319973558187485;0.03185806795954704;0.00019860298198182136;0.00802659522742033
19;0.0017369972774758935;0.031858179718256;0.00014678906882181764;0.0055671576410532
20;0.001725675887428224;0.03184901550412178;0.00016007172234822065;0.006308241747319698
21;0.0017089253524318337;0.03152359649538994;0.00015246555267367512;0.006147938314825296
22;0.0016935253515839577;0.031643640249967575;0.00020016498456243426;0.008413122035562992
23;0.0016970500582829118;0.03155089542269707;0.00015001703286543489;0.0060766469687223434
24;0.0016868513775989413;0.03145304694771767;0.00017519389803055674;0.00743423355743289
25;0.0016871253028512;0.03155914321541786;0.00015767873264849186;0.0066147251054644585
0;0.04794429615139961;0.16265223920345306;0.01991168223321438;0.08810167014598846
1;0.0305904783308506;0.12325241416692734;0.016844002529978752;0.07392366230487823
2;0.024412592872977257;0.10370387136936188;0.014849863946437836;0.06364542245864868
3;0.020973991602659225;0.09123749285936356;0.013165697455406189;0.05427129566669464
4;0.018752863630652428;0.08242500573396683;0.01203734427690506;0.048337794840335846
5;0.017386099323630333;0.07681480050086975;0.011599521152675152;0.04650898277759552
6;0.01641179993748665;0.07253742963075638;0.01113675907254219;0.04385426640510559
7;0.015699734911322594;0.06926971673965454;0.010706544853746891;0.04082966595888138
8;0.01525034662336111;0.06719287484884262;0.010397370904684067;0.03938779607415199
9;0.01482019480317831;0.06528297066688538;0.010215768590569496;0.038819022476673126
10;0.014392531476914883;0.06333950906991959;0.010119371116161346;0.0393199622631073
11;0.014134635217487812;0.062218088656663895;0.009712261147797108;0.03678472712635994
12;0.01379229687154293;0.060647059231996536;0.00980378221720457;0.036986663937568665
13;0.013622056692838669;0.059875693172216415;0.009687100537121296;0.03811406344175339
14;0.013405426405370235;0.059004973620176315;0.009448850527405739;0.03513624891638756
15;0.013110934756696224;0.0577896349132061;0.00940469279885292;0.03549322485923767
16;0.013015422970056534;0.05750375613570213;0.009213350713253021;0.03489242121577263
17;0.012760354205965996;0.0562419556081295;0.009186528623104095;0.03546672686934471
18;0.012594222091138363;0.05563540384173393;0.009354298934340477;0.036812517791986465
19;0.012496606446802616;0.0552787259221077;0.008988052606582642;0.032398924231529236
20;0.012299535796046257;0.0544874332845211;0.008960806764662266;0.03385712206363678
21;0.012231141328811646;0.05427433177828789;0.008915508165955544;0.035413555800914764
22;0.012066190131008625;0.053635723888874054;0.00871136412024498;0.03402834013104439
