epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.00032789294763335003,103.82651456391164,6.004828267682517,70.53006759112972,0.3711683922015841
1,0.00032789294763335003,69.562263212238,1.9188087274761398,68.50781122713882,0.45589964193800725
2,0.00032789294763335003,68.89207081189844,1.9383800380201803,68.28816130671649,0.4290968939138306
3,0.00032789294763335003,68.635212407701,1.7645661384292157,68.3898916577401,0.6581113956722155
4,0.00032789294763335003,68.53623191063598,1.3597733645193146,68.51988909626353,0.5886989698286902
5,0.00032789294763335003,68.35644618341212,1.2318061953478234,68.28822666114155,0.706190521776755
6,0.00032789294763335003,68.86238230716167,1.260533442662744,68.13369865317956,0.6581895661031769
7,0.00032789294763335003,68.47599231291662,1.3187589503283332,68.38241353003319,0.6856070468333082
8,0.00032789294763335003,68.33851085182488,1.2499767593600992,68.27134756601556,0.4556872044996874
9,0.00032789294763335003,68.35834158506161,1.1865136742119053,68.14755483541522,0.5455639211300921
10,0.00032789294763335003,68.30986107625695,1.170221585666247,68.4131456912072,0.7058636181708753
11,0.00016394647381667501,68.14881938465545,0.999058875112038,68.27586291265774,0.7185083413683121
12,0.00016394647381667501,68.17833403013842,0.9838594509100056,68.30089041951943,0.7771746092314321
13,0.00016394647381667501,68.49963785901667,1.0022322659383658,68.05434785628977,0.7512499286466185
14,0.00016394647381667501,68.1546665703135,1.0302868261770393,68.18029328709463,0.7050937377879998
15,0.00016394647381667501,68.08686533438461,0.938054207626331,68.130345860614,0.5588473096656013
16,0.00016394647381667501,68.08503194667341,0.9219873567341932,68.18666993268202,0.7135400069802303
17,0.00016394647381667501,68.03931461629239,0.9064032196365648,68.13255670839743,0.5095949087445933
18,0.00016394647381667501,68.0606172361749,0.8548189767967859,68.29122553473182,0.7759892842921534
19,0.00016394647381667501,68.04464052014625,0.8807838878627702,68.08769577291804,0.6610237049176287
20,0.00016394647381667501,68.00971257179134,0.8551764619682893,68.16711055430602,0.7031645556202225
21,8.197323690833751e-05,68.25104446787927,0.7469655087554866,68.0440178019132,0.3549602160838908
22,8.197323690833751e-05,67.9458456022378,0.7212228976626525,68.19715049426033,0.4993476640769274
23,8.197323690833751e-05,67.925173620108,0.7362093620739407,68.14677406185857,0.48075001339917256
24,8.197323690833751e-05,67.97033749303813,0.7480182396433134,68.08028617478631,0.6350430736613738
25,8.197323690833751e-05,67.92087242244047,0.7421901079518861,67.91629112009134,0.5069290334547077
26,8.197323690833751e-05,67.90308393416028,0.7239735804364048,68.20743440746345,0.5796682679165587
27,8.197323690833751e-05,67.92216291340962,0.6964822545472955,68.06329811244134,0.5744629416631475
28,8.197323690833751e-05,67.90543898917277,0.7008421304644038,68.05765619875356,0.5499925561905091
29,8.197323690833751e-05,67.83506209521369,0.6598853721284633,68.00139454681606,0.5270871121082158
30,8.197323690833751e-05,71.62088967870358,0.63128262804075,68.09676165770553,0.5237735291678728
31,8.197323690833751e-05,67.88033309452351,0.6438562697301418,68.04745429453557,0.5386776928429742
32,4.0986618454168754e-05,67.89311594164528,0.6323893817546535,67.98264554061468,0.4587142164308897
33,4.0986618454168754e-05,67.81161341143047,0.6120146363377034,67.95437670083292,0.46007980188286696
34,4.0986618454168754e-05,67.85706568588546,0.616987035378854,67.9239680790931,0.49437468194215783
35,4.0986618454168754e-05,67.80695992530131,0.579531094191199,67.93561344400833,0.47423515297520086
36,4.0986618454168754e-05,67.84986921184431,0.624246788424166,67.93506882579877,0.4620921327530378
37,4.0986618454168754e-05,67.85256678936165,0.629811916419621,67.93380009729884,0.4862686691916137
38,4.0986618454168754e-05,67.81088756090979,0.5987545224837276,67.93030581859814,0.5505644190667695
39,4.0986618454168754e-05,67.83506360643548,0.6210179680283487,67.87940756195786,0.42511554198035284
40,4.0986618454168754e-05,67.79479811610598,0.5817248394091491,67.9244677212818,0.4686444229383018
41,4.0986618454168754e-05,67.82881770264173,0.5607517868399661,67.89143313112872,0.41570708626011676
42,2.0493309227084377e-05,67.76683868569128,0.5502360850622187,67.87286347472488,0.4014005909446399
43,2.0493309227084377e-05,67.77470245160295,0.5459872736552355,67.93994027083407,0.4620945404266384
44,2.0493309227084377e-05,67.78155190185954,0.5568605232358265,67.9260049670604,0.4547005621708329
45,2.0493309227084377e-05,67.77343714207842,0.5556860834213232,67.89654778502165,0.4191920932633199
46,2.0493309227084377e-05,67.75744066771043,0.5323740923264125,67.9319544715182,0.4071869008929023
