epoch,learning_rate,loss,mae,rmse,val_loss,val_mae,val_rmse
0,0.001999999862164259,0.02297196350991726,0.027108898386359215,0.14090412855148315,0.00030950066866353154,0.0006537765730172396,0.000764648721087724
1,0.0007999999215826392,0.00012847282050643116,0.0006753967027179897,0.0007995738415047526,0.00011662473843898624,0.0006368411704897881,0.0007356086280196905
2,0.0004799999587703496,6.90879751346074e-05,0.0006457117269746959,0.000750007398892194,7.162222755141556e-05,0.0006424708408303559,0.0007455029990524054
3,0.0003839999553747475,5.50838049093727e-05,0.0006512716063298285,0.0007596839568577707,5.926864469074644e-05,0.0006562330527231097,0.0007687420002184808
4,0.0003839999553747475,5.564488674281165e-05,0.0006494186236523092,0.000756288121920079,5.2060422603972256e-05,0.0006388050387613475,0.0007387904915958643
5,0.0003839999553747475,5.5701697419863194e-05,0.0006471610395237803,0.0007529163849540055,4.794483174919151e-05,0.0006384459557011724,0.0007385126664303243
6,0.00038399899494834244,5.5724649428157136e-05,0.0006473971297964454,0.0007527871057391167,5.868856533197686e-05,0.000637321500107646,0.0007363493205048144
7,0.00038399515324272215,5.573872840614058e-05,0.0006461607408709824,0.0007509487331844866,5.5601572967134416e-05,0.0006371603230945766,0.0007362425094470382
8,0.00038398653850890696,5.575415343628265e-05,0.0006461478769779205,0.0007508983253501356,4.9570731789572164e-05,0.0006523937918245792,0.0007623260607942939
9,0.0003839712298940867,5.57544881303329e-05,0.0006457381532527506,0.0007500774809159338,6.227617268450558e-05,0.0006526459474116564,0.0007618454983457923
10,0.0003839473065454513,5.575042814598419e-05,0.0006447515916079283,0.0007486937684006989,6.095908975112252e-05,0.0006439778953790665,0.0007480868953280151
11,0.0003839128476101905,5.5755510402377695e-05,0.0006439238204620779,0.0007472792058251798,5.4783624364063144e-05,0.0006382156861945987,0.0007378073642030358
