epoch;loss;mse;val_loss;val_mse
0;0.003395924810320139;0.0015716218622401357;0.0035340941976755857;0.0029646819457411766
1;0.001826720079407096;0.0013799547450616956;0.02007797360420227;0.0195605531334877
2;0.0016522418009117246;0.0012775537325069308;0.00998606812208891;0.00943878386169672
3;0.0017309592803940177;0.0013512630248442292;0.010881534777581692;0.010246546007692814
4;0.0011982403229922056;0.000938610581215471;0.006660718936473131;0.006336326710879803
5;0.0009630080312490463;0.0007173242629505694;0.018666228279471397;0.01840864308178425
6;0.0009409317281097174;0.0007036771858111024;0.022764338180422783;0.022529538720846176
7;0.0007521055522374809;0.0005552926450036466;0.01415929477661848;0.013980991207063198
8;0.0007250921917147934;0.0005459767417050898;0.012747274711728096;0.012569693848490715
9;0.0007196565857157111;0.0005443000118248165;0.014330984093248844;0.014127935282886028
10;0.0006101275212131441;0.00045562683953903615;0.01407712884247303;0.013927662745118141
0;0.049995191395282745;0.047029998153448105;0.007132246624678373;0.005664416588842869
1;0.009034697897732258;0.0077029322274029255;0.009808238595724106;0.008523671887814999
2;0.008421900682151318;0.007264525629580021;0.013243366032838821;0.012251660227775574
3;0.008157257921993732;0.007054643705487251;0.03194008395075798;0.0308535136282444
4;0.006768389604985714;0.0061235507018864155;0.036231834441423416;0.03562145680189133
5;0.006803910247981548;0.006175764836370945;0.014534187503159046;0.01395660825073719
6;0.006696971599012613;0.006119837984442711;0.015334074385464191;0.014817118644714355
7;0.006111833732575178;0.005701946560293436;0.020962296053767204;0.02057928591966629
8;0.006014778278768063;0.00564563786610961;0.029135894030332565;0.028770463541150093
9;0.006049809977412224;0.005695295985788107;0.01531803049147129;0.014962001703679562
10;0.005688234232366085;0.0053774770349264145;0.018211325630545616;0.017922092229127884
0;0.16904382407665253;0.055072952061891556;0.004551323596388102;0.012416635639965534
1;0.0028754877857863903;0.03041713498532772;0.0008695114520378411;0.013296801596879959
2;0.0018942764727398753;0.029178619384765625;0.0005920387338846922;0.010107766836881638
3;0.0017839452484622598;0.02899322099983692;0.0006290803430601954;0.01347543578594923
4;0.0017227225471287966;0.02867959998548031;0.0006825037999078631;0.015790536999702454
5;0.0017128298059105873;0.028792347759008408;0.0005529858754016459;0.010652176104485989
6;0.00168884068261832;0.028652919456362724;0.00044238701229915023;0.00782365445047617
7;0.0016825038474053144;0.028648708015680313;0.0004719921271316707;0.008648673072457314
8;0.0016682697460055351;0.02858494222164154;0.000516657717525959;0.011600381694734097
9;0.0016556854825466871;0.028467491269111633;0.0004566259740386158;0.009107274934649467
10;0.001627600402571261;0.02826552279293537;0.0006140699260868132;0.014475267380475998
11;0.0016377627616748214;0.028393546119332314;0.0005518479156307876;0.010679506696760654
0;0.6728615760803223;0.08270230889320374;0.08045466244220734;0.08020998537540436
1;0.08010172843933105;0.08007749170064926;0.08021219819784164;0.08021219819784164
2;0.0800783708691597;0.0800783708691597;0.08021058887243271;0.08021058887243271
0;4.77037239074707;0.0847160816192627;3.6846022605895996;0.08023574948310852
1;2.912484884262085;0.08008813858032227;2.258976936340332;0.08020946383476257
2;1.7922028303146362;0.08007537573575974;1.397233486175537;0.08021050691604614
3;1.1150227785110474;0.08007540553808212;0.8763244152069092;0.08021072298288345
4;0.705681324005127;0.08007541298866272;0.5614455938339233;0.08021074533462524
5;0.4564732611179352;0.07807724177837372;0.361641526222229;0.06973650306463242
6;0.2962569296360016;0.06564886122941971;0.23175959289073944;0.05336327478289604
7;0.20440106093883514;0.06355613470077515;0.15867888927459717;0.049700748175382614
8;0.14928370714187622;0.06308311223983765;0.11864212900400162;0.05176205933094025
9;0.11608820408582687;0.06300054490566254;0.09749865531921387;0.056075796484947205
10;0.09098336845636368;0.05745027959346771;0.06130404397845268;0.034115180373191833
11;0.07256460189819336;0.05020130053162575;0.05122389271855354;0.033050425350666046
12;0.06450720876455307;0.049390748143196106;0.04010320082306862;0.027516784146428108
13;0.05806129425764084;0.04715368151664734;0.031512949615716934;0.02198854647576809
14;0.0535891056060791;0.0449439100921154;0.027658211067318916;0.019688470289111137
15;0.05037664622068405;0.042872779071331024;0.02780468761920929;0.02074025198817253
16;0.048891518265008926;0.04219024255871773;0.031064745038747787;0.024700304493308067
17;0.047274790704250336;0.041145484894514084;0.019773496314883232;0.013692863285541534
18;0.042514655739068985;0.036448266357183456;0.01566341705620289;0.009639904834330082
