epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.00020000000949949026,0.0010820103343576193,0.004140838515013456,2.0314816993050044e-06,0.0012074157129973173
1,8.000000525498763e-05,1.9440456071606604e-06,0.0011567262699827552,1.5102657471288694e-06,0.001014852779917419
2,4.8000001697801054e-05,1.5852684782657889e-06,0.001023169606924057,1.230946509167552e-06,0.000908745510969311
3,3.840000135824084e-05,1.3879223388357786e-06,0.0009524382767267525,1.0725873380579287e-06,0.0008469607564620674
4,3.840000135824084e-05,1.2496828958319384e-06,0.0009031109511852264,9.407629022462061e-07,0.0007944522658362985
5,3.840000135824084e-05,1.1432227893237723e-06,0.0008654069388285279,8.73367355325172e-07,0.0007673107320442796
6,3.839990677079186e-05,1.0656825679689064e-06,0.0008370850700885057,8.155683417498949e-07,0.0007437944295816123
7,3.8399524783017114e-05,1.0025729579865583e-06,0.0008135581156238914,7.645636515007936e-07,0.0007232656353153288
8,3.839866258203983e-05,9.54745928538614e-07,0.0007955285836942494,7.268207582455943e-07,0.0007081642397679389
9,3.839713099296205e-05,9.115569810091984e-07,0.0007791486568748951,7.054238153614278e-07,0.0006996827432885766
10,3.839473720290698e-05,8.816927561383636e-07,0.0007681169081479311,6.857846415186941e-07,0.0006918791914358735
11,3.8391292036976665e-05,8.522660550625005e-07,0.0007569779991172254,6.613925620513328e-07,0.0006820111884735525
12,3.8386602682294324e-05,8.276554694930383e-07,0.0007473106379620731,6.572614097422047e-07,0.0006805572775192559
13,3.838047996396199e-05,8.079560984697309e-07,0.0007402197225019336,6.383341428772837e-07,0.0006727859727106988
14,3.837273106910288e-05,7.87993144513166e-07,0.0007323238532990217,6.305496640379715e-07,0.0006698069628328085
15,3.836316682281904e-05,7.704061886215641e-07,0.000725443591363728,6.201449878062704e-07,0.000665562110953033
16,3.835159805021249e-05,7.537723263340013e-07,0.0007188069866970181,6.145239126453816e-07,0.0006635049940086901
17,3.833783557638526e-05,7.408677902276395e-07,0.0007141699898056686,6.060418513698096e-07,0.0006601270288228989
18,3.8321690226439387e-05,7.285358947228815e-07,0.0007094954489730299,6.023778382768796e-07,0.000658835400827229
19,3.83029728254769e-05,7.170245339693793e-07,0.0007047365652397275,5.921046977164224e-07,0.0006545053911395371
20,3.828149783657864e-05,7.110925253073219e-07,0.0007028045947663486,5.88237071497133e-07,0.000653104274533689
21,3.825707972282544e-05,6.989990311012662e-07,0.0006983050261624157,5.853274274159048e-07,0.0006520707975141704
22,3.822953294729814e-05,6.905744953655812e-07,0.0006946644862182438,5.795602646685438e-07,0.0006497094873338938
23,3.819867197307758e-05,6.840526793894242e-07,0.0006925063789822161,5.75988508444425e-07,0.0006483701290562749
24,3.8164314901223406e-05,6.763540909560106e-07,0.0006889548385515809,5.732325689677964e-07,0.0006473903777077794
25,3.812627983279526e-05,6.70605970753968e-07,0.0006870236829854548,5.706533556804061e-07,0.0006464404868893325
26,3.808439214481041e-05,6.648355110883131e-07,0.0006844236049801111,5.696537073163199e-07,0.0006462216842919588
27,3.803846993832849e-05,6.588036285393173e-07,0.0006823151488788426,5.666901188305928e-07,0.0006450763903558254
28,3.798834222834557e-05,6.545595852003316e-07,0.0006807259633205831,5.639540177071467e-07,0.0006439941935241222
29,3.793383439187892e-05,6.500146696453157e-07,0.0006785684963688254,5.631721933241352e-07,0.0006438079290091991
30,3.787477544392459e-05,6.45579120828188e-07,0.0006770302425138652,5.617443434857705e-07,0.0006433094968087971
31,3.781100167543627e-05,6.418405860131315e-07,0.0006756772054359317,5.5971651136133e-07,0.0006425359169952571
32,3.774234573938884e-05,6.407093451343826e-07,0.0006752785993739963,5.58436681785679e-07,0.0006420850986614823
33,3.7668647564714774e-05,6.358803830153192e-07,0.0006733961054123938,5.574071906266909e-07,0.0006417318945750594
34,3.7589750718325377e-05,6.323431307464489e-07,0.0006718256627209485,5.556733526645985e-07,0.0006410606438294053
35,3.750549876713194e-05,6.306849513748602e-07,0.0006715736817568541,5.557212148232793e-07,0.0006411864305846393
36,3.741574255400337e-05,6.274628958635731e-07,0.0006699153454974294,5.548105264097103e-07,0.0006408710614778101
37,3.732033655978739e-05,6.245555255190993e-07,0.0006689106812700629,5.553684445658291e-07,0.0006411643116734922
38,3.721913890331052e-05,6.225392894521065e-07,0.0006682995008304715,5.519525529962266e-07,0.0006397778051905334
39,3.711201134137809e-05,6.205497697919782e-07,0.0006677304045297205,5.521662274077244e-07,0.000639956968370825
40,3.699882290675305e-05,6.18408705577167e-07,0.0006664830725640059,5.507402534021821e-07,0.000639381876681
41,3.687944627017714e-05,6.166688422126754e-07,0.0006660142098553479,5.504896876118437e-07,0.000639340840280056
42,3.6753761378349736e-05,6.141473249954288e-07,0.0006647140253335238,5.485776455316227e-07,0.000638510740827769
43,3.66216481779702e-05,6.115675432738499e-07,0.0006639394559897482,5.488994929692126e-07,0.000638750207144767
44,3.648300116765313e-05,6.112327923801786e-07,0.000663445913232863,5.500522206602909e-07,0.0006392875802703202
45,3.6337714846013114e-05,6.096375386732689e-07,0.0006631679716520011,5.476152296068904e-07,0.0006382692954503
46,3.6185690987622365e-05,6.079683316784212e-07,0.0006624500965699553,5.474536237670691e-07,0.0006382496794685721
47,3.6026838643010706e-05,6.064606168365572e-07,0.0006618491024710238,5.464232231133792e-07,0.0006378098041750491
48,3.586107413866557e-05,6.072941118873132e-07,0.0006625690148212016,5.459158387566276e-07,0.0006376162637025118
49,3.5688321077032015e-05,6.051542982277169e-07,0.0006616097525693476,5.464186756398703e-07,0.0006378932157531381
50,3.55085103365127e-05,6.032567512193054e-07,0.0006607624818570912,5.466125685416046e-07,0.000638005614746362
51,3.5321580071467906e-05,6.021609237905068e-07,0.000660348276142031,5.454591587294999e-07,0.0006375420489348471
52,3.512747571221553e-05,6.018076987857057e-07,0.0006600957713089883,5.459169756250049e-07,0.0006377729005180299
53,3.492615360300988e-05,6.003299972690002e-07,0.0006597479805350304,5.450327194012061e-07,0.0006374216172844172
54,3.471757372608408e-05,5.993425702399691e-07,0.0006591162527911365,5.451542506307305e-07,0.0006375026423484087
55,3.450171061558649e-05,5.9949820752081e-07,0.0006595783634111285,5.445379542834416e-07,0.0006372574716806412
