epoch;loss;mae;val_loss;val_mae
0;0.02063511125743389;0.06922585517168045;0.009565498679876328;0.07277019321918488
1;0.009524501860141754;0.06190112233161926;0.034276001155376434;0.172512486577034
2;0.01099363062530756;0.06617408990859985;0.00935281626880169;0.06542009115219116
3;0.011147507466375828;0.07022225111722946;0.005838687531650066;0.04297679290175438
4;0.01163843460381031;0.07330538332462311;0.019478589296340942;0.10755864530801773
5;0.011765101924538612;0.07469237595796585;0.015268610790371895;0.09226546436548233
6;0.011866355314850807;0.0767129510641098;0.014112270437180996;0.08246583491563797
7;0.012252774089574814;0.0782540887594223;0.0207673329859972;0.11524683982133865
8;0.012118438258767128;0.07831580936908722;0.00753174489364028;0.06522724777460098
0;0.01825057528913021;0.0905005931854248;0.004146023187786341;0.04765462130308151
1;0.013981168158352375;0.08752746880054474;0.008041453547775745;0.06948629766702652
2;0.015519330278038979;0.09271664172410965;0.006291987374424934;0.055760130286216736
3;0.015253234654664993;0.09177684783935547;0.007110008504241705;0.06095503643155098
4;0.017888380214571953;0.10150311887264252;0.007953714579343796;0.06498382985591888
5;0.016138002276420593;0.09615838527679443;0.00593989435583353;0.05729478970170021
0;0.06559732556343079;0.10130046308040619;0.009147461503744125;0.034492190927267075
1;0.009641163982450962;0.06634706258773804;0.0042208172380924225;0.04708787798881531
2;0.008279863744974136;0.06373818218708038;0.010643570683896542;0.0788065567612648
3;0.0060438234359025955;0.055672794580459595;0.0027576005086302757;0.039872583001852036
4;0.0056012533605098724;0.054116491228342056;0.004251242149621248;0.051284465938806534
5;0.0055504459887743;0.0539482980966568;0.002829199191182852;0.03838355839252472
6;0.005592701956629753;0.054321859031915665;0.0035497904755175114;0.0462736040353775
7;0.00551581010222435;0.0539863184094429;0.0040074619464576244;0.05034845694899559
8;0.005486958660185337;0.05394206941127777;0.0039161634631454945;0.04850195720791817
0;0.23967169225215912;0.13231314718723297;0.014260993339121342;0.0723567083477974
1;0.023951807990670204;0.10168859362602234;0.012163704261183739;0.05763958767056465
2;0.021953579038381577;0.0976674035191536;0.012827898375689983;0.07633204013109207
