epoch;loss;mean_squared_error;val_loss;val_mean_squared_error
0;0.12176041305065155;0.1209629625082016;0.0033937133848667145;0.002599975559860468
1;0.007238419726490974;0.0064636096358299255;0.0007554729236289859;3.608908082242124e-05
2;0.0005833766772411764;0.0001257882104255259;0.00015341033576987684;1.5885339621490857e-07
3;4.3923915654886514e-05;4.01686804707424e-07;2.784262278510141e-06;7.727366302390237e-09
4;7.881768624429242e-07;1.6208292663577595e-07;1.0815325168778145e-07;4.094607319871102e-09
5;1.8855511996207497e-07;1.1446771708278902e-07;6.716759060054756e-08;8.224397163303365e-09
6;1.6123914292620611e-07;1.0830937213768266e-07;5.204393360713766e-08;3.40463990333717e-09
7;1.510293259343598e-07;1.0555125840028268e-07;4.489949745334343e-08;1.9353707525482378e-09
8;1.446387472014976e-07;1.0333171474030678e-07;4.917625417988347e-08;9.05183128452336e-09
9;1.349540923456516e-07;9.525534494514432e-08;4.223423033522522e-08;3.043266527669175e-09
10;1.3329889725355315e-07;9.440294235218971e-08;4.066698622295917e-08;2.1729615884424902e-09
11;1.3256851616461063e-07;9.43302964628856e-08;3.9235892757005786e-08;1.2201165633385358e-09
12;1.3243543151020276e-07;9.477265905388776e-08;3.9124586237448966e-08;1.906326430045624e-09
13;1.307724488697204e-07;9.365202657818372e-08;3.9051641920195834e-08;2.4047470681409777e-09
14;1.289910045443321e-07;9.23115521800355e-08;3.7492831950203254e-08;9.768073017113466e-10
0;0.015730611979961395;0.015182971954345703;9.631171451474074e-07;8.730087301955791e-07
1;1.0851764500330319e-06;1.01771092886338e-06;1.993880232475931e-06;1.9351264199940488e-06
2;1.0809139894263353e-06;1.0207629657088546e-06;1.5785385585331824e-06;1.5181818753262633e-06
3;1.0696055596781662e-06;1.0066534059660626e-06;1.443034875592275e-06;1.3793994639854645e-06
4;1.0729551149779581e-06;1.0069417157865246e-06;2.292364570166683e-06;2.2229066871659597e-06
5;1.0677701993699884e-06;1.0011459607994766e-06;3.2817285955388797e-06;3.2147909223567694e-06
6;8.923197469812294e-07;8.544293450540863e-07;2.2144924969325075e-06;2.1820885649503907e-06
7;8.815335377221345e-07;8.50305639232829e-07;2.3318893909163307e-06;2.3002321540843695e-06
8;8.814901661935437e-07;8.509354643138067e-07;2.646200073286309e-06;2.616508254504879e-06
9;8.824519568406686e-07;8.52188691169431e-07;2.4830330858094385e-06;2.452547960274387e-06
10;8.829374564811587e-07;8.528026569365466e-07;2.499081801943248e-06;2.4698349534446606e-06
0;0.011882703751325607;0.011013215407729149;1.1767311889343546e-06;7.223416673696192e-07
1;1.2150222801210475e-06;8.736112135920848e-07;8.257551371571026e-07;5.339807103155181e-07
2;1.235595959769853e-06;9.412006534148532e-07;1.1179893135704333e-06;8.357857268492808e-07
3;1.2139829550505965e-06;9.192884249387134e-07;1.4629204088123515e-06;1.1633043186520808e-06
4;1.2022600230920943e-06;9.078702873921429e-07;1.7542572550155455e-06;1.47849914355902e-06
5;1.1930967502848944e-06;9.024854534800397e-07;1.0887822554650484e-06;7.929149319352291e-07
6;7.469167258022935e-07;6.376110377459554e-07;1.3885169209970627e-06;1.290573891310487e-06
7;7.311160175049736e-07;6.32318574389501e-07;1.7494155599706573e-06;1.6517024050699547e-06
8;7.295539035112597e-07;6.32841306469345e-07;1.7418212792108534e-06;1.6477706594741903e-06
9;7.308127578653512e-07;6.355990080919582e-07;1.3058637478025048e-06;1.2099509376639617e-06
10;7.299620961020992e-07;6.356855806188833e-07;1.519612510492152e-06;1.4263405319070444e-06
11;6.31469561085396e-07;5.698854010915966e-07;1.5819445025044843e-06;1.5269553159669158e-06
0;0.13700340688228607;0.13620625436306;0.002415522001683712;0.0016222186386585236
1;0.006867613177746534;0.0060952818021178246;0.000731238629668951;2.3416923795593902e-05
