Epoch,Learning Rate,Training Loss,Validation Loss,Loss Difference
1,0.0011980000417679548,0.36410996317863464,0.0357547402381897,0.32835522294044495
2,0.0013960000360384583,0.010150621645152569,0.24946846067905426,-0.2393178390339017
3,0.0015940000303089619,0.0055580297484993935,0.03808724507689476,-0.03252921532839537
4,0.0017920000245794654,0.0036637831944972277,0.02861221879720688,-0.02494843560270965
5,0.001990000018849969,0.007584686856716871,0.015595704317092896,-0.008011017460376024
6,0.001990000018849969,0.004406199790537357,0.026695741340517998,-0.02228954154998064
7,0.001990000018849969,0.004589594900608063,0.03332569822669029,-0.02873610332608223
8,0.001990000018849969,0.0015776267973706126,0.05011006072163582,-0.048532433924265206
9,0.001990000018849969,0.002309957519173622,0.024093812331557274,-0.02178385481238365
10,0.000895500008482486,0.0030335676856338978,0.050745099782943726,-0.04771153209730983
11,0.000895500008482486,0.0013469199184328318,0.016365783289074898,-0.015018863370642066
12,0.000895500008482486,0.0005139238783158362,0.0053346543572843075,-0.004820730478968471
13,0.000895500008482486,0.0005217554862610996,0.02183140069246292,-0.02130964520620182
14,0.000895500008482486,0.0005263692582957447,0.02946843020617962,-0.028942060947883874
15,0.000895500008482486,0.000430749001679942,0.01508770789951086,-0.014656958897830918
16,0.000895500008482486,0.0005140575813129544,0.022659743204712868,-0.022145685623399913
17,0.000895500008482486,0.0003570810076780617,0.002736144931986928,-0.0023790639243088663
18,0.000895500008482486,0.0003443701716605574,0.008397896774113178,-0.00805352660245262
19,0.000895500008482486,0.000325159722706303,0.011335986666381359,-0.011010826943675056
20,0.0008059500250965357,0.0002719884505495429,0.01764659956097603,-0.017374611110426486
21,0.0008059500250965357,0.00025284301955252886,0.005373832769691944,-0.005120989750139415
22,0.00040297501254826784,0.0002489117905497551,0.009709915146231651,-0.009461003355681896
23,0.00040297501254826784,0.00015989920939318836,0.01800544559955597,-0.01784554639016278
24,0.00040297501254826784,0.0001582631521159783,0.006898962892591953,-0.006740699740475975
25,0.00040297501254826784,0.0001455623423680663,0.0006669691065326333,-0.000521406764164567
26,0.00040297501254826784,0.00014848758291918784,0.009485929273068905,-0.009337441690149717
27,0.00040297501254826784,0.00013675038644578308,0.021898241713643074,-0.02176149132719729
28,0.00040297501254826784,0.00012986712681595236,0.0009079950395971537,-0.0007781279127812013
29,0.00040297501254826784,0.00013253501674626023,0.005700346548110247,-0.005567811531363986
30,0.0003626774996519089,0.00012488610809668899,0.0004022426437586546,-0.0002773565356619656
31,0.0003626774996519089,0.00011891144094988704,0.0339273102581501,-0.033808398817200214
32,0.0003626774996519089,0.00011887668370036408,0.019957954064011574,-0.01983907738031121
33,0.0003626774996519089,0.00011975202505709603,0.001536919386126101,-0.001417167361069005
34,0.0003626774996519089,0.0001181794359581545,0.0020044082775712013,-0.0018862288416130468
35,0.00018133874982595444,0.00011444631672929972,0.007461770437657833,-0.007347324120928533
36,0.00018133874982595444,9.313297050539404e-05,0.012589139863848686,-0.012496006893343292
37,0.00018133874982595444,9.50881585595198e-05,0.012327071279287338,-0.012231983120727818
38,0.00018133874982595444,8.876048377715051e-05,0.002137379487976432,-0.0020486190041992813
39,0.00018133874982595444,8.672884723637253e-05,0.002630300121381879,-0.0025435712741455063
40,8.160244033206254e-05,8.717238233657554e-05,0.003553313435986638,-0.0034661410536500625
