epoch,learning_rate,loss,mae,rmse,val_loss,val_mae,val_rmse
0,9.999999747378752e-05,0.1741218864917755,0.00018931271915789694,0.0003641021903604269,0.13363385200500488,0.00014142898726277053,0.0003141257038805634
1,9.999999747378752e-05,0.1405913233757019,0.00014163470768835396,0.0004189842729829252,0.1320788562297821,0.00014598110283259302,0.0006429182249121368
2,9.999999747378752e-05,0.13188910484313965,0.00012904351751785725,0.000470980245154351,0.13011135160923004,0.00013931038847658783,0.00030816829530522227
3,9.999999747378752e-05,0.12669289112091064,0.0001256791001651436,0.0005433891201391816,0.14946813881397247,0.00014634063700214028,0.0004172965418547392
4,9.999999747378752e-05,0.12101786583662033,0.00012156587035860866,0.0005624530022032559,0.14260540902614594,0.00014494599599856883,0.0004977247444912791
5,9.999999747378752e-05,0.11293775588274002,0.00011108009493909776,0.0005020677926950157,0.12623003125190735,0.00012293289182707667,0.0008310670964419842
6,9.999999747378752e-05,0.11403132975101471,0.00012420157145243138,0.0006616687751375139,0.13010381162166595,0.00020518535166047513,0.001570215099491179
7,9.999999747378752e-05,0.10765620321035385,0.00011211641685804352,0.0005767581751570106,0.14735877513885498,0.00014455040218308568,0.0005205469205975533
8,9.999999747378752e-05,0.1097942516207695,0.00011894526687683538,0.0006352053605951369,0.08404958993196487,5.42607122042682e-05,0.00016950041754171252
9,9.999999747378752e-05,0.10402867943048477,0.0001099774963222444,0.0005972016369923949,0.15439748764038086,0.00016433025302831084,0.0007051868014968932
10,9.999999747378752e-05,0.10061442852020264,0.0001086301781469956,0.0005851251189596951,0.08960278332233429,7.830970571376383e-05,0.00041187816532328725
11,9.999999747378752e-05,0.10123704373836517,0.00010884315270232037,0.0005237083532847464,0.09894203394651413,0.00013841057079844177,0.0009240593644790351
12,9.999999747378752e-05,0.10330896079540253,0.00011061775148846209,0.0005830739391967654,0.1259876787662506,0.0001436179009033367,0.001027905149385333
13,9.999999747378752e-05,0.0994238629937172,0.00010583090625004843,0.0005593193927779794,0.09187396615743637,8.80763545865193e-05,0.0006632715812884271
14,9.999999747378752e-05,0.09824148565530777,0.00010838704474736005,0.0005622910102829337,0.11766590178012848,0.0001781639875844121,0.0028483245987445116
15,9.999999747378752e-05,0.09530111402273178,0.00010900546476477757,0.000575236277654767,0.12438724935054779,0.0001368075463688001,0.00039465553709305823
16,9.999999747378752e-05,0.09769652038812637,0.00011464650015113875,0.0005577347474172711,0.10353589057922363,0.00014224987535271794,0.0012229435378685594
17,9.999999747378752e-05,0.09844330698251724,0.0001236418611370027,0.0006431754445657134,0.098335862159729,0.00016360134759452194,0.0011477258522063494
18,9.999999747378752e-05,0.09723716229200363,0.00012185274681542069,0.0006193393492139876,0.07369187474250793,7.00336677255109e-05,0.0006961037870496511
19,9.999999747378752e-05,0.0926048681139946,0.00011266840010648593,0.000605188135523349,0.06659159064292908,6.110335380071774e-05,0.0011133350199088454
20,9.999999747378752e-05,0.09471147507429123,0.00011922113480977714,0.0005849883891642094,0.18346232175827026,0.00034865608904510736,0.0031703149434179068
21,9.999999747378752e-05,0.09228683263063431,0.00011430250015109777,0.0006103530176915228,0.09108875691890717,0.00012912267993669957,0.0009123529889620841
22,9.999999747378752e-05,0.09169613569974899,0.00011121756688226014,0.0005505690351128578,0.12770743668079376,0.00016024410433601588,0.0008913964848034084
