Epoch,Learning Rate,Training Loss,Validation Loss,Loss Difference
1,9.999999747378752e-05,0.6158913969993591,0.41599950194358826,0.19989189505577087
2,9.999999747378752e-05,0.4009632468223572,0.3231870234012604,0.0777762234210968
3,9.999999747378752e-05,0.3015054762363434,0.24813029170036316,0.053375184535980225
4,9.999999747378752e-05,0.2132037729024887,0.16297487914562225,0.050228893756866455
5,9.999999747378752e-05,0.12937508523464203,0.08801427483558655,0.04136081039905548
6,9.999999747378752e-05,0.06542495638132095,0.03876722231507301,0.02665773406624794
7,9.999999747378752e-05,0.030296925455331802,0.017842931672930717,0.012453993782401085
8,9.999999747378752e-05,0.01634245738387108,0.009314293973147869,0.007028163410723209
9,9.999999747378752e-05,0.011321868747472763,0.006352620664983988,0.004969248082488775
10,9.999999747378752e-05,0.00895946566015482,0.004990014713257551,0.003969450946897268
11,9.999999747378752e-05,0.007587498519569635,0.004073102958500385,0.00351439556106925
12,9.999999747378752e-05,0.006575303617864847,0.003175807883962989,0.0033994957339018583
13,9.999999747378752e-05,0.005838264245539904,0.0025427553337067366,0.003295508911833167
14,9.999999747378752e-05,0.005287257023155689,0.0025430263485759497,0.0027442306745797396
15,9.999999747378752e-05,0.004789297003298998,0.002138039330020547,0.002651257673278451
16,9.999999747378752e-05,0.004462036769837141,0.0015224856324493885,0.0029395511373877525
17,9.999999747378752e-05,0.00411013001576066,0.001433170516975224,0.002676959498785436
18,9.999999747378752e-05,0.003822934115305543,0.001460157218389213,0.00236277689691633
19,9.999999747378752e-05,0.0036120947916060686,0.0012049421202391386,0.00240715267136693
20,9.999999747378752e-05,0.0034268146846443415,0.0015601535560563207,0.0018666611285880208
21,9.999999747378752e-05,0.0032735690474510193,0.0009737169602885842,0.002299852087162435
22,9.999999747378752e-05,0.003121818182989955,0.0010969443246722221,0.002024873858317733
23,9.999999747378752e-05,0.002960935002192855,0.0013535835314542055,0.0016073514707386494
24,9.999999747378752e-05,0.0028405964840203524,0.0016087890835478902,0.0012318074004724622
25,9.999999747378752e-05,0.0027302801609039307,0.0026914733462035656,3.8806814700365067e-05
26,9.999999747378752e-05,0.002656475408002734,0.0006161604542285204,0.002040314953774214
27,9.999999747378752e-05,0.0025705734733492136,0.000707171275280416,0.0018634021980687976
28,9.999999747378752e-05,0.0024972485844045877,0.0010322848102077842,0.0014649637741968036
29,9.999999747378752e-05,0.0024281542282551527,0.0006883784662932158,0.001739775761961937
30,9.999999747378752e-05,0.0023874600883573294,0.000938700046390295,0.0014487600419670343
31,4.999999873689376e-05,0.002372192218899727,0.0005292959394864738,0.001842896279413253
32,4.999999873689376e-05,0.002231844235211611,0.0005424450500868261,0.0016893991851247847
33,4.999999873689376e-05,0.0021834224462509155,0.00038593661156482995,0.0017974858346860856
34,4.999999873689376e-05,0.002126930747181177,0.0004861133638769388,0.0016408173833042383
35,4.999999873689376e-05,0.002105732448399067,0.00039111525984480977,0.0017146171885542572
36,4.999999873689376e-05,0.0020966981537640095,0.0003611782449297607,0.0017355199088342488
37,4.999999873689376e-05,0.0020689491648226976,0.00035844044759869576,0.0017105087172240019
38,2.499999936844688e-05,0.002051308285444975,0.00042455436778254807,0.0016267539176624268
39,2.499999936844688e-05,0.0019838414154946804,0.00032289227237924933,0.001660949143115431
