epoch;loss;mae;mse;val_loss;val_mae;val_mse
0;0.15355761349201202;0.06458711624145508;0.007633437868207693;0.05535940080881119;0.01252105925232172;0.0002092506329063326
1;0.065791055560112;0.0427580289542675;0.0030462853610515594;0.022592339664697647;0.010364693589508533;0.0002123774029314518
2;0.04757053032517433;0.03893997147679329;0.0026184169109910727;0.01892937533557415;0.012635848484933376;0.00024216888414230198
3;0.04235870763659477;0.0371524952352047;0.002416451694443822;0.013877528719604015;0.009454108774662018;0.00018534981063567102
4;0.039633527398109436;0.0356232225894928;0.0022596223279833794;0.01271193940192461;0.009007071144878864;0.00016548988060094416
5;0.03790578246116638;0.034371182322502136;0.002137332921847701;0.014282934367656708;0.010905657894909382;0.00018334737978875637
6;0.037574201822280884;0.03422922268509865;0.00216744770295918;0.01574208401143551;0.012427069246768951;0.0002608696522656828
7;0.03624732792377472;0.03298331797122955;0.002016291720792651;0.011859564110636711;0.008653187192976475;0.0001202003113576211
8;0.03574981912970543;0.0325712189078331;0.0019791664090007544;0.013221822679042816;0.010063502006232738;0.00017013700562529266
9;0.035489894449710846;0.03234783187508583;0.001963221002370119;0.01078102644532919;0.007657711859792471;0.00011948016617679968
10;0.034904200583696365;0.03177383914589882;0.0019072620198130608;0.015927758067846298;0.01281039323657751;0.00024686078540980816
11;0.03420703113079071;0.031112123280763626;0.0018193589057773352;0.014313697814941406;0.0112445168197155;0.00018176950106862932
12;0.03350064158439636;0.030452219769358635;0.001750578754581511;0.015715796500444412;0.01269440446048975;0.00023706263164058328
13;0.03326075151562691;0.030259745195508003;0.0017279611201956868;0.018088193610310555;0.015112749300897121;0.0002925860753748566
14;0.033035848289728165;0.030067237094044685;0.0017038109945133328;0.015957215800881386;0.013008898124098778;0.00027774315094575286
15;0.03164408355951309;0.028920432552695274;0.0016073251608759165;0.015362187288701534;0.01278360839933157;0.00021566665964201093
16;0.03099120780825615;0.028489232063293457;0.0015544474590569735;0.016799652948975563;0.01435429323464632;0.0002662302285898477
17;0.030686380341649055;0.02828526496887207;0.0015354239149019122;0.015749188140034676;0.013384648598730564;0.00024666162789799273
