EventNum,Polarization,Area,CalConst,Baseline,QMeterNum,QMeterName,MagCurrent,EIPFreq,HPFreq,uWaveFreq,uWavePower,FMAmplitude,FMOffset,ScanSweeps,ScanSteps,ScanFreq,RFFreq,RFMod,RFPower,YaleGain,DCLevel,He3Press,He3Temp,He4Temp,He4Press,SepFlow,MainFlow,MagLevel,RFVolts,LN2Level,VacPress,Comment,TopChip,BottomChip,CarbonGlass,Collector
1706040788,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706041160,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706041588,,,-2.037712E+1,0,4,Top Proton,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706041948,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,500,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706041999,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,500,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042045,,,-2.037712E+1,0,4,Top Proton,0.000000,,,,,,,500,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042096,-4.259994E-3,1.792082E-3,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042103,5.608549E-3,-2.359388E-3,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042109,8.665357E-3,-3.645317E-3,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042116,9.267530E-3,-3.898638E-3,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042122,-9.292075E-4,3.908963E-4,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042129,7.880004E-4,-3.314937E-4,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042135,1.101645E-2,-4.634367E-3,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042142,6.022577E-3,-2.533560E-3,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042149,3.505008E-3,-1.474477E-3,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042155,7.215605E-3,-3.035440E-3,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042162,6.057280E-3,-2.548159E-3,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042168,7.668881E-5,-3.226123E-5,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042175,6.073034E-3,-2.554787E-3,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042181,-5.700625E-3,2.398123E-3,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042188,4.945192E-3,-2.080329E-3,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042195,7.948435E-3,-3.343725E-3,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042201,6.573931E-3,-2.765502E-3,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042208,3.802358E-4,-1.599565E-4,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706042214,-5.890361E-4,2.477940E-4,-2.377120E+0,1706041160,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
