epoch,learning_rate,loss,mae,relative_percent_error,val_loss,val_mae,val_relative_percent_error
0,0.0010000000474974513,0.13128171861171722,0.07849302142858505,1063.8575439453125,0.03853219002485275,0.05185674875974655,891.6859130859375
1,0.0010000000474974513,0.020628105849027634,0.04354270175099373,788.6040649414062,0.008228862658143044,0.016820348799228668,932.153076171875
2,0.0010000000474974513,0.005331513471901417,0.02831261232495308,669.4635009765625,0.0037979341577738523,0.04029567539691925,1327.9088134765625
3,0.0010000000474974513,0.0024834524374455214,0.02504117414355278,656.869140625,0.0019193593179807067,0.027543606236577034,963.5987548828125
4,0.0010000000474974513,0.00149285770021379,0.021416138857603073,662.6710815429688,0.0008806288242340088,0.013186461292207241,873.3184204101562
5,0.0010000000474974513,0.001144991721957922,0.020705927163362503,639.1212768554688,0.0009081395692192018,0.020339343696832657,1143.10498046875
6,0.0010000000474974513,0.0007590199238620698,0.018895458430051804,641.5029907226562,0.0006741807446815073,0.017961420118808746,660.7989501953125
7,0.0010000000474974513,0.0005985835450701416,0.017357664182782173,627.0570678710938,0.0006271401070989668,0.01851135864853859,673.4299926757812
8,0.0010000000474974513,0.0005197651335038245,0.016811175271868706,637.5593872070312,0.0004393007548060268,0.016306249424815178,858.427734375
9,0.0010000000474974513,0.0004681872087530792,0.015874255448579788,631.42431640625,0.0002892258926294744,0.009081071242690086,825.8382568359375
10,0.0010000000474974513,0.000407713174354285,0.014325094409286976,635.9232177734375,0.0003763585991691798,0.012975183315575123,699.3046875
11,0.0010000000474974513,0.0003536659642122686,0.01205119863152504,629.4864501953125,0.0002495996595826,0.008165555074810982,814.284912109375
12,0.0010000000474974513,0.00033306379918940365,0.01263637375086546,634.8786010742188,0.0002432266774121672,0.0092441001906991,838.5167846679688
13,0.0010000000474974513,0.00031592173036187887,0.011951184831559658,636.4161987304688,0.00021917169215157628,0.00782964751124382,785.4982299804688
14,0.0010000000474974513,0.00030838424572721124,0.011577077209949493,636.4381103515625,0.0003253034665249288,0.014261537231504917,821.27783203125
15,0.0010000000474974513,0.00030572814284823835,0.011923236772418022,639.8480224609375,0.00026252929819747806,0.009705920703709126,783.2955322265625
16,0.0010000000474974513,0.00029955236823298037,0.011490454897284508,632.0697021484375,0.0002957447140943259,0.011993718333542347,858.4678955078125
17,0.0010000000474974513,0.00028981370269320905,0.011618917807936668,635.0195922851562,0.00027974843396805227,0.011921131983399391,843.6292114257812
18,0.0010000000474974513,0.0002751780266407877,0.010328244417905807,637.2066650390625,0.00020170252537354827,0.00460593868046999,757.6397094726562
19,0.0010000000474974513,0.0002801135997287929,0.011422962881624699,638.2182006835938,0.00022166290727909654,0.007116649765521288,824.3301391601562
20,0.0010000000474974513,0.0002699414035305381,0.010676180943846703,632.4895629882812,0.00020447660062927753,0.005664944648742676,852.8427734375
21,0.0010000000474974513,0.0002825447591021657,0.010760640725493431,629.3555297851562,0.00029492215253412724,0.013352806679904461,928.4044799804688
22,0.0010000000474974513,0.0002746507234405726,0.01014562789350748,631.4004516601562,0.00020493194460868835,0.006588311865925789,764.0090942382812
23,0.0010000000474974513,0.0002893400378525257,0.010602478869259357,632.7052001953125,0.00028648393345065415,0.011588634923100471,841.7327270507812
24,0.0010000000474974513,0.0002895634970627725,0.010904151014983654,639.4408569335938,0.00025719142286106944,0.01071347389370203,838.106689453125
25,0.0010000000474974513,0.0002739327901508659,0.010677210986614227,634.8683471679688,0.00025364148314110935,0.010450690984725952,817.5748901367188
26,0.0010000000474974513,0.0002520670532248914,0.009459840133786201,634.6272583007812,0.0002552011574152857,0.011904801242053509,834.096923828125
27,0.0010000000474974513,0.0002424434496788308,0.009995835833251476,635.3746948242188,0.000243328555370681,0.010166055522859097,825.57958984375
28,0.0010000000474974513,0.0002358532656216994,0.00945165753364563,631.0703735351562,0.00022398911823984236,0.009250905364751816,823.432373046875
