epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.8812028765678406,0.9231156706809998,0.2336319386959076,0.7334262132644653,0.8469114303588867,0.3456327021121979
1,0.9497485160827637,0.9648716449737549,0.11879456788301468,0.9559030532836914,0.9696338772773743,0.09974854439496994
2,0.9562545418739319,0.9693902730941772,0.10422851890325546,0.9494193196296692,0.9676198959350586,0.09939013421535492
3,0.9584641456604004,0.971354067325592,0.0971962958574295,0.9488464593887329,0.9670873284339905,0.09800953418016434
4,0.9597809910774231,0.9720407128334045,0.09324908256530762,0.9612410068511963,0.9731726050376892,0.08528770506381989
5,0.961525559425354,0.973580539226532,0.08857674896717072,0.9650296568870544,0.9747884273529053,0.08364304900169373
6,0.9620389342308044,0.974195659160614,0.08642181754112244,0.9590798020362854,0.9722785949707031,0.08382567763328552
7,0.9623997211456299,0.9745547771453857,0.08400647342205048,0.9596526622772217,0.9728902578353882,0.08225373923778534
8,0.9634487628936768,0.975269079208374,0.08160694688558578,0.965732753276825,0.9756137132644653,0.07989867031574249
9,0.9635417461395264,0.9754138588905334,0.08081834018230438,0.9689745903015137,0.968768835067749,0.11363405734300613
10,0.9637351632118225,0.97569340467453,0.08009370416402817,0.9424278736114502,0.9642557501792908,0.09875704348087311
11,0.9640253186225891,0.9754394888877869,0.08010359108448029,0.9696515798568726,0.9736068248748779,0.09436467289924622
12,0.9648250937461853,0.9764315485954285,0.0769030898809433,0.9695343971252441,0.9740257263183594,0.0886366218328476
13,0.9643415212631226,0.9759264588356018,0.07749326527118683,0.9695214033126831,0.9738948345184326,0.08909923583269119
14,0.9656583666801453,0.9766566157341003,0.07562234252691269,0.9602906107902527,0.9736509919166565,0.07966072112321854
15,0.9648511409759521,0.9765419363975525,0.07596417516469955,0.9672560095787048,0.9756332635879517,0.08099618554115295
16,0.965111494064331,0.9765154719352722,0.07572341710329056,0.9670346975326538,0.9658539295196533,0.12654384970664978
17,0.9652156829833984,0.9767518639564514,0.07457584142684937,0.9658629298210144,0.9753091931343079,0.07776819914579391
18,0.965755045413971,0.9769188165664673,0.07478795945644379,0.966370701789856,0.9759901165962219,0.0773397833108902
19,0.9659410715103149,0.9771367907524109,0.0732179507613182,0.9646521210670471,0.9751172661781311,0.07872829586267471
20,0.966800332069397,0.9775623083114624,0.07199709117412567,0.9657978415489197,0.9760426878929138,0.07836940139532089
21,0.9666627049446106,0.9779186844825745,0.07183461636304855,0.9669955968856812,0.9764618277549744,0.07627641409635544
22,0.9675443172454834,0.9784930944442749,0.07003980129957199,0.9621133208274841,0.9743735194206238,0.07685591280460358
23,0.967406690120697,0.9782620668411255,0.07021379470825195,0.9656155705451965,0.976003885269165,0.07514544576406479
24,0.9678270220756531,0.9788178205490112,0.06796477735042572,0.9679070115089417,0.9734504818916321,0.08644596487283707
25,0.9683403372764587,0.9788053035736084,0.06753332912921906,0.967854917049408,0.968942403793335,0.1110314205288887
26,0.9691066145896912,0.9795481562614441,0.06593658775091171,0.9662925601005554,0.975410521030426,0.07703439146280289
27,0.9703193306922913,0.9803400635719299,0.0632738396525383,0.9689875841140747,0.9737048745155334,0.08830253779888153
28,0.9704309105873108,0.9806636571884155,0.06288465112447739,0.9659019708633423,0.97517991065979,0.07789088785648346
29,0.9713162183761597,0.9810981750488281,0.06151190027594566,0.9691829085350037,0.9713314175605774,0.1008240357041359
30,0.9726070165634155,0.9819265007972717,0.059100192040205,0.9675033688545227,0.9734644293785095,0.08599470555782318
31,0.973131537437439,0.982388436794281,0.0575692392885685,0.9686881303787231,0.9728057980537415,0.09103354811668396
0,0.8813702464103699,0.9231382012367249,0.23357230424880981,0.7324497699737549,0.8468881249427795,0.3459170162677765
1,0.9497634172439575,0.9649037718772888,0.11878139525651932,0.9553301930427551,0.9694785475730896,0.10007161647081375
2,0.956206202507019,0.9693222641944885,0.10424430668354034,0.9523877501487732,0.9692836403846741,0.09634337574243546
3,0.9584566950798035,0.971426784992218,0.09726331382989883,0.9499010443687439,0.9676960706710815,0.0975879654288292
4,0.9596880078315735,0.9720669388771057,0.09337574243545532,0.9624648690223694,0.9736098647117615,0.08519595861434937
5,0.9614102840423584,0.9735813140869141,0.08874455094337463,0.965745747089386,0.9746420383453369,0.08509749919176102
6,0.961908757686615,0.9739976525306702,0.0866401344537735,0.9599260687828064,0.9728448987007141,0.08304208517074585
7,0.9622992873191833,0.9746344089508057,0.0842166468501091,0.9629335403442383,0.9743133783340454,0.08014500886201859
8,0.9633669257164001,0.9751537442207336,0.08192795515060425,0.9681283235549927,0.9758425951004028,0.08305756747722626
9,0.9635194540023804,0.9756367802619934,0.08080846071243286,0.9694693088531494,0.9712737798690796,0.1036638393998146
10,0.9640364646911621,0.9756093621253967,0.08017592132091522,0.9584678411483765,0.9726830720901489,0.08107589185237885
11,0.9639397859573364,0.9755756258964539,0.07994300872087479,0.9678158760070801,0.9682363867759705,0.11967933177947998
12,0.9646465182304382,0.9761414527893066,0.07697313278913498,0.9687792658805847,0.9748745560646057,0.08193223923444748
13,0.9644047617912292,0.9764933586120605,0.07727295160293579,0.9700812697410583,0.9727737307548523,0.09822824597358704
14,0.965316116809845,0.9766564965248108,0.07577137649059296,0.9593011140823364,0.9735975861549377,0.07817582786083221
15,0.9650110602378845,0.9762975573539734,0.07583415508270264,0.9630116820335388,0.9751858115196228,0.07830025255680084
16,0.9653830528259277,0.9766073822975159,0.07537245005369186,0.9690657258033752,0.972615122795105,0.09896209090948105
17,0.9655206799507141,0.9767963290214539,0.07475677132606506,0.9685840010643005,0.9757590293884277,0.0796450823545456
18,0.9659038782119751,0.9770223498344421,0.07430586218833923,0.9687402248382568,0.9753254055976868,0.08011752367019653
