epoch;loss;mean_squared_error;val_loss;val_mean_squared_error
23;3.5143623335898155e-06;1.7306439303865773e-06;2.3167410745372763e-06;5.607428761322808e-07
24;3.4589245387905976e-06;1.7286411093664356e-06;2.2379683741746703e-06;5.337898301149835e-07
25;3.3924416129593737e-06;1.712451876301202e-06;2.174862629544805e-06;5.179279582989693e-07
26;3.340376906635356e-06;1.70736836935248e-06;2.1200260107434588e-06;5.108298068989825e-07
27;3.2853004086064175e-06;1.6985978845696081e-06;2.079273144772742e-06;5.145053023625223e-07
28;3.243810624553589e-06;1.699775339147891e-06;2.070527216346818e-06;5.460200327433995e-07
29;3.197017122147372e-06;1.6934990298977937e-06;1.981555669772206e-06;4.990472461940954e-07
30;3.1360634693555767e-06;1.6723356566217262e-06;2.0013378616567934e-06;5.563086347137869e-07
31;3.0936898838263005e-06;1.6666418787281145e-06;1.8550520053395303e-06;4.459574824977608e-07
32;3.055624119951972e-06;1.6640562989778118e-06;1.9449100818746956e-06;5.715896804758813e-07
33;3.0176017844496528e-06;1.6597349485891755e-06;1.9111505480395863e-06;5.681397396983812e-07
34;2.9767188607365824e-06;1.6492615486640716e-06;1.7869147086457815e-06;4.7596981289643736e-07
35;2.939238129329169e-06;1.64248797318578e-06;1.7850936728791567e-06;5.040470796302543e-07
36;2.9057293886580737e-06;1.6390577002312057e-06;1.8004208186539472e-06;5.476515525515424e-07
37;2.8678007311100373e-06;1.630504016247869e-06;1.7294194094574777e-06;5.068059181212448e-07
38;2.8337049116089474e-06;1.6246638097072719e-06;1.6855374269653112e-06;4.886605324827542e-07
39;2.7979756396234734e-06;1.6147479300343548e-06;1.6188809013328864e-06;4.4667694965028204e-07
40;2.769322918538819e-06;1.609233095223317e-06;1.6532812878722325e-06;5.066871153758257e-07
41;2.7423363917478127e-06;1.6071575146270334e-06;1.6233917676800047e-06;4.997662585992657e-07
42;2.711101615204825e-06;1.5979936733856448e-06;1.5846369478822453e-06;4.819839318770391e-07
43;2.6730015179055044e-06;1.5822024579392746e-06;1.5967997342158924e-06;5.171578436602431e-07
44;2.655821162989014e-06;1.5863324733800255e-06;1.5362904832727509e-06;4.7732191887917e-07
45;2.6270756734447787e-06;1.5779606883370434e-06;1.5136017736949725e-06;4.7428761718038004e-07
46;2.6026109480881132e-06;1.5723087471997133e-06;1.5431186284331488e-06;5.221629635343561e-07
47;2.57362535194261e-06;1.5623678564224974e-06;1.4752866945855203e-06;4.7460238761232176e-07
48;2.548146767367143e-06;1.5560557358185179e-06;1.4680598496852326e-06;4.857797648583073e-07
49;2.528215873098816e-06;1.555436597300286e-06;1.4247947319745435e-06;4.607984180893254e-07
50;2.503886435079039e-06;1.5465170690731611e-06;1.4714930784975877e-06;5.220072125666775e-07
51;2.4863304588507162e-06;1.5458060715900501e-06;1.4312042821984505e-06;4.989664716958941e-07
52;2.463605369484867e-06;1.5392162140415167e-06;1.390751890539832e-06;4.7333477937172574e-07
53;2.4450996534142178e-06;1.5358137943621841e-06;1.3338226381165441e-06;4.3314693698448536e-07
54;2.4206271973525872e-06;1.5260974350894685e-06;1.3308634834174882e-06;4.444380863333208e-07
55;2.4131741156452335e-06;1.532332362330635e-06;1.3486450143318507e-06;4.7434551220248977e-07
56;2.3819043235562276e-06;1.5152695596043486e-06;1.2995171800866956e-06;4.4001293986184464e-07
57;2.3706963929726044e-06;1.5170379583651084e-06;1.2660996162594529e-06;4.1822391949608573e-07
58;2.3517784484283766e-06;1.5108294064702932e-06;1.326240635535214e-06;4.912099029752426e-07
59;2.3316229089687113e-06;1.5030407212179853e-06;1.2982729913346702e-06;4.759407659093995e-07
60;2.3141012661653804e-06;1.498103529229411e-06;1.2664030464293319e-06;4.5542864768322033e-07
61;2.3052364213071996e-06;1.500075200056017e-06;1.2298224874029984e-06;4.3032028429479396e-07
62;2.2858432657812955e-06;1.4909178389643785e-06;1.2640699651456089e-06;4.748529534026602e-07
63;2.2688011540594744e-06;1.4855063454888295e-06;1.2087884897482581e-06;4.3174134134460473e-07
64;2.249209956062259e-06;1.4777507431062986e-06;1.2148138921475038e-06;4.4842090574093163e-07
65;2.2244628326006932e-06;1.4634410945291165e-06;1.256177938557812e-06;5.011757480133383e-07
66;2.214967253166833e-06;1.464142883378372e-06;1.1906907957381918e-06;4.4432013623918465e-07
67;2.2052711301512318e-06;1.4643200074715423e-06;1.1524267620188766e-06;4.171719467649382e-07
68;2.1940441001788713e-06;1.463791249989299e-06;1.1536226338648703e-06;4.289111927846534e-07
69;2.17560136661632e-06;1.4544956457029912e-06;1.1680687066473183e-06;4.5142061821934476e-07
70;2.1617704533127835e-06;1.4494123661279446e-06;1.1203457006558892e-06;4.12857474429984e-07
71;2.1490391191036906e-06;1.446441615371441e-06;1.1223766023249482e-06;4.247100093834888e-07
72;2.1357227524276823e-06;1.4426050256588496e-06;1.0873689006984932e-06;3.986078240814095e-07
73;2.131546352757141e-06;1.4466951370195602e-06;1.1141146387672052e-06;4.330892977577605e-07
74;2.115213874276378e-06;1.4385317399501218e-06;1.1129163794976193e-06;4.41022507402522e-07
75;2.0959357698302483e-06;1.4282063602877315e-06;1.1251104297116399e-06;4.6192215563678474e-07
76;2.0836343992414186e-06;1.4243208852349198e-06;1.0619294243952027e-06;4.062128198256687e-07
77;2.0737406885018572e-06;1.42235239763977e-06;1.087065129468101e-06;4.3989265918753517e-07
78;2.068659341603052e-06;1.4247650597098982e-06;1.0164698096559732e-06;3.759637650091463e-07
79;2.0500663140410325e-06;1.4135404171611299e-06;1.0195626600761898e-06;3.881016823470418e-07
80;2.035418219747953e-06;1.4081294921197696e-06;1.0319064358554897e-06;4.077997459717153e-07
81;2.0236591353750555e-06;1.4032087847226649e-06;1.0362971352151362e-06;4.188204059119016e-07
82;2.0263021269784076e-06;1.411248149452149e-06;1.0532029364185291e-06;4.409534142268967e-07
83;2.0071634025953244e-06;1.398943595631863e-06;9.922854360411293e-07;3.872461604714772e-07
84;1.9998713014501845e-06;1.3994033452036092e-06;9.953074595614453e-07;3.993021095993754e-07
85;1.9826193238259293e-06;1.3902257478548563e-06;1.0120975275640376e-06;4.2310807657486293e-07
86;1.9808301203738665e-06;1.3950233324067085e-06;9.85675114861806e-07;4.02831716428409e-07
87;1.9616088593465975e-06;1.3818333854942466e-06;9.508522680334863e-07;3.74839828509721e-07
88;1.9547594547475455e-06;1.3822731261825538e-06;9.913241001413553e-07;4.222256677621772e-07
89;1.950166279129917e-06;1.3846153024132946e-06;9.971225836125086e-07;4.344678643519728e-07
90;1.937234401339083e-06;1.3774430271951132e-06;9.330806847174244e-07;3.768355725242145e-07
91;1.9327931113366503e-06;1.3792434856441105e-06;9.252075301446894e-07;3.74530060298639e-07
92;1.9108481410512468e-06;1.3636698668051395e-06;9.219842240781873e-07;3.7835297916899435e-07
93;1.9138662992190802e-06;1.372226051898906e-06;9.172655950351327e-07;3.775418804252695e-07
94;1.9015142243006267e-06;1.3650363825945533e-06;9.581580115991528e-07;4.2560878910080646e-07
95;1.8891762465500506e-06;1.359244834020501e-06;9.295740142079012e-07;4.02472949190269e-07
96;1.8855527059713495e-06;1.3598836403616588e-06;9.121076800511219e-07;3.893161135692935e-07
97;1.873214500847098e-06;1.3532214779843343e-06;9.794629249881837e-07;4.621272182703251e-07
98;1.8679946833799477e-06;1.3532842331187567e-06;9.29389898374211e-07;4.179468078291393e-07
99;1.861447344708722e-06;1.353035827378335e-06;9.22377182632772e-07;4.168491614109371e-07
0;0.03636832535266876;0.03394130617380142;0.002434411784633994;1.0763325917650945e-05
1;0.002413948532193899;2.7787764338427223e-05;0.002308586146682501;1.202363728225464e-05
2;0.0019927031826227903;1.1747037206077948e-05;0.0016075379680842161;1.1176000043633394e-05
3;0.0012667425908148289;1.025541678245645e-05;0.0009841554565355182;8.795176654530223e-06
4;0.0007518043857999146;8.48956096888287e-06;0.0005583689780905843;6.384845164575381e-06
5;0.0004011881828773767;6.552628747158451e-06;0.00028482137713581324;4.181329586572247e-06
6;0.00020279550517443568;4.929849637846928e-06;0.0001326235505985096;2.6215841444354737e-06
7;8.268365490948781e-05;3.63006961379142e-06;4.1830880945781246e-05;1.8385622979621985e-06
8;2.4893732188502327e-05;2.8696738354483387e-06;1.1610307410592213e-05;9.973775831895182e-07
9;8.78855735209072e-06;2.5401238872291287e-06;4.683467523136642e-06;1.1514135849211016e-06
10;4.798907411895925e-06;2.390622739767423e-06;2.516264885343844e-06;8.422248924944142e-07
11;3.609896111811395e-06;2.281251681779395e-06;1.7836998722486896e-06;6.995245485086343e-07
12;3.145192295050947e-06;2.1959294826956466e-06;1.661890564719215e-06;8.192918699023721e-07
13;2.894635599659523e-06;2.117285248459666e-06;1.3396050917435787e-06;6.210244691828848e-07
14;2.694784825507668e-06;1.9888918814103818e-06;1.3897168855692144e-06;6.976630402277806e-07
15;2.647941300892853e-06;1.9692786281666486e-06;1.4027044699105318e-06;7.335698342103569e-07
16;2.6032978439616272e-06;1.9435738067841157e-06;1.306926719735202e-06;6.552220952471544e-07
17;2.5710407953738468e-06;1.9290821455797413e-06;1.156422626991116e-06;5.236464630797855e-07
18;2.548289785408997e-06;1.9218630313844187e-06;1.2324700264798594e-06;6.144354074422154e-07
19;2.5179322165058693e-06;1.9020687886950327e-06;1.2189149174446356e-06;6.046873863851943e-07
20;2.499730044291937e-06;1.8910538983618608e-06;1.2383177363517461e-06;6.330138830890064e-07
21;2.4896667127904948e-06;1.8874058014262118e-06;1.1415303333706106e-06;5.416873705144098e-07
22;2.489712414899259e-06;1.8931433487523464e-06;1.1763254406105261e-06;5.832165470565087e-07
23;2.464382532707532e-06;1.874073291219247e-06;1.219087494064297e-06;6.305954229901545e-07
24;2.4568557819293346e-06;1.872269081104605e-06;1.2129494280088693e-06;6.312744176284468e-07
25;2.445634208925185e-06;1.8675443698157324e-06;1.2206553492433159e-06;6.44246995307185e-07
26;2.4335699890798423e-06;1.861101509348373e-06;1.0937966408164357e-06;5.244460226094816e-07
27;2.4232215309893945e-06;1.8559198906586971e-06;1.2356814522718196e-06;6.689779183943756e-07
28;2.411237346677808e-06;1.8480325252312468e-06;1.05967865238199e-06;4.995832227905339e-07
29;2.4102052975649713e-06;1.8519627928981208e-06;1.1191931434950675e-06;5.637537014990812e-07
30;2.3973282168299193e-06;1.8434942603562376e-06;1.1688016456901096e-06;6.163649572954455e-07
31;2.387923359492561e-06;1.8386946294413065e-06;1.1855534012283897e-06;6.394336651283083e-07
32;2.3696072730672313e-06;1.8250673292641295e-06;1.090010414372955e-06;5.49050014342356e-07
33;2.3635068373550894e-06;1.824379410209076e-06;1.1597172715482884e-06;6.218384100975527e-07
34;2.350675686102477e-06;1.814638267205737e-06;1.097444624065247e-06;5.630522537103388e-07
35;2.3490881631005323e-06;1.816687131395156e-06;1.0811168067448307e-06;5.505142439687916e-07
36;2.338655804123846e-06;1.8103341972164344e-06;1.1667076478261151e-06;6.39807467450737e-07
37;2.3271697955351556e-06;1.802725364541402e-06;1.1071565495512914e-06;5.852332378708525e-07
38;2.31708918363438e-06;1.796410174392804e-06;1.0633085594236036e-06;5.444543376142974e-07
0;0.026233280077576637;0.02340991236269474;0.002832060679793358;1.0400864084658679e-05
1;0.002858328865841031;6.679673970211297e-05;0.002732916036620736;1.1192227248102427e-05
2;0.002458953531458974;1.286103724851273e-05;0.002033477183431387;1.1245349924138281e-05
3;0.0015103027690201998;1.084907944459701e-05;0.0010967255802825093;8.673110642121173e-06
4;0.0008141315192915499;9.391128514835145e-06;0.0005934277432970703;5.863959813723341e-06
5;0.00044268107740208507;7.666346391488332e-06;0.0003026310005225241;3.670653313747607e-06
6;0.00021216136519797146;5.630011855828343e-06;0.00013197114458307624;2.508156967451214e-06
7;8.405858534388244e-05;3.866441147692967e-06;4.5113334635971114e-05;1.6513055243194685e-06
8;2.7981295716017485e-05;2.821892167048645e-06;2.0806359316338785e-05;8.005802555999253e-06
9;9.639204108680133e-06;2.254447508676094e-06;4.736045866593486e-06;8.804814797258587e-07
10;4.43393264504266e-06;1.999682808673242e-06;2.4556779862905387e-06;9.366153790324461e-07
11;3.019240921275923e-06;1.8889764987761737e-06;1.384599158882338e-06;5.150512834006804e-07
12;2.5665715384093346e-06;1.8192411062045721e-06;1.3689408433492645e-06;7.25315203453647e-07
13;2.3506022444053087e-06;1.7585982732271077e-06;1.2533681683635223e-06;7.107821602403419e-07
14;2.18307309296506e-06;1.660376710788114e-06;1.0169115967073594e-06;5.105987952447322e-07
15;2.126493427567766e-06;1.6333378880517557e-06;9.70485302786983e-07;4.890050036010507e-07
16;2.0929019228788093e-06;1.6226648540396127e-06;9.82319420472777e-07;5.210770837038581e-07
17;2.0644638425437734e-06;1.6132402151924907e-06;8.930808235163568e-07;4.508243307554949e-07
18;2.0414424852788216e-06;1.6077256077551283e-06;9.428969178770785e-07;5.168967049939965e-07
19;2.0123795820836676e-06;1.5913144579826621e-06;8.651828125039174e-07;4.481156850033585e-07
20;1.9860144675476477e-06;1.572998598931008e-06;8.878567427927919e-07;4.785958935826784e-07
21;1.986249571928056e-06;1.5810247759873164e-06;8.981747328107303e-07;4.96412098982546e-07
22;1.970399807760259e-06;1.5729616507087485e-06;9.55229438659444e-07;5.616329872282222e-07
23;1.9590638657973614e-06;1.568594598211348e-06;8.133523579090252e-07;4.261927983861824e-07
24;1.9485944449115777e-06;1.565729803587601e-06;8.050845394791395e-07;4.2604176542226924e-07
25;1.9321412310091546e-06;1.5552576542177121e-06;7.949218456815288e-07;4.210591555420251e-07
26;1.923267291203956e-06;1.5535418924628175e-06;8.019962365324318e-07;4.3531201754376525e-07
27;1.9100575627817307e-06;1.5462800320165115e-06;7.489877589250682e-07;3.889999504735897e-07
28;1.8950213416246697e-06;1.5379613387267455e-06;7.637145813532698e-07;4.102488446733332e-07
29;1.8876395415645675e-06;1.5375014754681615e-06;8.641767408334999e-07;5.165580887478427e-07
30;1.8851372942663147e-06;1.5406075135615538e-06;7.939996748973499e-07;4.521970993209834e-07
31;1.8706193714024266e-06;1.5320345028158044e-06;7.304998916879413e-07;3.9496288195550733e-07
32;1.8500934402254643e-06;1.5167867104537436e-06;7.554009471277823e-07;4.247831384418532e-07
33;1.8518641127229785e-06;1.5233551948767854e-06;7.541409559053136e-07;4.281937435735017e-07
34;1.8378391359874513e-06;1.5142707070481265e-06;7.017825396360422e-07;3.8070709251769586e-07
35;1.8263201582158217e-06;1.5074438124429435e-06;7.025122386039584e-07;3.8626029663646477e-07
36;1.8231390868095332e-06;1.5093912679731147e-06;7.374003416771302e-07;4.2585395476635313e-07
37;1.8132316199626075e-06;1.5034831903903978e-06;7.10372944467963e-07;4.02579132696701e-07
38;1.8035279936157167e-06;1.4983592109274468e-06;7.4529322091621e-07;4.424008466230589e-07
39;1.7956672309082933e-06;1.4955880942579824e-06;7.326131026275107e-07;4.345017998730327e-07
40;1.781710466275399e-06;1.4857350834063254e-06;6.971702077862574e-07;4.0315046589967096e-07
41;1.7730025092532742e-06;1.4810439097345807e-06;6.523053457385686e-07;3.628351521456352e-07
42;1.7750747929312638e-06;1.4873963891659514e-06;6.414378503905027e-07;3.556978072083439e-07
43;1.7517766082164599e-06;1.4681779703096254e-06;6.843544611001562e-07;4.033908282963239e-07
44;1.7487490140410955e-06;1.4691049727844074e-06;6.877503437863197e-07;4.098314150269289e-07
45;1.736528815854399e-06;1.4608398259952082e-06;6.831226073700236e-07;4.0918152421909326e-07
46;1.7259098967770115e-06;1.4544742725774995e-06;6.607652380807849e-07;3.918026436622313e-07
47;1.71810143001494e-06;1.45110413996008e-06;6.441338200602331e-07;3.7901352811786637e-07
48;1.716404199214594e-06;1.4531879060086794e-06;6.670366019534413e-07;4.058600211465091e-07
49;1.7015952380461385e-06;1.4423114862438524e-06;6.612089009649935e-07;4.035489382658852e-07
50;1.6959296544882818e-06;1.4403949535335414e-06;6.27575616363174e-07;3.744318064491381e-07
51;1.6890245433387463e-06;1.437609967069875e-06;6.045175382496382e-07;3.5544053389457986e-07
52;1.678377316238766e-06;1.4306226603366667e-06;6.449120633078564e-07;3.9919700611790176e-07
53;1.672876464908768e-06;1.4292041896624141e-06;5.77481955588155e-07;3.361957396919024e-07
54;1.6566770000281394e-06;1.4170375379762845e-06;6.463031354542181e-07;4.085773070983123e-07
55;1.6482720184285427e-06;1.412940832778986e-06;5.812353265355341e-07;3.4824003591893415e-07
56;1.6451181181764696e-06;1.4139181985228788e-06;5.895279286960431e-07;3.6018136029269954e-07
57;1.6374497135984711e-06;1.4101950682743336e-06;5.762558430433273e-07;3.5145461652064114e-07
58;1.6232175994446152e-06;1.4007555364514701e-06;5.630164423564565e-07;3.424042915867176e-07
59;1.6092873238449101e-06;1.3909043445892166e-06;5.566563459069584e-07;3.405545214718586e-07
60;1.604457452231145e-06;1.3907116453992785e-06;5.686831059392716e-07;3.5721271274269384e-07
61;1.5974646885297261e-06;1.3879339348932263e-06;5.599307542070164e-07;3.527588887664024e-07
62;1.5804275790287647e-06;1.3757119177171262e-06;5.275703074403282e-07;3.25139808410313e-07
63;1.569459186612221e-06;1.3695270126845571e-06;5.500197062247025e-07;3.523834095631173e-07
64;1.5604281315972912e-06;1.3654113217853592e-06;5.290973490446049e-07;3.369810315234645e-07
65;1.552467665533186e-06;1.3627416137751425e-06;4.964795152773149e-07;3.0935342465454596e-07
66;1.5420366707985522e-06;1.3577772506323527e-06;4.783140639119665e-07;2.9729449124715757e-07
67;1.52759230331867e-06;1.3496741075869068e-06;5.537220886253635e-07;3.7897217453064513e-07
68;1.5183870800683508e-06;1.3470291833073134e-06;5.055787823948776e-07;3.378609960691392e-07
69;1.5061100384627935e-06;1.341655433861888e-06;5.19112404617772e-07;3.580461225283216e-07
70;1.4917978887751815e-06;1.3340637678993517e-06;4.6042862322792644e-07;3.062970108658192e-07
71;1.488862608312047e-06;1.337113417321234e-06;4.6070550752119743e-07;3.1180690029941616e-07
72;1.4784682207391597e-06;1.3321239293873077e-06;4.7080155241019384e-07;3.2692244644749735e-07
73;1.4701223562951782e-06;1.328544726675318e-06;4.57474783388534e-07;3.1807718414711417e-07
74;1.4627868267780286e-06;1.3256067177280784e-06;4.962967636856774e-07;3.6144578530183935e-07
75;1.463551598135382e-06;1.3303299510880606e-06;4.5728631903330097e-07;3.259987977344281e-07
76;1.452562855774886e-06;1.3232731816970045e-06;4.4295774159763823e-07;3.1561305036120757e-07
77;1.4503764305118239e-06;1.3245576155895833e-06;4.235653250361793e-07;2.992650820488052e-07
78;1.4462785884461482e-06;1.323406081610301e-06;4.2445626036169415e-07;3.03031043813462e-07
79;1.4407223716261797e-06;1.3207672964199446e-06;4.746380568576569e-07;3.5602292314251827e-07
80;1.4379075992110302e-06;1.320702608609281e-06;4.569572809032252e-07;3.409236910556501e-07
81;1.4315171483758604e-06;1.3166293229005532e-06;4.5876160470470495e-07;3.453590124991024e-07
82;1.4286479199654423e-06;1.3161657079763245e-06;4.234367168010067e-07;3.1195918381854426e-07
83;1.4269085113483015e-06;1.3165146128812921e-06;3.8493499232572503e-07;2.755039361090894e-07
84;1.4268030099628959e-06;1.3182783504817053e-06;4.307705978590093e-07;3.231862706343236e-07
85;1.4209933851816459e-06;1.31441800022003e-06;4.0348510310650454e-07;2.9815572588631767e-07
86;1.422074319634703e-06;1.3172851822673692e-06;4.131996149681072e-07;3.091650171427318e-07
87;1.4148205309538753e-06;1.3116340369379031e-06;4.291319157800899e-07;3.26980995168924e-07
88;1.4097472558205482e-06;1.3081307770335115e-06;3.9997445355766104e-07;2.9906397003287566e-07
89;1.406521505487035e-06;1.3063646520095062e-06;3.8228156995501195e-07;2.8285984399190056e-07
90;1.4033873867447255e-06;1.3045658988630748e-06;4.323194673361286e-07;3.344272840877238e-07
91;1.3989134686198668e-06;1.3016799584875116e-06;4.2731963389996963e-07;3.3069699156840215e-07
92;1.4005617003931548e-06;1.3043866147199878e-06;4.050965571877896e-07;3.0974825904195313e-07
93;1.399759980813542e-06;1.3048787650404847e-06;3.8642153299406345e-07;2.919223049957509e-07
94;1.3958094768895535e-06;1.3018845947954105e-06;4.0011457258515293e-07;3.068738294587092e-07
95;1.3903605804443941e-06;1.2975832532902132e-06;4.6665991249028593e-07;3.7443530231939803e-07
96;1.3896446944272611e-06;1.297862695537333e-06;3.9736065104989393e-07;3.059405742078525e-07
97;1.3847359241481172e-06;1.2940033684571972e-06;4.2316136728004494e-07;3.3281796163464605e-07
98;1.3867438610759564e-06;1.296887035096006e-06;3.92547633509821e-07;3.0305423592835723e-07
99;1.383730136694794e-06;1.294852040700789e-06;4.1280060258941376e-07;3.243049775392137e-07
0;0.0027268221601843834;0.0003985298681072891;0.0006400166894309223;3.8850685086799785e-06
1;9.249289723811671e-05;2.690619339773548e-06;3.7511965729208896e-06;1.5390041880891658e-06
2;2.419021484456607e-06;1.428114273949177e-06;8.042706554078904e-07;4.064821155225218e-07
3;1.2741440968966344e-06;9.336846460428205e-07;8.120171628434036e-07;5.162247589396429e-07
4;1.1187269137735711e-06;8.502570949531219e-07;7.663703627258656e-07;5.296679432831297e-07
5;1.0337694220652338e-06;8.000295679266856e-07;5.91879029343545e-07;3.6139996950623754e-07
6;9.768466497916961e-07;7.617899768774805e-07;6.51913126148429e-07;4.515858336162637e-07
7;7.104299584170803e-07;5.826919959872612e-07;3.7823315324203577e-07;2.610449882922694e-07
8;6.90430454142188e-07;5.725619303120766e-07;4.878955905951443e-07;3.7311079381652235e-07
9;6.808592729612428e-07;5.650786647493078e-07;3.702938045080373e-07;2.559882545938308e-07
10;6.740719982190058e-07;5.596394316853548e-07;3.307728491108719e-07;2.1555200646616868e-07
11;6.674966357422818e-07;5.544509917854157e-07;2.844675748292502e-07;1.7130439289303467e-07
12;5.871727353223832e-07;4.870392444900062e-07;2.4995389935611456e-07;1.5278715181921143e-07
13;5.76924094275455e-07;4.82238419863279e-07;2.4113123231472855e-07;1.4605214460061688e-07
14;5.7449830137557e-07;4.811139433513745e-07;2.5747885956661776e-07;1.642496698650575e-07
15;5.711284529752447e-07;4.782104383593833e-07;3.261835104240163e-07;2.337298923293929e-07
16;5.666918241331587e-07;4.7464405383834674e-07;2.6138363296013267e-07;1.6973268657238805e-07
17;5.436631909105927e-07;4.524521841631213e-07;2.700248842302244e-07;1.7934675611286366e-07
18;5.407895855569222e-07;4.508771382916166e-07;2.6382838314020773e-07;1.7429039189664763e-07
19;5.403737759479554e-07;4.5132421178095683e-07;2.676118810995831e-07;1.7897394855026505e-07
20;5.386731345424778e-07;4.5023432448942913e-07;2.613660683437047e-07;1.7297543308814056e-07
21;5.371950351218402e-07;4.491687946028833e-07;2.590151382264594e-07;1.7122761164500844e-07
22;5.321803655533586e-07;4.443728016667592e-07;2.6125817953470687e-07;1.7335608504254196e-07
23;5.306539492266893e-07;4.4291203948887414e-07;2.5981583462453273e-07;1.7215043612850423e-07
0;0.022426512092351913;0.020889369770884514;0.0015451962826773524;8.011085810721852e-06
1;0.0015578988241031766;4.366668872535229e-05;0.0014707533409819007;1.1307163731544279e-05
2;0.0012742489343509078;1.145908663602313e-05;0.0010045318631455302;1.0472864232724532e-05
3;0.0007561175152659416;9.493744983046781e-06;0.0005516053643077612;6.682514140265994e-06
4;0.00042614160338416696;7.643374374310952e-06;0.00031032043625600636;3.930947968910914e-06
5;0.00022779556456953287;5.618337127089035e-06;0.0001527712884126231;2.132514282493503e-06
6;0.0001049040729412809;3.7704157875850797e-06;6.226944242371246e-05;1.503261387370003e-06
7;3.993251084466465e-05;2.758823484327877e-06;2.157555900339503e-05;1.34378149141412e-06
8;1.4318593457574025e-05;2.2348940547090024e-06;7.959296453918796e-06;1.3438614132610383e-06
9;6.0660609051410574e-06;1.8837963580153883e-06;3.487426056381082e-06;9.75494117483322e-07
10;3.3442731819377514e-06;1.6321160956067615e-06;1.710208607619279e-06;5.552652737605968e-07
11;2.363912926739431e-06;1.4866619721942698e-06;1.2381990472931648e-06;5.602254304903909e-07
12;1.9669901121233124e-06;1.399217580910772e-06;1.0097855920321308e-06;5.292674245538365e-07
13;1.781969785952242e-06;1.3190880281399586e-06;8.692844630786567e-07;4.2055253857142816e-07
14;1.7365728126605973e-06;1.30200487546972e-06;8.239321687142365e-07;4.013645593659021e-07
15;1.6926974240050185e-06;1.2822640655940631e-06;7.416718972308445e-07;3.424771364279877e-07
16;1.6577639598835958e-06;1.2683456134254811e-06;7.395721581815451e-07;3.596686610762845e-07
17;1.6300512015732238e-06;1.2583741408889182e-06;7.533707844231685e-07;3.9030169318721164e-07
18;1.6040212358348072e-06;1.2444719459381304e-06;6.872429025861493e-07;3.313732861442986e-07
19;1.5849535657253e-06;1.2331520338193513e-06;6.72841849791439e-07;3.2459001886309125e-07
20;1.5720227111160057e-06;1.227429152095283e-06;6.548717124132963e-07;3.1368369945994345e-07
21;1.5644603763576015e-06;1.2270719480511616e-06;6.548982014464855e-07;3.205466896361031e-07
22;1.5461964721907862e-06;1.215601173498726e-06;6.217867394298082e-07;2.9447753036038193e-07
23;1.5307812191167613e-06;1.2064994052707334e-06;6.374799568220624e-07;3.162222128594294e-07
24;1.5239871800076799e-06;1.2057998901582323e-06;6.513716925837798e-07;3.365817917710956e-07
25;1.5144452163440292e-06;1.2022132978017908e-06;6.367728815348528e-07;3.275880828823574e-07
26;1.4987784879849642e-06;1.192059244203847e-06;6.193855028868711e-07;3.154754892875644e-07
27;1.4826933920630836e-06;1.1816885034932056e-06;5.98467863710539e-07;2.9998699346833746e-07
28;1.4774366263736738e-06;1.1818992788903415e-06;6.015647500134946e-07;3.077750250213285e-07
