epoch;loss;mae;mse;val_loss;val_mae;val_mse
0;0.24771437048912048;0.245397686958313;0.08045227080583572;0.24625204503536224;0.24625204503536224;0.08061534911394119
1;0.24543942511081696;0.24543942511081696;0.08047569543123245;0.24580737948417664;0.24580737948417664;0.0802900642156601
2;0.24545003473758698;0.24545003473758698;0.0804717019200325;0.24611221253871918;0.24611221253871918;0.08050583302974701
3;0.24546228349208832;0.24546228349208832;0.08047030866146088;0.24575422704219818;0.24575422704219818;0.0802561417222023
4;0.24545074999332428;0.24545074999332428;0.08043869584798813;0.2456960380077362;0.2456960380077362;0.08023016154766083
5;0.2454177439212799;0.2454177439212799;0.08046626299619675;0.2460678517818451;0.2460678517818451;0.08047273010015488
6;0.245432510972023;0.245432510972023;0.08046208322048187;0.24576596915721893;0.24576596915721893;0.08026371896266937
7;0.2454247772693634;0.2454247772693634;0.08044920861721039;0.24594369530677795;0.24594369530677795;0.0803832858800888
8;0.24544233083724976;0.24544233083724976;0.08045478910207748;0.2457304149866104;0.2457304149866104;0.08024381101131439
9;0.24543648958206177;0.24543648958206177;0.08044373989105225;0.2457469254732132;0.2457469254732132;0.08025256544351578
