epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.00020000000949949026,0.0011727012461051345,0.007578859571367502,9.455192753193842e-07,0.0011555056553333998
1,8.000000525498763e-05,9.757336556504015e-07,0.0011648648651316762,8.801794706414512e-07,0.0011109801707789302
2,4.8000001697801054e-05,9.270746090805915e-07,0.0011297643650323153,8.311906185554108e-07,0.001074797473847866
3,3.840000135824084e-05,8.803579021332553e-07,0.0010962021769955754,7.859046604608011e-07,0.0010400047758594155
4,3.840000135824084e-05,8.483113447255164e-07,0.0010694069787859917,7.442887977049395e-07,0.0010082960361614823
5,3.840000135824084e-05,8.109287819024757e-07,0.0010413270210847259,7.056135586935852e-07,0.0009792709024623036
6,3.839990677079186e-05,7.770733532197482e-07,0.0010165770072489977,6.680496653643786e-07,0.0009503600304014981
7,3.8399524783017114e-05,7.434051099153294e-07,0.000993137713521719,6.353118919832923e-07,0.000925793603528291
8,3.839866258203983e-05,7.137241482269019e-07,0.0009712048340588808,6.030439863025094e-07,0.0009004099993035197
9,3.839713099296205e-05,6.841223125775286e-07,0.0009497833088971674,5.759526970905426e-07,0.0008793487795628607
10,3.839473720290698e-05,6.58163401112688e-07,0.0009315746137872338,5.50463028048398e-07,0.0008591511286795139
11,3.8391292036976665e-05,6.349474688249757e-07,0.0009145578369498253,5.28211955952429e-07,0.0008414539624936879
12,3.8386602682294324e-05,6.129396865617309e-07,0.0008985247113741934,5.068110340289422e-07,0.0008243520860560238
13,3.838047996396199e-05,5.939339189353632e-07,0.0008845054544508457,4.919900220556883e-07,0.0008128150948323309
14,3.837273106910288e-05,5.801696829621505e-07,0.0008741184719838202,4.770944883603079e-07,0.0008007891592569649
15,3.836316682281904e-05,5.646439262818603e-07,0.000862708839122206,4.598805389832705e-07,0.0007867991807870567
16,3.835159805021249e-05,5.479006404129905e-07,0.0008508188184350729,4.511615259161772e-07,0.000780013739131391
17,3.833783557638526e-05,5.362729211810802e-07,0.0008419725927524269,4.360389596058667e-07,0.0007678220281377435
18,3.8321690226439387e-05,5.258605710878328e-07,0.000833506986964494,4.2810037825802283e-07,0.0007614722708240151
19,3.83029728254769e-05,5.161476224202488e-07,0.0008266157819889486,4.1880409185068856e-07,0.0007539746002294123
20,3.828149783657864e-05,5.05559853536397e-07,0.0008184973848983645,4.108281927983626e-07,0.0007476155296899378
21,3.825707972282544e-05,4.97134521992848e-07,0.0008123561274260283,4.0171283899326227e-07,0.0007403318304568529
22,3.822953294729814e-05,4.896955374533718e-07,0.0008061701082624495,3.9690141306891746e-07,0.000736117537599057
23,3.819867197307758e-05,4.828729629480222e-07,0.0008012091857381165,3.9013139030430466e-07,0.0007308282656595111
24,3.8164314901223406e-05,4.7567419869665173e-07,0.0007955346954986453,3.8475255337289127e-07,0.0007262733997777104
25,3.812627983279526e-05,4.691221420216607e-07,0.0007910329732112586,3.7892397131145117e-07,0.0007217040983960032
26,3.808439214481041e-05,4.6452402102659107e-07,0.0007877442403696477,3.7580676348625275e-07,0.0007192112971097231
27,3.803846993832849e-05,4.590148137140204e-07,0.0007831929833628237,3.711802776251716e-07,0.0007154460763558745
28,3.798834222834557e-05,4.5300023998606775e-07,0.000779176305513829,3.6392552260622324e-07,0.0007097402703948319
29,3.793383439187892e-05,4.479060748963093e-07,0.0007743799942545593,3.597090483253851e-07,0.0007063811644911766
30,3.787477544392459e-05,4.4240022134545143e-07,0.0007708857883699238,3.590971573430579e-07,0.0007059314521029592
31,3.781100167543627e-05,4.403609068504011e-07,0.0007697251858189702,3.5549305721360724e-07,0.0007029289263300598
32,3.774234573938884e-05,4.357960108336556e-07,0.0007660416886210442,3.5273410503577907e-07,0.0007004949147813022
33,3.7668647564714774e-05,4.310271037866187e-07,0.000762021285481751,3.483498005607544e-07,0.0006968745146878064
34,3.7589750718325377e-05,4.276013783055532e-07,0.0007590652676299214,3.4665285397750267e-07,0.0006955696735531092
