Polarization,Loss
0.569314551951316,0.00023000746953485228
0.3878057674678459,2.2883191866103786e-05
0.0908690878376968,3.6118843516194585e-05
0.4895321224478475,2.3189599149563765e-05
0.2129094450756505,3.0153737644328473e-05
0.7399488905609868,0.0004385746248702087
0.3346937078785431,2.3023691691062265e-05
0.4045295117881011,2.990614140367284e-06
0.4357175521933915,0.0002940647141848943
0.6329959365410512,1.4525349414757543e-05
0.2716820884494898,4.827300132589085e-06
0.3688081912129022,1.3862202880727496e-08
0.6311805808105018,0.00028049575495276883
0.0765419400897337,2.2258071189504024e-06
0.1824167457270981,0.00021230021572991243
0.2030155567571917,0.00011690790694476722
0.5163810307697796,0.00021034760357679987
0.8652256734409629,6.490380127820876e-06
0.8443222883124604,0.0004849568119971848
0.1419182503410281,0.00025994402936620973
0.357476673334175,3.9662144121444306e-05
0.3080900894528728,8.282592573749753e-06
0.4092664100103468,5.7355389617988645e-05
0.1491487255794405,0.0003048722550006338
0.8651226042038901,3.945627996145567e-05
0.177802420199181,0.00018711643249956096
0.9058763302635292,8.816229389716454e-06
0.1815857871033436,0.00013341445483162204
0.3942177408043668,4.699255544852739e-05
0.7653747229723484,0.00030623282746629257
0.072779107073166,6.042761095665353e-06
0.5886176704637002,0.00024723453094460207
0.734953577207408,0.00022227721718110144
0.0273701654675487,1.6844346132237923e-05
0.7874563176298934,0.00015431815925297265
0.0848263882532691,2.659590024840531e-05
0.7115090709132924,2.5809495465669038e-05
0.6444483985589994,1.720051039137738e-05
0.7481331162934403,0.00010534179655386161
0.3863076134729841,3.0972587604743455e-06
0.8635655128216642,0.00019292151702340622
0.5693907023424799,1.3489215822813969e-05
0.7091242818785681,0.0002786844698116461
0.2860100302169516,3.9827546366583274e-07
0.2471838354522462,2.7700996705450496e-05
0.9776228372530308,2.225479297416897e-05
0.1369492872106778,0.00019321194702446426
0.5389480169857227,4.722496792107652e-11
0.9334566988766066,1.764552247119903e-05
0.0471157363543848,6.985112602209773e-06
0.2441130510161785,1.3223719991349434e-06
0.6188015656281907,0.00017163654594057288
0.2210989801656648,6.757862747077008e-05
0.7907191808554713,8.486838830268425e-05
0.773301286739131,7.798504002857778e-06
0.1143660405693866,4.719629427912552e-05
0.7313200334704093,0.0003220230796360565
0.8730048129248781,6.027970567770744e-05
0.2935748791559695,7.043060634098786e-06
0.1730391967191057,0.00020485126685116403
0.2496163315790541,0.00011922451735136481
0.7731131042219954,9.076032773839205e-05
0.1994858995522622,0.00013853941314798503
0.3748098659864626,6.98862797820258e-07
0.7780861002579967,0.00029058063855261435
0.1567540844921819,0.00011956250455780114
0.9142661901320526,3.466931998376821e-05
0.4702041792176581,2.3172622498649332e-05
0.5106093206874551,4.743777149501383e-06
0.7765210871914623,0.0002079734523238446
0.3836467405018616,0.0001387756021337266
0.6710790017232618,2.154221158606674e-06
0.575653030214956,6.339062998793874e-05
0.3718944999160728,2.329462421139817e-06
0.8133770626754436,0.0002580721502835871
0.1018775601897533,9.132817120554172e-08
0.339843352412016,1.0970801012914472e-05
0.7178364247531849,9.521120897649673e-05
0.6762149388886513,7.070374574482138e-05
0.8640126270133309,7.57145723508144e-05
0.3323291732915188,4.681387061072694e-05
0.8207418083424399,0.00015663378947062938
0.9162658098016232,9.165172680131373e-06
0.7067057204232505,2.3942943494046073e-05
0.8548862644147432,6.315099875972272e-05
0.6598496704229986,1.061664122412985e-07
0.8568654515861265,3.686086658117001e-05
0.0780513418307646,6.976476724762076e-07
0.5521402478626971,3.0086644504834223e-05
0.158218374446378,0.0002079539376285723
0.8252157965010574,0.00025067068385048246
0.588275933474275,0.00014811859828352673
0.5359577983306519,0.00012397422046802754
0.6450933443281452,0.00016553045432087402
0.1060974904590729,1.702595232860803e-05
0.7703117340215969,0.0001609324588990113
0.4970938336520429,3.202519449260849e-05
0.8078128137569981,6.722034629277169e-05
0.7317424775747949,5.4144235790996884e-05
0.7190071634163316,1.8337794198376274e-05
0.0227081782251044,1.749893234087104e-05
0.7137416672279027,3.189546264548638e-05
0.0544772091831308,9.721769779448161e-08
0.3698817789466745,5.5025002901135144e-08
0.2794685192789853,6.008039013264323e-05
0.9279506313310504,6.798890390328436e-05
0.6224959829568256,1.388819690119594e-05
0.4065912763200042,0.0004106494116515506
0.8534916214925502,0.0001500017453713885
0.4759989559628287,4.983110697229903e-05
0.1044575858062787,1.1795802739120112e-06
0.3711675905335856,1.036009507573074e-08
0.4028696312877466,8.27174468714717e-05
0.5916852466109808,5.3383598912500465e-05
0.2673911650750489,6.013307632325227e-06
0.901324433722696,1.7352778731088015e-05
0.7407920097985377,0.0001230055964127239
0.1773864317806238,0.00022660148725727692
0.104860487161688,3.6863177447432164e-05
0.5940017089451755,5.983134034154526e-05
0.3114570681892666,2.140181564962622e-06
0.9170417123978868,3.255865067050991e-05
0.9033158375182216,3.9766987755196434e-05
0.8556717781517517,4.656658973574409e-05
0.7385027030562347,5.3947899202924886e-05
0.6401328558218318,3.711828077171897e-05
0.148221897599817,0.00025402875379654027
0.6258933067431814,0.00037538517460141313
0.3189074355779195,2.864854293099464e-05
0.5919498181410588,8.038107740203372e-05
0.8605238092517441,3.522806873151862e-07
0.6138616192532542,0.00020589159088915007
0.5903864463097754,0.00012895855773340276
0.1992519671835016,8.670199133256738e-05
0.3664002897667616,2.6124054514611168e-05
0.5919279301128503,0.00010154681110099065
0.7783245690184311,0.00012126245049819712
0.9303732948917708,1.2062332583015724e-05
0.9172131179072136,4.920246404043318e-06
0.8571358063331437,0.00013298662433207405
0.8226110683973346,1.899960114560026e-05
0.1732337596443051,0.00039528962803668803
0.7607507376452112,8.498368953886577e-05
0.6125119323951761,8.229796143461129e-07
0.3851242817297173,0.00010860891065621431
0.769156683166774,0.00017186039390621054
0.096108213084319,7.91400215157358e-05
0.8165812352055228,0.0003738913056236011
0.0443331886675141,3.975562255313793e-10
0.8989229598809324,2.4133002749319975e-05
0.281763756152262,4.997406631194274e-11
0.4646952420806126,0.00018498969100872546
0.7506258372325252,6.154079572423737e-05
0.6044391153732297,8.824889176866316e-06
0.4225409275341754,0.00017518803398564216
0.3722621572592123,9.761712725464617e-07
0.2691878247322167,3.123013533357518e-06
0.3091056182224653,6.925295166273353e-07
0.736856492977347,1.390153733335546e-05
0.9649715589328554,9.476154947588041e-05
0.8743099660128419,1.0988703255624605e-05
0.140814630120739,0.0002616871548949201
0.8204131886533136,0.00027339244449327206
0.0311936690705128,1.1175785724901995e-05
0.6653527540274224,8.379160779648892e-05
0.368938484669291,3.864134551260425e-06
0.2278524186834931,6.263482569568208e-06
0.954566083562808,3.0389776614026837e-05
0.1528975666478975,0.0001674124777167883
0.8405661321739444,0.0002034724983555574
0.9204122794339552,2.6169761985980344e-06
0.3835600169602996,7.630883855611898e-05
0.4896369526041614,0.00010465838267850253
0.4153465891670855,0.0007229426119420586
0.1532766890052989,0.00021395966503964575
0.5197329531713141,4.95081387252609e-06
0.5366197619741896,8.415514234722218e-05
0.9427360779334124,1.4015273573272064e-08
