EventNum,Polarization,Area,CalConst,Baseline,QMeterNum,QMeterName,MagCurrent,EIPFreq,HPFreq,uWaveFreq,uWavePower,FMAmplitude,FMOffset,ScanSweeps,ScanSteps,ScanFreq,RFFreq,RFMod,RFPower,YaleGain,DCLevel,He3Press,He3Temp,He4Temp,He4Press,SepFlow,MainFlow,MagLevel,RFVolts,LN2Level,VacPress,Comment,TopChip,BottomChip,CarbonGlass,Collector
1642534112,,,-2.377120E+0,0,4,Top Proton,0.000000,0.000000,,0.000000,,,,500,500,15287,213.000,400,275,1,,,,NaN,0.000000,,,,,,,,0.00,0.00,0.00,
1642534224,,,-2.377120E+0,0,4,Top Proton,0.000000,0.000000,,0.000000,,,,5000,500,15287,213.000,400,275,1,,,,NaN,0.000000,,,,,,,,0.00,0.00,0.00,
1645549765,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,500,500,15287,213.000,400,275,1,,,,NaN,0.000000,,,,,,,,0.00,0.00,0.00,
1645550270,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,500,500,15287,213.000,400,275,1,,,,NaN,,,,,,,,,,,,
1645550434,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,500,500,15287,213.000,400,275,1,,,,NaN,,,,,,,,,,,,
1645550648,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,500,500,15287,213.000,400,275,1,,,,NaN,,,,,,,,,,,,
1645550722,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,500,500,15287,213.000,400,275,1,,,,NaN,,,,,,,,,,,,
1645550791,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,500,500,15287,213.000,400,275,1,,,,NaN,,,,,,,,,,,,
1646668854,,,-2.377120E+0,0,4,Top Proton,0.000000,0.000000,,0.000000,,,,500,500,15287,213.000,400,275,1,,,,NaN,0.000000,,,,,,,,0.00,0.00,0.00,
1649704775,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,1,,,,NaN,,,,,,,,,,,,
1649704781,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,1,,,,NaN,,,,,,,,,,,,
1649704788,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,1,,,,NaN,,,,,,,,,,,,
1649704794,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,100,500,15287,213.000,400,275,1,,,,NaN,,,,,,,,,,,,
1649704801,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,500,500,15287,213.000,400,275,1,,,,NaN,,,,,,,,,,,,
1649704861,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,500,500,15287,213.000,400,275,1,,,,NaN,,,,,,,,,,,,
1649704894,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,500,500,15287,213.000,400,275,1,,,,NaN,,,,,,,,,,,,
1649705239,,,-2.377120E+0,0,4,Top Proton,0.000000,0.000000,,0.000000,,,,500,500,15287,213.000,400,275,1,,,,NaN,0.000000,,,,,,,,0.00,0.00,0.00,
1649705308,,,-2.377120E+0,0,4,Top Proton,0.000000,0.000000,,0.000000,,,,500,500,15287,213.000,400,275,1,,,,NaN,0.000000,,,,,,,,0.00,0.00,0.00,
1649705360,,,-2.377120E+0,0,4,Top Proton,0.000000,0.000000,,0.000000,,,,500,500,15287,213.000,400,275,1,,,,NaN,0.000000,,,,,,,,0.00,0.00,0.00,
