EventNum,Polarization,Area,CalConst,Baseline,QMeterNum,QMeterName,MagCurrent,EIPFreq,HPFreq,uWaveFreq,uWavePower,FMAmplitude,FMOffset,ScanSweeps,ScanSteps,ScanFreq,RFFreq,RFMod,RFPower,YaleGain,DCLevel,He3Press,He3Temp,He4Temp,He4Press,SepFlow,MainFlow,MagLevel,RFVolts,LN2Level,VacPress,Comment,TopChip,BottomChip,CarbonGlass,Collector
1707162295,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.878237,16.059000,,,,,,,,,,,
1707162442,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.878331,16.064000,,,,,,,,,,,
1707162461,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.878350,16.065000,,,,,,,,,,,
1707162479,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.878350,16.065000,,,,,,,,,,,
1707162498,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.878331,16.064000,,,,,,,,,,,
1707162532,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.878407,16.068000,,,,,,,,,,,
1707162552,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.878407,16.068000,,,,,,,,,,,
1707162567,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.878350,16.065000,,,,,,,,,,,
1707162580,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.878369,16.066000,,,,,,,,,,,
1707163296,,,-2.377120E+0,0,9,CH9,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.878821,16.090000,,,,,,,,,,,
