EventNum,Polarization,Area,CalConst,Baseline,QMeterNum,QMeterName,MagCurrent,EIPFreq,HPFreq,uWaveFreq,uWavePower,FMAmplitude,FMOffset,ScanSweeps,ScanSteps,ScanFreq,RFFreq,RFMod,RFPower,YaleGain,DCLevel,He3Press,He3Temp,He4Temp,He4Press,SepFlow,MainFlow,MagLevel,RFVolts,LN2Level,VacPress,Comment,TopChip,BottomChip,CarbonGlass,Collector
1705794067,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1705794473,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1705795691,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1705874079,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1705874406,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,300,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1705874425,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,300,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1705874445,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,300,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1705874465,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,300,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1705874484,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,300,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1705874504,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,300,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1705874524,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,300,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1705874543,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,300,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1705874563,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,300,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706037304,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,500,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706038009,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,500,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706038112,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,500,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706038626,,,-2.037712E+1,0,4,Top Proton,0.000000,,,,,,,500,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706038979,,,-2.037712E+1,0,4,Top Proton,0.000000,,,,,,,500,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706039068,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706039470,,,-2.377120E+0,0,4,Top Proton,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
1706039833,,,-2.037712E+1,0,4,Top Proton,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,,,NaN,,,,,,,,,,,,
