EventNum,Polarization,Area,CalConst,Baseline,QMeterNum,QMeterName,MagCurrent,EIPFreq,HPFreq,uWaveFreq,uWavePower,FMAmplitude,FMOffset,ScanSweeps,ScanSteps,ScanFreq,RFFreq,RFMod,RFPower,YaleGain,DCLevel,He3Press,He3Temp,He4Temp,He4Press,SepFlow,MainFlow,MagLevel,RFVolts,LN2Level,VacPress,Comment,TopChip,BottomChip,CarbonGlass,Collector
1706569307,,,-2.377120E+0,0,7,CH7,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,122.941000,1.894105,1.562810,4.747000,,,,,,,,,,,
1706569703,,,-2.377120E+0,0,8,CH8,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,122.941000,1.894105,1.562857,4.748000,,,,,,,,,,,
1706570130,,,-2.377120E+0,0,8,CH8,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,122.941000,1.894105,1.562996,4.751000,,,,,,,,,,,
1706570562,,,-2.377120E+0,0,9,CH9,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.562996,4.751000,,,,,,,,,,,
1706570587,,,-2.377120E+0,0,9,CH9,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,122.941000,1.894105,1.563042,4.752000,,,,,,,,,,,
1706652560,,,-2.377120E+0,0,8,CH8,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,13.070000,1.091595,2.000175,23.489000,,,,,,,,,,,
1706656035,,,-2.377120E+0,0,7,CH7,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,12.946000,1.089299,1.999640,23.452000,,,,,,,,,,,
1706656399,,,-2.377120E+0,0,9,CH9,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,12.948000,1.089336,2.000190,23.490000,,,,,,,,,,,
1706817842,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.900253,17.258000,,,,,,,,,,,
1706817997,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.900682,17.282000,,,,,,,,,,,
1706818003,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.900700,17.283000,,,,,,,,,,,
1706818010,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.900718,17.284000,,,,,,,,,,,
1706818017,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.900754,17.286000,,,,,,,,,,,
1706818023,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.900772,17.287000,,,,,,,,,,,
1706818030,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.900790,17.288000,,,,,,,,,,,
1706818036,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.900790,17.288000,,,,,,,,,,,
1706818043,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.900808,17.289000,,,,,,,,,,,
1706818049,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.900808,17.289000,,,,,,,,,,,
1706818056,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.900843,17.291000,,,,,,,,,,,
1706818063,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.900861,17.292000,,,,,,,,,,,
1706818069,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.900879,17.293000,,,,,,,,,,,
1706818076,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.900897,17.294000,,,,,,,,,,,
1706818082,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,122.941000,1.894105,1.900915,17.295000,,,,,,,,,,,
