EventNum,Polarization,Area,CalConst,Baseline,QMeterNum,QMeterName,MagCurrent,EIPFreq,HPFreq,uWaveFreq,uWavePower,FMAmplitude,FMOffset,ScanSweeps,ScanSteps,ScanFreq,RFFreq,RFMod,RFPower,YaleGain,DCLevel,He3Press,He3Temp,He4Temp,He4Press,SepFlow,MainFlow,MagLevel,RFVolts,LN2Level,VacPress,Comment,TopChip,BottomChip,CarbonGlass,Collector
1710438138,,,-8.719705E+0,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-47.944000,0.000000,1.437199,2.576000,7.650000,9.000000,,,,,,,,,
1710438160,,,-8.719705E+0,0,8,CH8,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,-47.945000,0.000000,1.437050,2.574000,7.630000,9.610000,,,,,,,,,
1710887871,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,500,500,15287,213.000,400,275,0,,-82.631000,0.000000,0.953314,0.075000,7.660000,-0.160000,,,,,,,,,
1710888346,,,-8.719705E+0,0,8,CH8,0.000000,,,,,,,500,500,15287,213.000,400,275,0,,-83.146000,0.000000,0.953314,0.075000,7.660000,-0.140000,,,,,,,,,
1710888401,,,-2.377120E+0,0,9,CH9,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-83.214000,0.000000,0.953314,0.075000,7.600000,-0.120000,,,,,,,,,
1710889215,,,-2.377120E+0,0,9,CH9,0.000000,,,,,,,500,500,15287,213.000,400,275,0,,-84.416000,0.000000,0.952036,0.074000,7.610000,-0.130000,,,,,,,,,
1710889318,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,-84.577000,0.000000,0.952036,0.074000,7.590000,-0.160000,,,,,,,,,
1710889716,,,-8.719705E+0,0,8,CH8,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,-85.206000,0.000000,0.953314,0.075000,7.600000,-0.140000,,,,,,,,,
1710890064,,,-2.377120E+0,0,9,CH9,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,-85.767000,0.000000,0.950743,0.073000,7.620000,-0.150000,,,,,,,,,
1710944372,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,-47.448000,0.000000,1.499988,3.540000,7.610000,15.420000,,,,,,,,,
1710944716,,,-8.719705E+0,0,8,CH8,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,-47.444000,0.000000,1.497602,3.499000,7.620000,15.340000,,,,,,,,,
1710945084,,,-2.377120E+0,0,9,CH9,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,-47.459000,0.000000,1.493899,3.436000,7.620000,15.100000,,,,,,,,,
1710946634,,,-2.377120E+0,0,9,CH9,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-47.930000,0.000000,1.481695,3.234000,7.620000,13.290000,,,,,,,,,
1711112561,,,-2.377120E+0,0,9,CH9,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-49.053000,0.000000,1.986871,22.581000,30.610000,110.900000,,,,,,,,,
1711117413,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,-48.845000,0.000000,1.469610,3.043000,20.610000,11.200000,,,,,,,,,
1711117942,,,-4.711530E+0,0,7,CH7,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,-48.906000,0.000000,1.527248,4.031000,20.610000,18.670000,,,,,,,,,
1711149488,,,-2.377120E+0,0,9,CH9,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-49.727000,0.000000,1.366954,1.762000,7.600000,4.060000,,,,,,,,,
1711229376,,,-2.377120E+0,0,9,CH9,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-89.320000,0.000000,0.948112,0.071000,20.580000,-0.270000,,,,,,,,,
1711377874,,,-6.538683E+0,0,7,CH7,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,-49.029000,0.000000,1.968855,21.390000,20.620000,8.260000,,,,,,,,,
1711390790,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,500,500,15287,213.000,400,275,0,,-48.555000,0.000000,1.269920,0.982000,20.620000,68.250000,,,,,,,,,
1711390869,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.558000,0.000000,1.258697,0.914000,20.620000,59.530000,,,,,,,,,
1711390875,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.560000,0.000000,1.252791,0.879000,20.620000,58.930000,,,,,,,,,
1711390882,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.562000,0.000000,1.249408,0.859000,20.620000,58.530000,,,,,,,,,
1711392888,,,-2.377120E+0,0,9,CH9,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.566000,0.000000,1.251268,0.870000,20.630000,60.380000,,,,,,,,,
1711393918,,,-2.377120E+0,0,9,CH9,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.565000,0.000000,1.246531,0.842000,20.630000,59.750000,,,,,,,,,
1711393954,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.563000,0.000000,1.245851,0.838000,20.620000,59.000000,,,,,,,,,
1711394028,,,-2.377120E+0,0,9,CH9,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.564000,0.000000,1.243974,0.827000,20.630000,57.280000,,,,,,,,,
1711394056,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,500,500,15287,213.000,400,275,0,,-48.562000,0.000000,1.236774,0.786000,20.620000,53.890000,,,,,,,,,
1711394526,,,-2.377120E+0,0,9,CH9,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.565000,0.000000,1.143651,0.410000,20.630000,29.800000,,,,,,,,,
1711394620,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,500,500,15287,213.000,400,275,0,,-48.596000,0.000000,1.188205,0.567000,20.630000,25.830000,,,,,,,,,
1711394653,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,500,500,15287,213.000,400,275,0,,-48.686000,0.000000,1.246531,0.842000,20.630000,0.850000,,,,,,,,,
1711394685,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,500,500,15287,213.000,400,275,0,,-48.723000,0.000000,1.338655,1.493000,20.620000,0.210000,,,,,,,,,
1711396012,,,-2.377120E+0,0,9,CH9,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,-49.243000,0.000000,2.052413,27.283000,20.630000,2.550000,,,,,,,,,
1711406307,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,5000,500,15287,213.000,400,275,0,,-48.463000,0.000000,1.088053,0.265000,20.630000,15.720000,,,,,,,,,
1711406684,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.467000,0.000000,1.088957,0.267000,20.640000,15.250000,,,,,,,,,
1711406691,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.470000,0.000000,1.088506,0.266000,20.630000,15.460000,,,,,,,,,
1711406697,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.469000,0.000000,1.088506,0.266000,20.630000,15.380000,,,,,,,,,
1711406710,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.467000,0.000000,1.088053,0.265000,20.640000,15.390000,,,,,,,,,
1711406717,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.468000,0.000000,1.088053,0.265000,20.630000,15.390000,,,,,,,,,
1711406724,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.465000,0.000000,1.088053,0.265000,20.630000,15.190000,,,,,,,,,
1711406730,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.468000,0.000000,1.088506,0.266000,20.620000,15.590000,,,,,,,,,
1711406737,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.468000,0.000000,1.088957,0.267000,20.630000,15.400000,,,,,,,,,
1711406743,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.467000,0.000000,1.088957,0.267000,20.620000,15.340000,,,,,,,,,
1711406750,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-48.467000,0.000000,1.088957,0.267000,20.630000,15.210000,,,,,,,,,
1711408568,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-49.316000,0.000000,2.106883,31.633000,20.620000,3.250000,,,,,,,,,
1711408578,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-49.320000,0.000000,2.108290,31.751000,20.600000,3.230000,,,,,,,,,
1711408591,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-49.318000,0.000000,2.110098,31.903000,20.640000,3.090000,,,,,,,,,
1711408598,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-49.321000,0.000000,2.111059,31.984000,20.620000,3.170000,,,,,,,,,
1711408605,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-49.319000,0.000000,2.112019,32.065000,20.660000,3.350000,,,,,,,,,
1711408611,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-49.320000,0.000000,2.112870,32.137000,20.590000,3.190000,,,,,,,,,
1711408618,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-49.321000,0.000000,2.113791,32.215000,20.670000,3.130000,,,,,,,,,
1711408624,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-49.322000,0.000000,2.114593,32.283000,20.610000,3.350000,,,,,,,,,
1711408631,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-49.322000,0.000000,2.115571,32.366000,20.640000,3.380000,,,,,,,,,
1711408637,,,-1.423975E+1,0,8,CH8,0.000000,,,,,,,100,500,15287,213.000,400,275,0,,-49.323000,0.000000,2.116429,32.439000,20.650000,3.410000,,,,,,,,,
