epoch,loss,lr,val_mae,val_rmse
0,1.718829474037651,1.9999999999999998e-05,2.7947604656219482,3.2578275203704834
1,0.7881962626762715,2.001324752108391e-05,6.305624485015869,7.150394439697266
2,0.4757991342170245,2.0052988621862167e-05,0.5635798573493958,0.6423264145851135
