epoch;loss;mean_squared_error;val_loss;val_mean_squared_error
38;2.637798388605006e-06;1.6773070683484548e-06;1.3838606491844985e-06;4.2582686887726595e-07
39;2.6114375941688195e-06;1.658287033023953e-06;1.3700373528990895e-06;4.227256340527674e-07
40;2.614130607980769e-06;1.6719850464141928e-06;1.3330983392734197e-06;3.931431535875163e-07
41;2.6006318876170553e-06;1.6649528333800845e-06;1.3369296993914759e-06;4.039692100832326e-07
42;2.5756544346222654e-06;1.6458377558592474e-06;1.3668001201949664e-06;4.4071160232306283e-07
43;2.5812321382545633e-06;1.6594550515947049e-06;1.311220444222272e-06;3.9124415707192384e-07
44;2.5625517992011737e-06;1.6488399978697998e-06;1.3406752259470522e-06;4.333133460932004e-07
45;2.5497568003629567e-06;1.6449854456368485e-06;1.3175618960303837e-06;4.1471020040262374e-07
46;2.542919901316054e-06;1.644249323362601e-06;1.340232643087802e-06;4.4464010784395214e-07
47;2.546683163018315e-06;1.650542458264681e-06;1.2724510725092841e-06;3.791641347561381e-07
48;2.51537539952551e-06;1.6244749758698163e-06;1.2682556871368433e-06;3.8140024116728455e-07
49;2.5064171040867222e-06;1.6233485666816705e-06;1.2573545973282307e-06;3.770908563183184e-07
50;2.500282107575913e-06;1.622041168047872e-06;1.3044319757682388e-06;4.26711409318159e-07
51;2.4886974188120803e-06;1.6150331703101983e-06;1.2390743222567835e-06;3.6624999211198883e-07
52;2.472570486133918e-06;1.6048428506110213e-06;1.2563658629005658e-06;3.9216925529217406e-07
53;2.465885700075887e-06;1.6053344324973295e-06;1.2283215937713976e-06;3.6908338074681524e-07
54;2.461481017235201e-06;1.6045210031734314e-06;1.2587258879648289e-06;4.042854584440647e-07
55;2.479614295225474e-06;1.6276926544378512e-06;1.2228982768647256e-06;3.735320603936998e-07
56;2.4473033590766136e-06;1.6003267546693678e-06;1.2443331343092723e-06;4.0233587128568615e-07
57;2.4423582090093987e-06;1.6040620494095492e-06;1.207088075716456e-06;3.708570375238196e-07
58;2.4247901819762774e-06;1.5925759271340212e-06;1.1876559256052133e-06;3.5792280073110305e-07
59;2.4174610189220402e-06;1.5906381349850562e-06;1.2497287116275402e-06;4.2757130813697586e-07
60;2.417664518361562e-06;1.5934663224470569e-06;1.1942424862354528e-06;3.721625034813769e-07
61;2.397797516096034e-06;1.5800933397258632e-06;1.2070436241629068e-06;3.931647540866834e-07
62;2.401263827778166e-06;1.5906977068880224e-06;1.1773462347264285e-06;3.683608440496755e-07
63;2.379810439379071e-06;1.5751900264149299e-06;1.1798343848568038e-06;3.797884176037769e-07
64;2.3729874101263704e-06;1.5748360056022648e-06;1.188645910588093e-06;3.944173272429907e-07
65;2.357861603741185e-06;1.5664862758058007e-06;1.1621965541053214e-06;3.733684650342184e-07
66;2.345764414712903e-06;1.55911038746126e-06;1.1480493640192435e-06;3.6421297977540235e-07
67;2.3522165975009557e-06;1.5697904700573417e-06;1.1805684607679723e-06;3.988802177445905e-07
68;2.3497880192735465e-06;1.570707581777242e-06;1.1670908861560747e-06;3.871407159294904e-07
69;2.332809344807174e-06;1.5556375956293778e-06;1.2150944712630007e-06;4.408726397286955e-07
70;2.3276857064047363e-06;1.5570906271022977e-06;1.1787991525125108e-06;4.091249934390362e-07
71;2.314181074325461e-06;1.545576992612041e-06;1.1206875569769181e-06;3.506515042772662e-07
72;2.3035097456158837e-06;1.5392886325571453e-06;1.1041777270293096e-06;3.455433841281774e-07
73;2.3130553472583415e-06;1.5548462215519976e-06;1.1744903076760238e-06;4.156264310495317e-07
74;2.3035470348986564e-06;1.54720521550189e-06;1.1478955457278062e-06;3.904629295448103e-07
75;2.2899193936609663e-06;1.5351475894931355e-06;1.0989170959874173e-06;3.4653149327823485e-07
76;2.279212139910669e-06;1.5303438658520463e-06;1.1294033583908458e-06;3.8375230815290706e-07
77;2.274676262459252e-06;1.531072939542355e-06;1.094330286832701e-06;3.5574052503761777e-07
78;2.2608949166169623e-06;1.5234081729431637e-06;1.1052891295548761e-06;3.6907991329826473e-07
79;2.257253527204739e-06;1.5236455510603264e-06;1.1480451576062478e-06;4.183833937076997e-07
80;2.2427414023695746e-06;1.5162252111622365e-06;1.1805125268438132e-06;4.5504734202950203e-07
81;2.2510760118166218e-06;1.528016582597047e-06;1.0798080438689794e-06;3.5793252095572825e-07
82;2.24045629693137e-06;1.5206621810648357e-06;1.1360046983099892e-06;4.182700763522007e-07
83;2.2370527403836604e-06;1.520578734925948e-06;1.083424422176904e-06;3.665771544092422e-07
84;2.219582029283629e-06;1.5043244729895378e-06;1.0463608077770914e-06;3.3595730997149076e-07
85;2.22123708226718e-06;1.5095874914550222e-06;1.0412261417513946e-06;3.3014899258887453e-07
86;2.2162546429171925e-06;1.508446985098999e-06;1.1191285693712416e-06;4.1526334371155826e-07
87;2.206222234235611e-06;1.5045022792037344e-06;1.152569552687055e-06;4.498497219174169e-07
88;2.203011035817326e-06;1.5028813322714996e-06;1.0282836910846527e-06;3.29065784399063e-07
89;2.197343064835877e-06;1.499989025433024e-06;1.0291328180755954e-06;3.3273775557063345e-07
90;2.1835326151631307e-06;1.4892324315951555e-06;1.0216656392003642e-06;3.294391603958502e-07
91;2.1877360723010497e-06;1.4965942227718187e-06;1.0233372904622229e-06;3.337546843340533e-07
0;0.0034131966531276703;0.0021076530683785677;0.0012333772610872984;8.131813046929892e-06
0;0.0378197580575943;0.03427140787243843;0.0036232457496225834;7.585221464978531e-05
0;0.03491940349340439;0.030357666313648224;0.004570425022393465;7.311051831493387e-06
0;0.0017412513261660933;0.0006116651929914951;0.0010152044706046581;1.2000437891401816e-05
1;0.0005676859873346984;1.1174399332958274e-05;0.00013919477351009846;7.044413905532565e-06
2;4.0001414163270965e-05;5.3372687034425326e-06;7.978302164701745e-06;1.9429385247349273e-06
3;6.559585926879663e-06;3.4958993637701496e-06;3.28700730278797e-06;1.255857796422788e-06
4;4.090851689397823e-06;2.8457031930884114e-06;2.2319711661111796e-06;9.291352967011335e-07
5;3.5120867778459797e-06;2.478339411027264e-06;1.4749366528121755e-06;7.990711310412735e-07
6;1.9984984191978583e-06;1.5656327150281868e-06;6.480248089246743e-07;4.14503460888227e-07
7;1.4579172784578986e-06;1.2798471971109393e-06;6.04127592396253e-07;4.570456439978443e-07
8;1.2560479945022962e-06;1.1286730341453222e-06;3.391767222638009e-07;2.2270931765433488e-07
9;1.2135936913182377e-06;1.1023061006198986e-06;3.0501070114041795e-07;1.9717276700248476e-07
10;1.1854690455948003e-06;1.0807314083649544e-06;2.964010263895034e-07;1.9354770586232917e-07
11;1.165113758361258e-06;1.0644831718309433e-06;3.46281098018153e-07;2.4833798306644894e-07
12;1.141347638622392e-06;1.0442867051096982e-06;3.213784509625839e-07;2.2492456253075943e-07
13;1.1028505468857475e-06;1.0076222451971262e-06;3.022410055564251e-07;2.0833815028709068e-07
14;1.0986699408022105e-06;1.0053331607196014e-06;2.8918432803948235e-07;1.9680312846048764e-07
15;1.0900928373303032e-06;9.981678203985211e-07;2.915636230227392e-07;2.0045897031195636e-07
16;1.0852439800146385e-06;9.945069905370474e-07;2.7375597255741013e-07;1.833267191386767e-07
17;1.0804234307215665e-06;9.906196964948322e-07;2.792835402942728e-07;1.8989832994975586e-07
18;1.0724031653808197e-06;9.83003474175348e-07;2.7306703032081714e-07;1.8381282984591962e-07
19;1.0718196108427946e-06;9.825594133872073e-07;2.709049908844463e-07;1.818252286511779e-07
20;1.0685145070965518e-06;9.794393918127753e-07;2.685241327071708e-07;1.794980448721617e-07
21;1.0682756510504987e-06;9.793971003091428e-07;2.597056720787805e-07;1.7099671367759584e-07
22;1.0688771681088838e-06;9.80223148872028e-07;2.7593446816354117e-07;1.8736317031198269e-07
23;1.0664432466001017e-06;9.780393384062336e-07;2.732943187311321e-07;1.8501535237192002e-07
24;1.066560344042955e-06;9.784357644093689e-07;2.700959953472193e-07;1.8198343809672224e-07
25;1.0667679362086346e-06;9.786873533812468e-07;2.6799648367159534e-07;1.7992482526096865e-07
26;1.0644353096722625e-06;9.767279607331147e-07;2.705365034216811e-07;1.82983356467048e-07
27;1.0630456017679535e-06;9.754264738148777e-07;2.738415787462145e-07;1.8634487730651017e-07
28;1.0601215763017535e-06;9.726707048685057e-07;2.6855690293814405e-07;1.8114599242835538e-07
29;1.059543137671426e-06;9.721129572426435e-07;2.665262854861794e-07;1.7913718863837857e-07
30;1.0593803381198086e-06;9.72120915321284e-07;2.591276313523849e-07;1.718887716606332e-07
31;1.0577724651739118e-06;9.706509445095435e-07;2.6432749677951506e-07;1.7723139933423226e-07
32;1.053715550369816e-06;9.667826361692278e-07;2.5589548613424995e-07;1.6900671084840724e-07
33;1.0540893526922446e-06;9.671691714174813e-07;2.601520634470944e-07;1.7329608681393438e-07
34;1.0550091928962502e-06;9.682593145043938e-07;2.6011227305389184e-07;1.733189236574617e-07
35;1.0526276810196578e-06;9.660262776378659e-07;2.6503923322707124e-07;1.7848188349489646e-07
36;1.050584842232638e-06;9.641144060879014e-07;2.6292221377843816e-07;1.7655789008585998e-07
37;1.0505585805731243e-06;9.642717486713082e-07;2.6456268642505165e-07;1.7821099618231528e-07
38;1.0482769994268892e-06;9.620190439818543e-07;2.760907875654084e-07;1.9015662644505937e-07
39;1.0539694130784483e-06;9.679703225629055e-07;2.649044859026617e-07;1.791701293996084e-07
40;1.0508390460017836e-06;9.650348147260956e-07;2.641628213950753e-07;1.7825900044954324e-07
41;1.0506408898436348e-06;9.648712193666142e-07;2.6021501753348275e-07;1.745566748923011e-07
42;1.0491365856069024e-06;9.633711215428775e-07;2.612896992104652e-07;1.7565066912084148e-07
0;0.06776554137468338;0.06653732061386108;0.0016399717424064875;0.0004117926291655749
1;0.001879717456176877;0.0006526274955831468;0.0012288972502574325;5.7743295656109694e-06
2;0.0012311417376622558;3.0103788958513178e-05;0.0011710807448253036;9.469370525039267e-06
3;0.001092648133635521;1.216351392940851e-05;0.00097998499404639;1.0099909559357911e-05
4;0.0008400389924645424;1.069236077455571e-05;0.0007030489505268633;9.248583410226274e-06
5;0.0006013314705342054;9.916929229802918e-06;0.0005060340627096593;7.856207048462238e-06
6;0.00042969806236214936;8.772828550718259e-06;0.0003545000799931586;5.6280950957443565e-06
7;0.0002990448265336454;7.406360964523628e-06;0.00024089486396405846;3.849679160339292e-06
8;0.00019464267825242132;6.0026527535228524e-06;0.00014728189853485674;2.59107468991715e-06
9;0.00011668656225083396;4.894051471637795e-06;8.545606397092342e-05;1.9165026969858445e-06
10;6.634883175138384e-05;3.977513642894337e-06;4.683868610300124e-05;1.4233667116059223e-06
11;3.6737888876814395e-05;3.226360149710672e-06;2.482617856003344e-05;1.277863020732184e-06
12;1.9962059013778344e-05;2.7568416953727137e-06;1.2937917745148297e-05;8.586151807321585e-07
13;1.1411285413487349e-05;2.4503278837073594e-06;7.317445579246851e-06;7.66739788105042e-07
14;7.335704594879644e-06;2.24113591684727e-06;4.492881998885423e-06;5.481369953486137e-07
15;5.849229182786075e-06;2.0857658000750234e-06;4.146460469200974e-06;5.524821631297527e-07
16;5.485976544150617e-06;2.0503737232502317e-06;3.8285816117422655e-06;5.465496428769256e-07
17;5.171008524484932e-06;2.0221636987116653e-06;3.5422690416453406e-06;5.236826154941809e-07
18;4.890384389000246e-06;1.996421133299009e-06;3.2955213100649416e-06;5.209236064729339e-07
19;4.640822226065211e-06;1.9736610283871414e-06;3.0637590953119798e-06;4.986670774087543e-07
20;4.46240392193431e-06;1.9467147467366885e-06;2.970088189613307e-06;5.032631520407449e-07
21;4.353941221779678e-06;1.9347517081769183e-06;2.8958299935766263e-06;5.219072249929013e-07
22;4.265120423951885e-06;1.932816530825221e-06;2.7979776859865524e-06;5.056371605860477e-07
23;4.177038135821931e-06;1.9254837297921767e-06;2.7214134661335265e-06;5.09600795339793e-07
24;4.081348834006349e-06;1.9076044281973736e-06;2.616948449940537e-06;4.804098807653645e-07
25;3.9992200981942005e-06;1.9003911120307748e-06;2.5410588477825513e-06;4.778470383826061e-07
26;3.928752448700834e-06;1.8987059320352273e-06;2.4997934815473855e-06;5.039188977207232e-07
27;3.857572664855979e-06;1.8936635797217605e-06;2.4365788249269826e-06;5.038371568844013e-07
28;3.787839204960619e-06;1.8856380847864784e-06;2.3501665964431595e-06;4.774240665028628e-07
29;3.7092606817168416e-06;1.8667453787202248e-06;2.278903821206768e-06;4.6596929337283655e-07
30;3.6559281397785526e-06;1.8702434090300812e-06;2.2178678591444623e-06;4.589897457663028e-07
31;3.5897035104426323e-06;1.8562377590569668e-06;2.1900243609707104e-06;4.815998408957967e-07
32;3.5248949643573724e-06;1.8418159015709534e-06;2.1253465547488304e-06;4.6804925091237237e-07
33;3.4832278288376983e-06;1.8497399878469878e-06;2.0811842205148423e-06;4.707470395715063e-07
34;3.427021965762833e-06;1.839572405515355e-06;2.0162956388958264e-06;4.5219275079944055e-07
35;3.37152005158714e-06;1.8292463437319384e-06;2.0321892861829838e-06;5.107295919515309e-07
36;3.3280521165579557e-06;1.8269757902089623e-06;1.9498095298331464e-06;4.671847761983372e-07
37;3.276401912444271e-06;1.8128936289940611e-06;1.9139988580718637e-06;4.694864514931396e-07
38;3.2429879865958355e-06;1.8166118707085843e-06;1.848366537160473e-06;4.402951105930697e-07
39;3.1904096431389917e-06;1.7992987295656349e-06;1.8266000552102923e-06;4.522860024280817e-07
40;3.161524318784359e-06;1.804374051062041e-06;1.7726936221151846e-06;4.31707547932092e-07
41;3.114872470177943e-06;1.7909289908857318e-06;1.770144308466115e-06;4.61664967588149e-07
42;3.0720746053702896e-06;1.7795531448427937e-06;1.7413135537935887e-06;4.6516987595168757e-07
43;3.0420019356824923e-06;1.7807305994210765e-06;1.682679680925503e-06;4.354595546374185e-07
44;3.0055150546104414e-06;1.77280412572145e-06;1.672880557634926e-06;4.528701538220048e-07
45;2.977470785481273e-06;1.7708343875710852e-06;1.649716750762309e-06;4.5659595571123646e-07
46;2.948044993900112e-06;1.7677347159406054e-06;1.6171354673133465e-06;4.4955288558412576e-07
47;2.911902811320033e-06;1.7566181895745103e-06;1.6188926110771718e-06;4.7498153321612335e-07
48;2.882943590520881e-06;1.7515525314593106e-06;1.564823605804122e-06;4.4595856252271915e-07
49;2.8503459361672867e-06;1.7434506389690796e-06;1.5026377013782621e-06;4.076361506122339e-07
50;2.8210531581862597e-06;1.7374081835441757e-06;1.4978089666328742e-06;4.2487943119340343e-07
51;2.7924718324356945e-06;1.7306726931565208e-06;1.4421615333048976e-06;3.907808263647894e-07
52;2.7672224405250745e-06;1.7262684650631854e-06;1.4246354567148956e-06;3.9494346992796636e-07
53;2.7503081128088525e-06;1.7305093251707149e-06;1.381160245728097e-06;3.7110032735654386e-07
54;2.7193977985007223e-06;1.7185692513521644e-06;1.3942367331765126e-06;4.024671511615452e-07
55;2.6922207325696945e-06;1.7097167983592954e-06;1.4147470892567071e-06;4.414033014654706e-07
56;2.6681036615627818e-06;1.703662292129593e-06;1.3356736872083275e-06;3.7939227581773594e-07
57;2.640748107296531e-06;1.692973341960169e-06;1.325629341408785e-06;3.8616653341705387e-07
58;2.6311788587918272e-06;1.7002303138724528e-06;1.3574665445048595e-06;4.3504567770469293e-07
59;2.6151024030696135e-06;1.700657776382286e-06;1.3062162906862795e-06;3.9887288494355744e-07
60;2.5903384539560648e-06;1.691218926680449e-06;1.2829099205191596e-06;3.913469299732242e-07
61;2.5719259610923473e-06;1.6879233726285747e-06;1.2890296829937142e-06;4.123801886635192e-07
62;2.5524898319417844e-06;1.6821486497065052e-06;1.2696209523710422e-06;4.06321333912274e-07
63;2.5275130610680208e-06;1.6711468333596713e-06;1.2851703559135785e-06;4.351425957338506e-07
64;2.523526291042799e-06;1.6806833400551113e-06;1.2370650210868916e-06;4.008697658264282e-07
65;2.4983262392197503e-06;1.6684522279319935e-06;1.2160699043306522e-06;3.9241686522473174e-07
66;2.473440872563515e-06;1.6563537883484969e-06;1.1890961104654707e-06;3.7852163359275437e-07
67;2.46000058723439e-06;1.6563702729399665e-06;1.1810383284682757e-06;3.836023267922428e-07
68;2.450688270982937e-06;1.6585865978413494e-06;1.1606510952333338e-06;3.7402259067675914e-07
69;2.4328508061444154e-06;1.6519309156137751e-06;1.152518052549567e-06;3.7769834193568386e-07
70;2.4159551230695797e-06;1.6464683767480892e-06;1.124574964705971e-06;3.608767258356238e-07
71;2.401383198957774e-06;1.642620304664888e-06;1.140285803558072e-06;3.869167528591788e-07
72;2.389154133197735e-06;1.6405197129643057e-06;1.1160008170918445e-06;3.723963857282797e-07
73;2.3738350591884227e-06;1.634944737816113e-06;1.1072728511862806e-06;3.7355474091782526e-07
74;2.3474697172787273e-06;1.6195758689718787e-06;1.0823521279235138e-06;3.6003874015477777e-07
75;2.3451982542610494e-06;1.6275608913929318e-06;1.0671041081877775e-06;3.5429334843684046e-07
76;2.333120619368856e-06;1.624989636184182e-06;1.0596972970233764e-06;3.561721371170279e-07
77;2.3166253413364757e-06;1.617542807252903e-06;1.081638970390486e-06;3.8729024254280375e-07
78;2.307585646121879e-06;1.6180084685402107e-06;1.065058313542977e-06;3.7991324575159524e-07
79;2.2869298845762387e-06;1.606038267709664e-06;1.0072824352391763e-06;3.307723659418116e-07
80;2.2726517272531055e-06;1.6004211147446767e-06;1.009263996820664e-06;3.416190850202838e-07
81;2.262474254166591e-06;1.5993223314580973e-06;1.0272813142364612e-06;3.6791425372939557e-07
82;2.2512826944875997e-06;1.5961569488354144e-06;1.008945901048719e-06;3.5730516856347094e-07
83;2.241745278297458e-06;1.5940835282890475e-06;9.81894686447049e-07;3.3766929163903114e-07
84;2.222136345153558e-06;1.5818665133338072e-06;9.847111641647643e-07;3.488993058908818e-07
85;2.2203360003913986e-06;1.5878677004366182e-06;9.77293098003429e-07;3.488931383799354e-07
86;2.202717496402329e-06;1.5780206013005227e-06;1.0031926649389789e-06;3.82495130679672e-07
87;2.1919158825767227e-06;1.5752589206385892e-06;9.718131650515716e-07;3.5862930758412404e-07
88;2.1776745597890113e-06;1.5677954934290028e-06;9.239903420166229e-07;3.183691319463833e-07
89;2.179569946747506e-06;1.5764072713864152e-06;9.560885700921062e-07;3.5625856753540575e-07
90;2.1660123366018524e-06;1.5698327615609742e-06;9.510021072856034e-07;3.581292276066961e-07
91;2.150099589925958e-06;1.5606674423906952e-06;9.221523669111775e-07;3.3585669712010713e-07
92;2.1340417788451305e-06;1.5512709978793282e-06;9.025248459693103e-07;3.2397784366366977e-07
93;2.125858372892253e-06;1.5500495464948472e-06;9.178624509331712e-07;3.4520584790698194e-07
94;2.1175762867642334e-06;1.547885631225654e-06;8.990301125777478e-07;3.3204227634087147e-07
95;2.109693468810292e-06;1.5462740066141123e-06;8.924716325964255e-07;3.323395674215135e-07
96;2.101042355207028e-06;1.5438752143381862e-06;9.14890335934615e-07;3.6122122537562973e-07
97;2.093650664392044e-06;1.5427948483193177e-06;8.584300417169288e-07;3.1032647029860527e-07
98;2.0770194169017486e-06;1.5319050135076395e-06;8.731400953365664e-07;3.312452747650241e-07
99;2.0710492663056357e-06;1.5321238606702536e-06;8.83661016359838e-07;3.476448853234615e-07
0;0.0014511598274111748;0.0001858539617387578;0.0005369549035094678;4.828398232348263e-06
1;0.00011033793271053582;3.508695044729393e-06;1.6927411934375414e-06;6.288066174420237e-07
2;2.187560767197283e-06;1.6211837419177755e-06;8.713361694390187e-07;5.321281264514255e-07
3;1.7124610849350574e-06;1.3943147223471897e-06;9.827417670749128e-07;6.758617701052572e-07
4;1.5246905604726635e-06;1.2324576346145477e-06;1.0349515378038632e-06;7.577833116556576e-07
5;1.3679525636689505e-06;1.094799927159329e-06;7.765382292745926e-07;5.08205744154111e-07
6;1.2395092880979064e-06;9.772110161065939e-07;1.0922129831669736e-06;8.430818070337409e-07
7;8.63574371123832e-07;7.064482474561373e-07;1.0159025123357424e-06;8.739969530324743e-07
8;8.139676310747745e-07;6.738826527907804e-07;1.0194688684350695e-06;8.786377065916895e-07
9;7.953592557896627e-07;6.56973384138837e-07;1.143667191172426e-06;1.0066145250675618e-06
10;7.790932272655482e-07;6.413149549189257e-07;1.0775287364594988e-06;9.39968629154464e-07
11;7.642049126843631e-07;6.269604000408435e-07;1.1758218079194194e-06;1.0391764817541116e-06
12;6.613187224502326e-07;5.368784172787855e-07;1.384106667501328e-06;1.2658755395023036e-06
13;6.392993441295403e-07;5.23200696989079e-07;1.3097696864861064e-06;1.1954856518059387e-06
14;6.312448022072203e-07;5.185339659874444e-07;1.2701508467216627e-06;1.1580244745346135e-06
15;6.273378403420793e-07;5.16678426265571e-07;1.169726488114975e-06;1.0603865803204826e-06
0;0.0019020341569557786;0.0001426141825504601;0.00033467038883827627;2.9500160962925293e-06
1;4.444160367711447e-05;1.8342523162573343e-06;6.838351509941276e-06;4.149029336986132e-06
2;4.419699962454615e-06;1.038097821037809e-06;7.1998294970399e-07;4.495545056215633e-07
3;8.908596669243707e-07;6.409367188098258e-07;7.05736965755932e-07;4.7514811285509495e-07
4;8.627253009763081e-07;6.376743044711475e-07;6.383730806192034e-07;4.0790925481815066e-07
5;8.551227210773504e-07;6.344296252791537e-07;7.187283586063131e-07;4.982767336514371e-07
6;8.529333399565076e-07;6.325680601548811e-07;7.78139735757577e-07;5.56141571905755e-07
7;5.76331103729899e-07;4.37426507460259e-07;5.806172680422605e-07;4.5554580196949246e-07
8;5.453171070257667e-07;4.2213468987029046e-07;5.317843942975742e-07;4.080328039890446e-07
9;5.433060437098902e-07;4.208620794088347e-07;5.745020530412148e-07;4.5235108814267733e-07
10;5.423918310043518e-07;4.205465984341572e-07;6.629049948969623e-07;5.436338028630416e-07
11;5.392419666350179e-07;4.181227382105135e-07;5.608479227703356e-07;4.404798232826579e-07
12;4.6032917566662945e-07;3.5031015954700706e-07;5.972792678221595e-07;4.937163566864911e-07
13;4.4707124402521004e-07;3.4538356885605026e-07;6.65494269469491e-07;5.659754265252559e-07
14;4.435157734405948e-07;3.4487652555981185e-07;5.764899242421961e-07;4.785184160027711e-07
15;4.4121080122749845e-07;3.4419167604937684e-07;5.785969392491097e-07;4.826412691727455e-07
16;4.388804768495902e-07;3.42660598562361e-07;5.223358812145307e-07;4.2640635911084246e-07
17;4.1812859308265615e-07;3.2217064926953753e-07;5.306722528075625e-07;4.348607376414293e-07
18;4.1498969949316233e-07;3.1981096526578767e-07;5.63208175208274e-07;4.682205201334e-07
19;4.1292099695056095e-07;3.183904766501655e-07;5.329264354259067e-07;4.3885827949452505e-07
20;4.128253010549088e-07;3.189951200965879e-07;5.384135874919593e-07;4.450071742212458e-07
21;4.107311895040766e-07;3.1753563689562725e-07;5.479851665768365e-07;4.5531996306635847e-07
22;4.071376906722435e-07;3.1418719004250306e-07;5.353327310331224e-07;4.422558674832544e-07
23;4.0681655377738934e-07;3.1381540566144395e-07;5.531903184419207e-07;4.6031018996472994e-07
