epoch;loss;mae;mse;val_loss;val_mae;val_mse
0;0.39130571484565735;0.17222751677036285;0.10219816863536835;0.03443697467446327;0.02724245935678482;0.0009553650161251426
1;0.07188074290752411;0.06945079565048218;0.007817013189196587;0.018883386626839638;0.017613885924220085;0.00040324966539628804
2;0.06829123198986053;0.06726573407649994;0.007266596890985966;0.09429953992366791;0.0934268981218338;0.010897436179220676
3;0.0676959902048111;0.0668322741985321;0.007144331932067871;0.04911956936120987;0.04831537976861;0.002526544965803623
4;0.06713598966598511;0.06633422523736954;0.007035946473479271;0.014353527687489986;0.01357013825327158;0.0003158468462061137
5;0.06770477443933487;0.06692788749933243;0.007150508463382721;0.061704911291599274;0.06094478443264961;0.003780435537919402
6;0.06733451038599014;0.06655998528003693;0.0070871273055672646;0.061537597328424454;0.060762397944927216;0.00463968887925148
7;0.06678161770105362;0.0660119503736496;0.006950350943952799;0.031151728704571724;0.030374770984053612;0.0011763775255531073
8;0.06676971912384033;0.06599554419517517;0.006983164697885513;0.09106303006410599;0.09027383476495743;0.009945899248123169
9;0.06655445694923401;0.0658349022269249;0.006939257960766554;0.07664661854505539;0.07591759413480759;0.007241342216730118
10;0.06592222303152084;0.06547825038433075;0.006850100588053465;0.020342471078038216;0.019906209781765938;0.0004592663608491421
11;0.06624293327331543;0.06582703441381454;0.006948183756321669;0.008152755908668041;0.007742078043520451;9.137710731010884e-05
12;0.06631257385015488;0.06589706987142563;0.006938759237527847;0.02168901637196541;0.021272867918014526;0.0005686857621185482
13;0.06602724641561508;0.06561048328876495;0.00687327841296792;0.006740866228938103;0.006324813701212406;6.303148984443396e-05
14;0.06578582525253296;0.06536760926246643;0.00685320608317852;0.020015832036733627;0.019595354795455933;0.0005152486846782267
15;0.0659138411283493;0.06549644470214844;0.0068407608196139336;0.013268865644931793;0.012849858030676842;0.00025156568153761327
16;0.0658380389213562;0.06542143225669861;0.006832794286310673;0.023487217724323273;0.02305898442864418;0.0008045409340411425
17;0.06609057635068893;0.06567332148551941;0.0068838950246572495;0.04541754350066185;0.045002005994319916;0.002490212908014655
18;0.06620641052722931;0.06578768789768219;0.006902403198182583;0.020878229290246964;0.020454594865441322;0.0006004213937558234
19;0.06580008566379547;0.06552919000387192;0.006867550779134035;0.05587858334183693;0.05563442409038544;0.0037153572775423527
20;0.06565791368484497;0.0654211938381195;0.006855902727693319;0.009626513347029686;0.009393840096890926;0.00013985313125886023
21;0.06585171073675156;0.06561999768018723;0.006881954614073038;0.047736406326293945;0.04750465974211693;0.002909373724833131
