epoch;loss;mae;mse;val_loss;val_mae;val_mse
0;0.2477533221244812;0.245457261800766;0.08047814667224884;0.24607060849666595;0.24607060849666595;0.08047517389059067
1;0.24544380605220795;0.24544380605220795;0.08048878610134125;0.2456996589899063;0.2456996589899063;0.08023087680339813
2;0.24546679854393005;0.24546679854393005;0.08048123121261597;0.24577873945236206;0.24577873945236206;0.08027134090662003
3;0.24542151391506195;0.24542151391506195;0.08045940846204758;0.24589411914348602;0.24589411914348602;0.08034919202327728
4;0.2454565018415451;0.2454565018415451;0.0804595872759819;0.24569787085056305;0.24569787085056305;0.08023035526275635
0;0.24776042997837067;0.24545030295848846;0.08046992868185043;0.24574489891529083;0.24574489891529083;0.08025101572275162
1;0.24540510773658752;0.24540510773658752;0.08045084029436111;0.24572761356830597;0.24572761356830597;0.08040444552898407
2;0.24544981122016907;0.24544981122016907;0.0804639533162117;0.24600054323673248;0.24600054323673248;0.08042395859956741
3;0.24539634585380554;0.24539634585380554;0.08046290278434753;0.24566379189491272;0.24566379189491272;0.08023078739643097
4;0.24542589485645294;0.24542589485645294;0.08045323938131332;0.24565567076206207;0.24565567076206207;0.08024642616510391
0;0.247712641954422;0.24540558457374573;0.08047501742839813;0.24573296308517456;0.24573296308517456;0.08024482429027557
1;0.24541470408439636;0.24541470408439636;0.08045543730258942;0.24573716521263123;0.24573716521263123;0.08024690300226212
2;0.24544860422611237;0.24544860422611237;0.08046352863311768;0.24570107460021973;0.24570107460021973;0.08023154735565186
3;0.24544118344783783;0.24544118344783783;0.08044998347759247;0.2457360178232193;0.2457360178232193;0.08024633675813675
4;0.245431050658226;0.245431050658226;0.0804583951830864;0.24593423306941986;0.24593423306941986;0.08037678152322769
