epoch,learning_rate,loss,mae,relative_percent_error,val_loss,val_mae,val_relative_percent_error
0,0.0010000000474974513,0.05291013419628143,0.07317651063203812,1019.2455444335938,0.022913815453648567,0.043110232800245285,973.24951171875
1,0.0010000000474974513,0.01589667983353138,0.03862470015883446,705.91943359375,0.010732974857091904,0.0279557965695858,828.6179809570312
2,0.0010000000474974513,0.008161243982613087,0.0317075178027153,676.855224609375,0.005512225907295942,0.016667868942022324,654.558349609375
3,0.0010000000474974513,0.0044191498309373856,0.025323806330561638,679.4894409179688,0.003374136984348297,0.024426322430372238,804.28662109375
4,0.0010000000474974513,0.0026363569777458906,0.021863644942641258,657.2333984375,0.0019791650120168924,0.017128800973296165,931.0355834960938
5,0.0010000000474974513,0.0017317665042355657,0.01904323510825634,646.3358764648438,0.0012598552275449038,0.014088202267885208,1020.9876708984375
6,0.0010000000474974513,0.0013115662150084972,0.01742066815495491,653.3674926757812,0.0017205275362357497,0.03102177008986473,1015.7322387695312
7,0.0010000000474974513,0.0010787525679916143,0.015923820436000824,650.53564453125,0.0007669280748814344,0.012102318927645683,870.277099609375
8,0.0010000000474974513,0.0007998599903658032,0.013439319096505642,638.7176513671875,0.0009130698163062334,0.021928632631897926,847.080810546875
9,0.0010000000474974513,0.0015914064133539796,0.018098969012498856,676.1017456054688,0.0007947365520521998,0.015314668416976929,737.9656982421875
10,0.0010000000474974513,0.0005234192940406501,0.01024864986538887,633.8258666992188,0.0003676200576592237,0.006244950462132692,849.2241821289062
11,0.0010000000474974513,0.0004752988170366734,0.011103074997663498,631.6754150390625,0.00033484757295809686,0.0073912981897592545,744.756103515625
12,0.0010000000474974513,0.0003273335169069469,0.00785766076296568,626.332275390625,0.0003132465062662959,0.008132793009281158,821.1954345703125
13,0.0010000000474974513,0.0003036117122974247,0.007969883270561695,640.9389038085938,0.00027100738952867687,0.008576104417443275,684.9335327148438
14,0.0010000000474974513,0.0002662044716998935,0.007317527197301388,632.9535522460938,0.0002547356125432998,0.008163460530340672,828.6847534179688
15,0.0010000000474974513,0.0003439793363213539,0.008536245673894882,626.8998413085938,0.0002518887631595135,0.009520858526229858,864.3429565429688
16,0.0010000000474974513,0.0002510800550226122,0.007086962927132845,646.6915893554688,0.0005455833743326366,0.00978080928325653,862.2698364257812
17,0.0010000000474974513,0.00021451881912071258,0.006396316923201084,634.12890625,0.0001719687134027481,0.004537571221590042,775.1214599609375
18,0.0010000000474974513,0.0002318686747457832,0.0061886790208518505,641.5093383789062,0.00015456699475180358,0.002260900102555752,837.7709350585938
19,0.0010000000474974513,0.00020077724184375256,0.006466451101005077,626.7778930664062,0.0003638738708104938,0.01738753914833069,744.317138671875
20,0.0010000000474974513,0.00019077426986768842,0.005760349333286285,635.7793579101562,0.00014120308333076537,0.0017706293147057295,791.8037719726562
21,0.0010000000474974513,0.0001619978283997625,0.004853108432143927,634.0242919921875,0.0002635618729982525,0.013160983100533485,765.922607421875
22,0.0010000000474974513,0.0001763389736879617,0.0055396221578121185,648.3212890625,0.0006455595139414072,0.025001291185617447,993.7440795898438
23,0.0010000000474974513,0.0001958762004505843,0.006116104777902365,634.8846435546875,0.00013352648238651454,0.0025586578994989395,791.7074584960938
24,0.0010000000474974513,0.00015240492939483374,0.004793106112629175,637.0984497070312,0.0001786154753062874,0.008334558457136154,838.5203857421875
25,0.0010000000474974513,0.00017150134954135865,0.005552961025387049,635.3901977539062,0.00014873751206323504,0.00612989254295826,825.2938232421875
26,0.0010000000474974513,0.00015443781740032136,0.005012430716305971,638.94677734375,0.00013994809705764055,0.0043202778324484825,856.431640625
27,0.0010000000474974513,0.00017566306632943451,0.00578897912055254,637.4859008789062,0.0001237049582414329,0.001493362127803266,817.6696166992188
28,0.0010000000474974513,0.00014303511125035584,0.004468647763133049,635.809814453125,0.00013289551134221256,0.004932256881147623,758.4155883789062
29,0.0010000000474974513,0.00015454784443136305,0.005197530146688223,637.8838500976562,0.00012123453780077398,0.0031352147925645113,779.3377685546875
30,0.0010000000474974513,0.000155370042193681,0.005247199442237616,640.31005859375,0.00013517872139345855,0.0056722816079854965,832.7482299804688
31,0.0010000000474974513,0.00016050049453042448,0.005455211736261845,634.7648315429688,0.00012047008203808218,0.0026750005781650543,801.8798217773438
32,0.0010000000474974513,0.0001423485082341358,0.004572438076138496,636.322021484375,0.00014043576084077358,0.005181772634387016,855.7902221679688
33,0.0010000000474974513,0.00015457421250175685,0.00508170947432518,635.9979858398438,0.00011760799679905176,0.0011583411833271384,798.36181640625
34,0.0010000000474974513,0.00014446965360548347,0.004635377321392298,635.536865234375,0.0001857605966506526,0.009103452786803246,899.8439331054688
35,0.0010000000474974513,0.0001458254992030561,0.004740932956337929,633.7930297851562,0.00011589385394472629,0.0019503001822158694,797.9039916992188
36,0.0010000000474974513,0.0001452231517760083,0.004993884824216366,637.4439697265625,0.00013310540816746652,0.005472206976264715,851.474609375
37,0.0010000000474974513,0.0001442589855287224,0.004742253106087446,633.2307739257812,0.00011609409557422623,0.0011649879161268473,814.4478759765625
38,0.0010000000474974513,0.00015150273975450546,0.005337996874004602,636.0617065429688,0.00012076515122316778,0.0030408401507884264,807.3344116210938
39,0.0010000000474974513,0.00014131142233964056,0.004647732246667147,634.6029052734375,0.00014319845649879426,0.005018292926251888,801.330078125
40,0.0010000000474974513,0.00013071678404230624,0.003601259319111705,631.298583984375,0.00012003623851342127,0.0016301239375025034,809.7645263671875
41,0.0010000000474974513,0.00014158904377836734,0.004938690923154354,635.6953125,0.00013562127423938364,0.005185840651392937,840.2451171875
42,0.0010000000474974513,0.0001364344934700057,0.004317678045481443,640.3855590820312,0.00013276193931233138,0.005940294358879328,815.3567504882812
43,0.0010000000474974513,0.00014845581608824432,0.005336730740964413,636.6932983398438,0.00013414934801403433,0.0050811078399419785,808.00341796875
