epoch,learning_rate,loss,mae,val_loss,val_mae
0,9.999999747378752e-06,0.0037959092296659946,0.00010070919233839959,0.003187732771039009,6.33219606243074e-05
1,3.999999989900971e-06,0.0029751646798104048,6.21689687250182e-05,0.0027694974560290575,2.8824595574405976e-05
2,2.4000000848900527e-06,0.002653223229572177,5.518328907783143e-05,0.002539366716518998,2.8259562895982526e-05
3,1.9200001588615123e-06,0.002452099695801735,5.529549889615737e-05,0.0023664236068725586,2.3225569748319685e-05
4,1.9200001588615123e-06,0.002284193877130747,5.511643394129351e-05,0.0022034989669919014,2.4542083338019438e-05
5,1.9200001588615123e-06,0.0021261859219521284,5.4648426157655194e-05,0.00205036299303174,2.5686420485726558e-05
6,1.919995384014328e-06,0.001977689564228058,5.411418533185497e-05,0.0019064759835600853,1.991911449295003e-05
7,1.9199762846255908e-06,0.001838274416513741,5.2834155212622136e-05,0.0017714499263092875,2.142774610547349e-05
8,1.919933311000932e-06,0.001707517309114337,5.361355215427466e-05,0.0016448855167254806,3.7421905290102586e-05
9,1.9198566860723076e-06,0.0015850093914195895,5.381579831009731e-05,0.0015263587702065706,1.5907631677691825e-05
10,1.9197370875190245e-06,0.0014703447232022882,5.2878727728966624e-05,0.0014155348762869835,3.220211510779336e-05
11,1.9195647382730385e-06,0.0013631623005494475,5.3550811571767554e-05,0.0013118997449055314,4.6491302782669663e-05
12,1.9193303160136566e-06,0.0012630182318389416,5.494371725944802e-05,0.0012151749106124043,2.561766086728312e-05
13,1.91902427104651e-06,0.0011695753782987595,5.4022188123781234e-05,0.001124973758123815,2.413027686998248e-05
14,1.9186368263035547e-06,0.001082458533346653,5.5349304602714255e-05,0.0010408770758658648,1.791506292647682e-05
15,1.9181586594640976e-06,0.0010013055289164186,5.615119880530983e-05,0.000962610065471381,1.9539980712579563e-05
16,1.91758022083377e-06,0.000925790227483958,5.558824705076404e-05,0.0008897994412109256,2.7282014343654737e-05
17,1.9168921880918788e-06,0.0008555626845918596,5.64960646443069e-05,0.0008221080061048269,3.589851257856935e-05
18,1.9160850115440553e-06,0.0007903229561634362,5.64655420021154e-05,0.0007592629990540445,2.6848745619645342e-05
